Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
0139	Elias Six	A776244-D	Lo Tu Tz	{ 2 }	(F12-4)	[146A]	-	KM	-	623	10	Mu	M3 V
0140	Kleid	C749323-A	Lo	{ 0 }	(E20-1)	[3328]	-	-	-	924	16	Mu	F5 V
0231	Morrigan	C737343-A	Lo Tz	{ 0 }	(620+5)	[337A]	-	-	-	602	6	SoCf	M1 V
0237	Lucullus	C74678A-8	Ag Pi Tr	{ 0 }	(967+0)	[774A]	-	-	-	103	13	Mu	G8 V
0238	Simoom	B7A4103-9	Fl Lo Ho Tz	{ 0 }	(900-1)	[116B]	-	K	-	103	11	Mu	K6 V
0239	Tsukino	C835455-A	Ni Tz	{ 0 }	(B35+0)	[547A]	-	-	-	423	13	Mu	M0 V K4 V
0331	Elation	B852668-7	Ni Po Lk O:0229	{ -1 }	(951-1)	[5576]	-	-	-	301	9	SoCf	G8 V M5 V
0334	Shuanyun	CAC3514-C	Fl Ni Fr Taur3	{ 1 }	( G44+2 )	[ 565C ]	-	-	-	615	14	NaHu	M0 V
0340	Middling	D731536-7	Ni Po Tz Px	{ -3 }	(640+1)	[6254]	-	-	-	113	10	Mu	M0 V M3 V
0433	Famish	C633335-9	Lo Po	{ -1 }	(B20+0)	[1246]	-	-	-	221	10	NaHu	K9 V M8 V
0434	Stark	D6B2521-8	Fl He Ni Fr Taur2	{ -3 }	(A41+1)	[4277]	-	-	-	100	8	NaHu	M0 V M1 V
0435	Portia	C510410-7	Ni Taur3	{ -2 }	(434+3)	[6269]	-	-	-	803	14	NaHu	G2 V
0437	Dardanius 	A751454-C	Ni Po Co	{ 1 }	(733-1)	[552F]	-	-	-	402	11	NaHu	G4 V
0531	Taurea	C665A9D-9	Ga Hi Tr Fo	{ 1 }	(694+0)	[CB44]	-	-	R	112	10	SoCf	F8 V
0535	Mendelor	X5A1100-9	He Lo Fo	{ -2 }	(800-5)	[1119]	-	-	R	131	12	NaHu	M9 V
0540	Griffin	C784978-9	Hi Pr Tu Tz	{ 1 }	(687+0)	[AA99]	-	-	-	102	9	Mu	M1 V M4 V
0637	Timor	X7AA120-8	Fl He Lo Ho Fo	{ -3 }	(500-5)	[1118]	-	-	R	103	15	NaHu	G3 V
0734	Refuge	B768987-A	Hi Pr	{ 3 }	(F85+0)	[BC6B]	-	-	-	503	11	NaHu	G8 V G3 V
0738	Judgement	B883523-9	Ni Pr Tz	{ 0 }	(D42+2)	[157A]	-	-	-	134	19	NaHu	M9 V
0739	258-191	X6B5000-0	Fl Ba Fr	{ -3 }	(200-5)	[0000]	-	-	-	002	11	NaXX	M5 V
0831	Celephais	C723100-9	Lo Po Tz	{ -1 }	(E00+1)	[21A6]	-	-	-	633	14	SoCf	M3 V M3 V
0834	Hamral	E20358C-9	Ic Va Ni	{ -2 }	(D43-5)	[5319]	-	-	-	522	11	NaHu	M2 V
0836	Orsino	DAB3455-9	Fl He Ni Fr	{ -2 }	(F33+1)	[5217]	-	-	-	504	10	NaHu	M0 V
0939	Bowerbank	A66267A-B	Ni Ri	{ 2 }	(D54-1)	[582D]	-	-	-	432	13	NaHu	G0 V M8 V
1031	Ilya	C723456-7	Ni Po Tz Px	{ -2 }	(830-3)	[728C]	-	-	-	701	8	SoCf	M0 V M3 V
1036	Sour	C8C3201-9	Fl Lo	{ -1 }	(810-4)	[517A]	-	-	-	501	7	NaHu	M1 V M4 V M8 V
1038	Novgorod	D7949BB-5	Hi In Fo	{ 0 }	(68B+0)	[C978]	-	-	R	102	13	NaHu	K7 V D
1232	Lavi	A763776-A	Ri Tz	{ 4 }	(66C+0)	[AB1B]	-	KM	-	100	9	NaHu	M9 V K0 V
1233	Indravati	C857A96-A	Ga Hi	{ 2 }	(C9E+0)	[9C6B]	-	-	-	110	8	NaHu	G4 V M6 V
1238	Theta Aurigae	B648598-A	Ni Ag	{ 2 }	(B47-4)	[5716]	-	-	-	112	13	NaHu	G2 V A0 III
1333	355-846	X5A5000-0	Fl Ba Fr Sa	{ -3 }	(800-5)	[0000]	-	-	-	001	10	NaXX	M5 V
1334	Hekla	X202000-0	Ic Va Ba	{ -3 }	(400-5)	[0000]	-	-	-	022	14	NaXX	A7 III
1431	Kwan	A786231-8	Ga Lo	{ -1 }	(810+3)	[514A]	-	-	-	611	8	SoCf	K5 V M4 V
1537	Deng	B6D8238-9	Lo Tz	{ 0 }	(910+0)	[321C]	-	-	-	333	9	NaHu	M1 V
1538	Desolate	B642612-6	He Ni Po	{ -1 }	(750+2)	[35A4]	-	-	-	103	11	NaHu	G3 V M6 V
1634	Carcosa	C842877-7	He Ph Pi Po Px	{ -1 }	(A7A+1)	[3778]	-	-	-	622	14	NaHu	F4 V G2 V
1638	Forlorn	B641652-9	He Ni Po	{ 0 }	(A51+0)	[5646]	-	-	-	112	9	NaHu	G4 V M7 V
1640	Chugach	C6A1410-8	Fl He Ni Fr	{ -2 }	(C32-1)	[6215]	-	-	-	221	13	NaHu	M5 V
1731	Margate	A753352-9	Lo Po	{ 0 }	(620+1)	[1328]	-	-	-	110	10	SoCf	F8 V M9 II
1738	Merrick's Sorrow	C842256-7	He Lo Po Sa	{ -2 }	(A10-1)	[7163]	-	-	-	104	11	NaHu	G9 V M8 V
1739	Binyamin	C723155-7	Lo Po	{ -2 }	(900-5)	[1194]	-	-	-	230	11	NaHu	G3 IV
1931	Theta Tauri	X202000-0	Ic Va Ba	{ -3 }	(400-5)	[0000]	-	-	-	022	14	SoCf	A7 III
1933	Katya	C200114-7	Va Lo	{ -2 }	(700-1)	[2167]	-	-	-	202	13	NaHu	M3 V
1934	Narmada	A767621-B	Ga Ni Ag Ri	{ 4 }	(A55+0)	[7A99]	-	KM	-	503	12	NaHu	F9 V M4 V M7 V
1939	Clover	B794641-8	Ni Ag Tr Tz	{ 0 }	(C54+2)	[2653]	-	-	-	124	16	NaHu	K4 V
2033	Al-Battani	C000101-8	As Va Lo	{ -2 }	(700+2)	[113A]	-	-	-	310	7	NaHu	M9 V
2035	Mor	C636440-8	Ni Tz	{ -2 }	(832-5)	[6268]	-	-	-	401	7	NaHu	M5 V G2 V
2131	Deliverance	C798877-6	Ph Pa Pi	{ -1 }	(673-2)	[3764]	-	-	-	500	8	SoCf	F6 V
2134	Harlan	C732222-9	Lo Po Sa	{ -1 }	(A10+1)	[113B]	-	-	-	620	11	NaHu	K9 V
2136	Saraswati	D666A99-7	Ga Hi	{ -1 }	(698+3)	[C974]	-	-	-	222	12	NaHu	K2 V
2139	Tengfei	D6D4767-7	O:1934	{ -2 }	(665-1)	[3595]	-	-	-	112	8	NaHu	G7 V
2240	Hamakhaave	C84178A-7	He Pi Po Px	{ -1 }	(265-1)	[7643]	-	-	-	603	10	NaHu	F1 V M1 V
2332	Cardinal	C410253-7	Lo Lk	{ -2 }	(810-1)	[1166]	-	-	-	323	9	SoCf	M8 V
2333	724-314	X623000-0	Ba Po Sa	{ -3 }	(700-5)	[0000]	-	-	-	022	11	NaXX	K7 V
2335	Metis	B866AEB-B	Ga Hi Fo	{ 3 }	(B97+1)	[8D9F]	-	-	R	321	10	NaHu	G4 V M7 V
2434	Hipparchus	C000278-A	As Va Lo	{ 0 }	(910+0)	[125A]	-	-	-	821	7	NaHu	G4 V
2435	Causticus	C8A9430-8	Fl Ni	{ -2 }	(D34-1)	[7277]	-	-	-	231	13	NaHu	M7 V
2436	Godel	C736410-7	Ni	{ -2 }	(B33+2)	[628C]	-	-	-	103	9	NaHu	G9 V
2440	Ivory	E7357A9-7	Sa	{ -2 }	(564+1)	[7545]	-	-	-	203	10	NaHu	A7 V K1 V
2533	Gideon	D30065A-8	Va Ni Na	{ -3 }	(952+1)	[5323]	-	-	-	513	10	NaHu	K7 V M2 V
2535	Sidrach	E721224-8	He Lo Po	{ -3 }	(D10-5)	[2118]	-	-	-	602	7	NaHu	F3 V M0 V
2536	Calhourn	B743579-7	Ni Po Lk O:2538	{ 0 }	(845+0)	[9579]	-	KM	-	213	14	NaHu	K5 V
2537	Chanyuan	B776489-6	Ni Pa Lk	{ -1 }	(931+0)	[3326]	-	-	-	110	8	NaHu	G9 V M2 V
2538	Hesperia	B7659BE-C	Ga Hi Pr Fo	{ 3 }	(C88+4)	[9C59]	-	-	R	221	9	NaHu	F7 V M4 V
2540	Tamora	A664743-9	Ag Ri Tr Tz	{ 3 }	(56B+3)	[2A45]	-	-	-	101	5	NaHu	K8 V M1 V
2634	Devi	B757540-A	Ga Ni Ag	{ 3 }	(746+0)	[784A]	-	KM	-	212	7	NaHu	G4 V
2638	488-064	X100000-0	Va Ba Ho Tz	{ -3 }	(B00-5)	[0000]	-	-	-	014	15	NaXX	K8 V
2640	Namal	B7587CB-7	Ag Fo UApe4	{ 2 }	(B6A+2)	[8957]	-	KM	R	121	12	NaHu	G0 V
2733	Veiled	C6A5400-A	Fl Ni Lk	{ 0 }	(A31+0)	[8479]	-	-	-	131	17	NaHu	K0 V
2739	Tucson	A746245-B	Lo Tr	{ 2 }	(912+0)	[545C]	-	KM	-	312	10	NaHu	G0 V
2832	Vandoren	E410643-8	Ni Na	{ -3 }	(650-5)	[6318]	-	-	-	300	6	NaHu	M9 V
2833	Scorch	C720326-9	De He Lo Po Ho Px	{ -1 }	(B20-1)	[327A]	-	-	-	110	9	NaHu	M8 III M3 V
2840	Strawfield	B654577-6	Ni Ag	{ 0 }	(C42-3)	[856B]	-	-	-	603	7	NaHu	K1 V
2931	Kir	D737403-9	Ni Tz	{ -2 }	(A33+0)	[921A]	-	-	-	821	14	NaHu	M6 V F6 V M3 V
2932	Krottenspitze	C410448-8	Ni	{ -2 }	(A30+0)	[3259]	-	-	-	110	10	NaHu	M9 V
2935	Yukimura	B846652-B	Ni Ag Tr	{ 3 }	(557+2)	[695A]	-	KM	-	200	8	NaHu	G2 V
3034	Kazue	A789420-C	Ni Tz	{ 1 }	(935-4)	[152H]	-	-	-	101	9	NaHu	M9 V
3039	Valentine	A885455-D	Ga Ni Pa	{ 1 }	(B37+3)	[551D]	-	-	-	133	13	Wd	F7 V G7 V
3132	Oren	C410445-7	Ni	{ -2 }	(731-2)	[5234]	-	-	-	303	10	NaHu	M5 V M1 IV
3133	Aryabhata	E000533-9	As Va Ni	{ -2 }	(842-4)	[4388]	-	-	-	603	12	NaHu	M5 V
3134	Renton	X410202-9	Lo Fo	{ -2 }	(C10-5)	[2119]	-	-	R	123	14	NaHu	M5 V M1 V
3139	Freeman	B775682-9	Ni Ag Lk	{ 2 }	(857-4)	[2848]	-	KM	-	131	11	Wd	K5 V
3140	Gloaming	C621103-A	He Lo Po Tz	{ 0 }	(A00+1)	[1166]	-	-	-	604	11	Wd	M2 V
3234	Atwater Station	E201415-9	Ic Va Ni	{ -2 }	(C30-5)	[4219]	-	-	-	432	11	NaHu	K3 V
3238	Tyson	CAA1146-A	Fl He Lo Fr	{ 0 }	(A00-3)	[1149]	-	-	-	132	8	Wd	M4 V
3239	Dorit	B644310-B	Lo	{ 1 }	(C21+2)	[144C]	-	-	-	133	14	Wd	K3 V M8 V
