Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
2136	Lyekla	A68769C-8	Ga Ni Ag Ri Tu Da	{ 1 }	( G57+0 )	[ 7789 ]	-	-	A	223	8	NaHu	F5 V
2231	Ckiic	B530267-6	De Lo Po Co (minor) O:2631 Da	{ -1 }	( 610-4 )	[ 2177 ]	-	-	A	430	13	HvFd	K1 V M9 V
2236	524-177	E7B5000-0	Fl Ba Tz	{ -3 }	( 500-5 )	[ 0000 ]	-	-	-	000	9	NaXX	M2 V
2240	Melantha III	X699123-6	Lo Lk	{ -3 }	( 500+0 )	[ 1187 ]	-	-	-	711	7	NaHu	F6 V
2332	Axeave	E766A85-6	Ga Hi Fr	{ -1 }	( A98-1 )	[ F94A ]	-	-	-	121	12	HvFd	M2 V
2436	Arkoperaeld	X510149-7	Lo	{ -3 }	( 500+2 )	[ 11A7 ]	-	-	-	201	7	NaHu	A8 V
2437	513-758	X7B3000-0	Fl Ba Co Tz	{ -3 }	( 400-5 )	[ 0000 ]	-	-	-	002	13	NaXX	M1 V
2440	Yemima	C6B8444-9	Fl Ni Fr	{ -1 }	( 533-3 )	[ 2329 ]	-	K	-	502	10	NaHu	M5 V
2534	Yekeh	B9B3205-B	Fl Lo Co	{ 1 }	( 511+2 )	[ 232A ]	-	-	-	103	10	HvFd	K0 V
2537	Puatacaci	D100210-A	Va Lo Co	{ -1 }	( 710+4 )	[ 318C ]	-	-	-	103	14	NaHu	K0 V
2631	Pah	A66AA84-F	Wa Hi	{ 3 }	( A96-1 )	[ 7D3D ]	-	K	-	204	12	HvFd	F8 V M7 V
2635	Xadee	C642605-9	He Ni Po	{ -1 }	( 754+2 )	[ 5536 ]	-	-	-	213	11	HvFd	G7 V
2640	Pris	D8C4437-4	Fl Ni Co Tz	{ -3 }	( A30+0 )	[ 5167 ]	-	-	-	302	6	NaHu	M2 V
2839	141-359	X410000-0	Ba	{ -3 }	( 200-5 )	[ 0000 ]	-	-	-	003	14	NaXX	F8 V
2936	Raapuy	C65A741-9	Wa Co	{ 0 }	( E63+1 )	[ 479B ]	-	-	-	123	12	HvFd	G8 V K8 V
3031	Xagaa	E689A55-9	Hi	{ 0 }	( 695-3 )	[ 5A4C ]	-	-	-	400	6	HvFd	F8 V
3034	Gekah	B6B3304-B	Fl Lo Co Tz	{ 1 }	( 921+3 )	[ 644A ]	-	-	-	903	10	HvFd	M7 V G6 V
3134	Vazoi	C750764-7	De Po Ho Tz O:2631	{ -1 }	( 766-2 )	[ B649 ]	-	-	-	600	7	HvFd	K3 V M6 V
3138	Goold	C777376-9	Lo Tz	{ 0 }	( E20-1 )	[ 836A ]	-	KM	-	123	11	NaHu	M0 V
3139	Palantir	C665999-8	Ga Hi Pr Sa	{ 0 }	( 989+3 )	[ A957 ]	-	-	-	221	11	NaHu	G5 V M9 V
3233	Geaeeraa	E8A6603-7	Fl Ni	{ -3 }	( A50-1 )	[ 3397 ]	-	-	-	130	10	HvFd	G7 V
3236	Gloxcontat	C410444-6	Ni Ho Tz	{ -2 }	( 733+0 )	[ 1296 ]	-	-	-	420	14	NaHu	K4 V M1 V
3237	Maghreb	A730744-D	De Na Po	{ 2 }	( A67+1 )	[ 895E ]	-	-	-	431	15	NaHu	M8 V D
