Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
0828	Piedmont	B20067A-7	Va Ni Na	{ -1 }	(A55+2)	[1585]	-	K	-	103	11	SoCf	G2 V M6 V
0921	Alastor	X520353-7	De He Lo Po Co Lk Fo	{ -3 }	(820-3)	[119B]	-	-	R	531	8	SoCf	M3 V M3 V
0922	Leipzig	X9D8000-0	Fl Ba Ho Fo	{ -3 }	(300-5)	[0000]	-	-	R	034	19	SoCf	G3 V
1023	Imogen	B000433-B	As Va Ni	{ 1 }	(736+0)	[456A]	-	-	-	502	10	SoCf	M7 V
1025	Sulawesi	D6846A6-9	Ni Ag Ri	{ 0 }	(B52-1)	[6618]	-	-	-	231	15	SoCf	K6 V
1122	Wave	A76A6AD-9	Wa Ni Ri Tz Fo	{ 1 }	(B54-2)	[877D]	-	-	R	124	16	SoCf	M0 V
1127	Susheela	BA63588-A	Ni Pr	{ 1 }	(847+1)	[8649]	-	-	-	203	13	SoCf	G3 V M5 V
1128	Canaveral	C675338-5	Lo Tr	{ -1 }	(720+0)	[1251]	-	KM	-	403	14	SoCf	G1 V M8 V
1225	Aumerle	B555410-9	Ni Pa Ho	{ 1 }	(C33-2)	[2555]	-	KM	-	832	11	SoCf	G1 V
1324	Minotaur	X410000-0	Ba Co Tz Fo	{ -3 }	(500-5)	[0000]	-	-	R	023	15	SoCf	M6 V
1325	Ulmen III	CADA430-A	Fl Oc Ni Lk	{ 0 }	(A36-1)	[145D]	-	-	-	433	15	SoCf	M6 V
1330	CN269	E200000-0	Va Ba Tz	{ -3 }	(400-5)	[0000]	-	-	-	002	14	SoCf	M3 V
1430	Severomorsk	D545214-5	Lo Fr	{ -3 }	(610+0)	[1124]	-	-	-	103	11	SoCf	M3 V
1528	Mirny	E000000-0	As Va Ba	{ -3 }	(600-5)	[0000]	-	-	-	003	9	SoCf	M0 V
1626	Shiori	C400856-9	Va Ph Na Pi Lk	{ 0 }	(D7C+3)	[683C]	-	-	-	332	14	SoCf	M5 V
1627	Nanfeng	A545979-A	Hi In Ho Cp	{ 4 }	(E8B-3)	[8D49]	-	M	-	734	10	SoCf	F6 V M9 V
1724	Caravan	X530000-0	De Ba Po Tz Fo	{ -3 }	(400-5)	[0000]	-	-	R	004	13	SoCf	M8 V
1725	Bijou	D200453-7	Va Ni Tz	{ -3 }	(B32-2)	[1186]	-	-	-	831	13	SoCf	M1 V
1726	Pollard	A551477-7	Ni Po	{ 0 }	(935+4)	[942A]	-	KM	-	502	10	SoCf	K1 V
1728	Tybalt	C544541-6	Ni Ag	{ 0 }	(744+2)	[4536]	-	KM	-	501	6	SoCf	G2 V
1824	CN623	E400000-0	Va Ba	{ -3 }	(600-5)	[0000]	-	-	-	031	15	SoCf	K3 V M5 V
1826	Solace	D779330-6	Lo	{ -3 }	(A20-1)	[4153]	-	-	-	812	8	SoCf	F1 V
1828	Katrine	A697651-A	Ni Ag Tz	{ 2 }	(855-1)	[7848]	-	-	-	303	11	SoCf	M6 V
1829	Essence	E200301-7	Va Lo Lk	{ -3 }	(620+0)	[616A]	-	-	-	202	11	SoCf	M7 V
1830	Ningkang	C640779-5	De He Pi Po Lk	{ 0 }	(A66-4)	[9717]	-	KM	-	121	10	SoCf	M8 V M8 V
1923	Hanah	C566465-5	Ni Pa Re O:1627	{ -2 }	(630-3)	[2258]	-	-	-	613	12	SoCf	G1 V M4 V
1926	Perdix	E200103-7	Va Lo Sa	{ -3 }	(300-2)	[2139]	-	-	-	204	16	SoCf	M3 V
2024	Corcyrea	E410000-0	Ba Ho Tz	{ -3 }	(900-5)	[0000]	-	-	-	000	9	SoCf	K8 V M7 V
2025	Alameda	A6A67A5-B	Fl Cp	{ 2 }	(96C+0)	[994B]	-	K	-	822	10	SoCf	G6 V M4 V
2030	Norden	E000000-0	As Va Ba Co	{ -3 }	(800-5)	[0000]	-	-	-	011	7	SoCf	M2 V M4 V
2125	Mammon	X100000-0	Va Ba Co Lk Fo	{ -3 }	(500-5)	[0000]	-	-	R	002	12	SoCf	M5 V
2126	Gaozu	B559797-A	Sa	{ 2 }	(967-2)	[A947]	-	-	-	701	9	SoCf	K6 V
2127	Yefram	E8C8358-9	Fl Lo Tz	{ -2 }	(420-2)	[114B]	-	-	-	410	10	SoCf	M8 V
2129	Lustre	B7A4A88-A	Fl Hi In	{ 4 }	(D98-2)	[AE89]	-	-	-	101	11	SoCf	G8 V M3 V
2224	Alberto	D4107BC-7	Na Pi Co Tz Fo	{ -2 }	(A64+3)	[6558]	-	-	R	321	16	SoCf	M4 V M3 V
2228	Anton	E696423-5	Ni Pa	{ -3 }	(732-5)	[2156]	-	-	-	933	17	SoCf	F1 V
2229	Uberaba	C000659-A	As Va Ni Na	{ 0 }	(B51-1)	[365A]	-	-	-	831	9	SoCf	M7 V M4 V M9 V
2230	Arya	B200433-A	Va Ni Tz	{ 1 }	(837-4)	[65AD]	-	-	-	520	10	SoCf	M9 V M5 V
2321	Isidore	A7697B8-9	Ri	{ 2 }	(96A+1)	[895B]	-	-	-	213	13	SoCf	K4 V
2322	Abano	E310102-7	Lo Co Tz	{ -3 }	(600-3)	[116A]	-	-	-	522	10	SoCf	M6 V
2326	Barrhead	B5537A9-7	Po Co Sa	{ 1 }	(86C-4)	[5878]	-	KM	-	202	8	SoCf	M6 V M4 V
2330	Solois	A652ADC-9	Hi Po Tz Fo	{ 2 }	(69A+0)	[7C3B]	-	-	R	202	5	SoCf	M7 V
2422	Meander	X310000-0	Ba Co Fo	{ -3 }	(800-5)	[0000]	-	-	R	004	9	SoCf	G3 V M5 V
2425	Soljajic	B200111-B	Va Lo Tz	{ 1 }	(B01-1)	[523C]	-	-	-	124	13	SoCf	M0 V
2429	Solms	E551300-7	Lo Po Ho Tz	{ -3 }	(720+1)	[1158]	-	-	-	114	14	SoCf	K4 V M7 V
2430	Netanya	E530231-6	De Lo Po Co Lk	{ -3 }	(910-2)	[2125]	-	-	-	902	11	SoCf	M1 V K2 V
2524	CN296	E410000-0	Ba Ho	{ -3 }	(600-5)	[0000]	-	-	-	020	12	SoCf	F4 V K5 V
2529	CN274	X9C8000-0	Fl Ba Tz Fo	{ -3 }	(600-5)	[0000]	-	-	R	003	10	SoCf	M5 V M2 V
2625	Ortrand	E530130-6	De Lo Po Tz	{ -3 }	(700+2)	[1124]	-	-	-	522	10	SoCf	M7 V K7 V M5 V
2626	Wilcox	D677311-5	Lo Lk	{ -3 }	(320-2)	[3142]	-	-	-	112	10	SoCf	K0 V
2722	Vannes	B310201-C	Lo	{ 1 }	(711-4)	[136E]	-	-	-	921	12	SoCf	K7 V
2724	Sarov	E643321-5	Lo Po	{ -3 }	(720-1)	[5175]	-	-	-	122	12	SoCf	G4 V
2725	Varro	B302345-9	Ic Va Lo Ho Tz	{ 0 }	(620-1)	[536B]	-	-	-	300	10	SoCf	M0 V M1 V
2825	Senthil	E5A4467-8	Fl Ni Co Tz Px O:3224	{ -3 }	(630-1)	[416C]	-	-	-	104	17	SoCf	M8 V
2827	Aimi	C555424-8	Ni Pa	{ -2 }	(532+4)	[4279]	-	-	-	503	6	SoCf	G4 V
2828	Ochropus	X100000-0	Va Ba Tz Fo	{ -3 }	(500-5)	[0000]	-	-	R	001	6	SoCf	M3 V
2924	Cerimon	X100530-7	Va Ni Ho Tz Fo	{ -3 }	(840+2)	[4286]	-	-	R	102	9	SoCf	K3 V
2928	CN427	E310000-0	Ba Sa	{ -3 }	(500-5)	[0000]	-	-	-	032	12	SoCf	K6 V
3023	Ursula	C565666-3	Ni Ag Ri O:3224	{ 0 }	(755+1)	[7656]	-	-	-	302	10	SoCf	G0 V
3026	Hangar	B200243-9	Va Lo Co	{ 0 }	(810+0)	[629B]	-	-	-	102	7	SoCf	G2 V
3122	Pelotus	E777210-5	Lo	{ -3 }	(A10+3)	[214A]	-	-	-	502	5	SoCf	K5 V
3123	Pazuzu	X200000-0	Va Ba Tz Fo	{ -3 }	(800-5)	[0000]	-	-	R	003	11	SoCf	M8 V
3125	Nemea	A8576AA-7	Ga Ni Ag Tz Da	{ 0 }	(955-1)	[264A]	-	-	A	120	8	SoCf	M9 V
3127	Sanchia	E100310-7	Va Lo Ho Tz	{ -3 }	(920+3)	[1157]	-	-	-	612	11	SoCf	K8 V M2 V
3128	Misaki	E310213-7	Lo Sa	{ -3 }	(810+0)	[6128]	-	-	-	101	11	SoCf	M2 V
3221	Euryale	X684466-2	Ni Pa UApeW Mr Fo	{ -3 }	(931+0)	[1192]	-	K	R	334	19	SoCf	G4 V
3224	Geryon	B541956-9	He Hi In Po Ho Tz	{ 3 }	(B8B-1)	[8C37]	-	-	-	102	13	SoCf	K7 V M9 V
3228	Tsukuda	E5A6532-8	Fl Ni Tz	{ -3 }	(843+0)	[123B]	-	-	-	102	9	SoCf	M4 V
3229	Hyrcanus	A8639AA-B	Hi Pr Tu Tz Cp Pz	{ 3 }	(989-1)	[9C3D]	-	-	A	602	14	SoCf	M6 V
0134	Hwilrea	E756549-6	Ga Ni Ag Lk	{ -2 }	(543+0)	[7325]	-	-	-	401	10	AsOf	G6 V
0137	Asalah	B587558-B	Ni Ag Pr Fr	{ 2 }	(C43+1)	[575D]	-	-	-	202	8	NaAs	M9 V
0232	Suiaoyuais	D58A576-B	Wa Ni Pr Huma4	{ -1 }	(744-1)	[245E]	-	-	-	501	6	NaAs	G9 V
0236	Hliy'oieaer	D5A59BC-B	Fl Hi In Ho Fo	{ 2 }	(E8B-2)	[AB4D]	-	-	R	402	8	NaAs	G9 V M8 V
0238	Yuhelralr	E9A562B-9	Fl Ni	{ -2 }	(550+0)	[3459]	-	-	-	201	7	NaAs	G7 V
0240	Eakhatryu	C410425-9	Ni Co Tz	{ -1 }	(834-5)	[131A]	-	-	-	713	13	NaAs	M6 V
0335	Sunita	D654416-9	Ni Pa Tr Lk	{ -2 }	(B30-1)	[225C]	-	-	-	601	8	NaAs	G6 V
0336	Iatoi	E62033A-7	De He Lo Po Co Sa	{ -3 }	(620-3)	[513B]	-	-	-	202	14	NaAs	M9 V
0431	Kaihkahe	B1009BB-C	Va Hi Na In Fo	{ 4 }	(A8G-3)	[CD6G]	-	K	R	111	5	NaAs	G2 V
0437	Ouao	B200758-B	Va Na Pi Sa	{ 2 }	(867+1)	[798D]	-	-	-	911	7	NaAs	F6 V
0532	Hkoawe	BAA8535-B	Fl Ni	{ 1 }	(744-1)	[767D]	-	-	-	301	11	NaAs	K0 V M3 V
0537	Hteralr	DA96673-7	Ni Ag Huma3	{ -2 }	(950-1)	[7445]	-	-	-	101	10	NaAs	F1 V
0540	Eaukhir	A200457-B	Va Ni Tz	{ 1 }	(D37+0)	[859B]	-	-	-	804	15	NaAs	M7 V
0633	Teloi'	A9A2687-D	Fl He Ni	{ 1 }	(C57+1)	[676E]	-	K	-	502	11	NaAs	F0 V
0635	Sau	C200897-A	Va Ph Na Pi Co Tz	{ 1 }	(A75-2)	[796C]	-	-	-	202	12	NaAs	M5 V M4 V
0636	Americo	E9CA684-9	Fl Ni Ho	{ -2 }	(B53+1)	[547A]	-	-	-	231	12	NaHu	G8 V F4 V
0639	Auric	C6A58B5-D	Fl Ph Ho	{ 1 }	(676+0)	[795D]	-	K	-	202	12	NaAs	F8 V
0732	Tatyana	E4A4688-8	Fl Ni	{ -3 }	(751-1)	[9337]	-	-	-	921	8	NaHu	G3 V
0733	Oiyuil	C572996-D	He Hi In Ho Tz	{ 3 }	(B8A-1)	[9C7A]	-	-	-	902	13	NaAs	K6 V
0734	Aekhar	B310787-D	Na Pi	{ 2 }	(865-4)	[594E]	-	K	-	201	12	NaAs	K9 V
0738	Hkawi	E100888-7	Va Ph Na Pi Co	{ -2 }	(672-2)	[5667]	-	-	-	402	9	NaAs	G8 V
0739	Yuhtalikel	A59A236-D	Wa Lo Ho	{ 1 }	(A11-1)	[134E]	-	-	-	303	9	NaAs	G0 V
0831	Woikha'eah	B5A6559-B	Fl Ni Tz	{ 1 }	(745-5)	[A619]	-	-	-	402	9	NaAs	M9 V G4 V
0832	Yulreale	A88A554-D	Wa Ni Pr Co	{ 1 }	(A42-5)	[867C]	-	-	-	122	12	NaAs	G8 V
0834	Tiloiiya	E200373-7	Va Lo Tz Huma2	{ -3 }	(320-4)	[3156]	-	-	-	131	9	NaAs	M4 V
0835	Asea	A630677-C	De Ni Na Po Co Huma4	{ 1 }	(657+0)	[A79D]	-	-	-	502	8	NaAs	F6 V
0839	Hfeoil	B731226-B	Lo Po Sa	{ 1 }	(A11+2)	[333F]	-	-	-	201	6	NaAs	M5 V M5 V
0840	Kaihwarefeea	A8AA699-C	Fl Ni	{ 1 }	(854-4)	[4719]	-	-	-	700	6	NaAs	K2 V
0932	New Larus	E202435-9	Ic Va Ni Tz	{ -2 }	(331+1)	[324B]	-	-	-	800	7	NaHu	M8 V
0933	Stirling	E310230-7	Lo Tz	{ -3 }	(410+2)	[2149]	-	-	-	231	8	NaHu	M9 V
0935	Htui	X314000-0	Ic Ba Co Tz Fo	{ -3 }	(700-5)	[0000]	-	-	R	004	7	NaAs	M1 V
0938	Sadri	A6569BB-B	Ga Hi Tu Sa Fo	{ 3 }	(788+2)	[DC39]	-	M	R	101	5	Tb	F4 V M2 V
1031	Roshni	C200897-7	Va Ph Na Pi	{ -1 }	(A76+3)	[B758]	-	-	-	412	10	SoCf	K1 V M1 V
1036	Trita	A968A8B-D	Hi Cx	{ 3 }	(997-3)	[AD6B]	-	-	-	112	8	Tb	G2 V
1037	Navid	C200344-7	Va Lo Co Tz	{ -2 }	(420+0)	[1133]	-	K	-	803	12	Tb	M9 V
1132	Orontes	A88868B-A	Ga Ni Ag Ri	{ 3 }	(654-4)	[691B]	-	-	-	103	7	SoCf	G2 V
1140	Primula	D200256-7	Va Lo	{ -3 }	(B10+0)	[1185]	-	-	-	100	10	NaAs	F3 V
1238	Remagen	X830000-0	De Ba Po Co Sa Fo	{ -3 }	(700-5)	[0000]	-	-	R	013	11	NaXX	M8 V
1332	CN285	X7A5000-0	Fl Ba Co Tz Fo	{ -3 }	(600-5)	[0000]	-	-	R	003	14	SoCf	M0 V M0 V
1334	Qubei	B650779-5	De Po	{ 0 }	(86A+0)	[8736]	-	-	-	501	12	NaHu	G0 V
1335	Cuculus	E404101-7	Ic Va Lo	{ -3 }	(800-2)	[1156]	-	-	-	100	8	NaHu	K2 V
1338	Aoaikhe	E400000-0	Va Ba Ho Sa	{ -3 }	(900-5)	[0000]	-	-	-	033	10	NaXX	A7 V
1339	Holon	E310453-9	Ni Ho Tz	{ -2 }	(B32+0)	[6278]	-	-	-	313	15	NaHu	M4 V K5 V
1438	Oustafiylr	E68A100-9	Wa Lo Co Tz	{ -2 }	(800-1)	[1129]	-	-	-	230	8	NaHu	M9 V
1440	Avril	D531445-6	Ni Po Tz	{ -3 }	(630+0)	[1177]	-	-	-	312	12	Jn	M6 V
1532	Glace	C99A511-6	Wa Ni Co	{ -2 }	(440+0)	[533A]	-	-	-	922	15	SoCf	G5 V
1535	Gorgoneion	X878479-7	Ni Pa Co Fo	{ -3 }	(B30-1)	[515B]	-	-	R	122	8	NaHu	G8 V M0 V
1536	Olinda	C597698-5	Ni Ag Lk	{ -1 }	(A52+1)	[3596]	-	-	-	231	13	NaHu	G1 V M3 V
1537	979-665	E410000-0	Ba	{ -3 }	(700-5)	[0000]	-	-	-	002	6	NaXX	F8 V
1540	Emelia	C564510-8	Ni Ag Pr	{ 0 }	(A42+0)	[457C]	-	KM	-	704	13	Jn	K3 V
1631	Sephran	B966432-7	Ni Pa	{ -1 }	(834+2)	[2312]	-	-	-	301	6	SoCf	F5 V
1632	Brion II	C5A8575-8	Fl Ni Tz	{ -2 }	(743+0)	[634A]	-	-	-	100	11	SoCf	M0 V
1636	Augusta	C301214-7	Ic Va Lo	{ -2 }	(910-1)	[1156]	-	K	-	713	15	NaHu	A9 V
1639	Tea'ua	C8A5101-9	Fl Lo Co	{ -1 }	(A00-1)	[118D]	-	K	-	303	15	Jn	K2 V M3 V
1732	Dimona	A759888-8	Ph	{ 0 }	(576-1)	[A88D]	-	-	-	411	15	SoCf	G1 V G3 V
1733	Platinum	E000000-0	As Va Ba	{ -3 }	(500-5)	[0000]	-	-	-	024	16	SoCf	A4 V
1734	Lidia	B563546-9	Ni Pr Co	{ 0 }	(C43+0)	[653A]	-	-	-	104	12	SoCf	G4 V
1737	Montero	C763657-6	Ni Ri	{ 0 }	(454+2)	[1647]	-	KM	-	513	9	NaHu	F1 V K0 V
1832	Thrush	C51059D-8	Ni Sa Fo	{ -2 }	(B40+0)	[9364]	-	-	R	123	13	SoCf	M6 V
1833	Flaxen	B755774-9	Ga Ag Tr Tz	{ 3 }	(665-1)	[7A98]	-	KM	-	602	8	SoCf	K3 V
1834	Nikolai	E401130-7	Ic Va Lo Fr	{ -3 }	(500+0)	[2144]	-	-	-	312	9	SoCf	M6 V
1838	Ualyuliiys	BABA248-B	Fl Oc Lo Ho Tz	{ 1 }	(C11+4)	[334A]	-	-	-	302	8	NaHu	K0 V
1931	Hyperia	B88A753-C	Wa Ri	{ 3 }	(A6A-1)	[7A88]	-	-	-	523	12	SoCf	F0 V
1932	Rephorm	C598301-6	Lo Tz	{ -1 }	(520+4)	[6284]	-	KM	-	522	13	SoCf	M0 V M8 V
1934	Yuwen	E699258-8	Lo	{ -3 }	(D10+3)	[1115]	-	-	-	423	17	SoCf	G0 V M1 V
1936	Vela 7	E9A6374-8	Fl Lo Co Tz	{ -3 }	(D20+0)	[3146]	-	-	-	433	19	NaHu	M6 V
2033	Variable	E20048D-8	Va Ni Ho Da	{ -3 }	(532+0)	[8135]	-	-	A	111	10	SoCf	M7 III K8 V
2034	Noctua	C200234-7	Va Lo Lk	{ -2 }	(710+1)	[118A]	-	K	-	711	12	SoCf	M6 V M1 V
2035	Ao Guang	C89A346-8	Wa Lo	{ -1 }	(A20+1)	[6268]	-	KM	-	501	8	NaHu	K5 V M5 III M7 V
2036	Fugit	A595976-A	Hi In	{ 5 }	(D8D+4)	[6E59]	-	KM	-	122	11	NaHu	K5 V
2037	Dispater	C720100-7	De He Lo Po	{ -2 }	(A00-2)	[1156]	-	-	-	631	12	NaHu	G6 V K7 V
2038	Shan	C100403-C	Va Ni Tz	{ 0 }	(E32+0)	[341B]	-	K	-	704	16	NaHu	M1 V D M5 V
2132	Istres	C776840-5	Ph Pa Pi	{ -1 }	(773+2)	[8724]	-	-	-	530	9	SoCf	G8 V
2135	Londrina	C551514-6	Ni Po	{ -2 }	(643+3)	[6366]	-	-	-	132	14	SoCf	G4 V M6 V
2140	Raja	C532555-B	Ni Po	{ 0 }	(A45-3)	[656A]	-	K	-	300	4	NaHu	K0 V
2234	Arad	E9C3103-9	Fl Lo Fr Lk	{ -2 }	(C00-1)	[3159]	-	-	-	303	10	SoCf	M7 V
2235	Iblis	X530110-6	De Lo Po Fo	{ -3 }	(800+0)	[2185]	-	-	R	120	11	SoCf	K7 V
2240	Erithacus	E200000-0	Va Ba	{ -3 }	(800-5)	[0000]	-	-	-	022	10	NaXX	G0 V M6 V
2332	Salient	B544ADE-B	Hi In Co Lk Fo	{ 4 }	(D9C-3)	[8E3C]	-	M	R	103	11	SoCf	K2 V D
2333	Cleopatra	D655320-5	Ga Lo	{ -3 }	(B20+0)	[6166]	-	-	-	103	9	SoCf	G0 V
2340	Itsuki	D841776-6	He Pi Po Sa	{ -2 }	(A64-1)	[5533]	-	-	-	531	17	NaHu	K3 V
2432	Vitriol	A630565-D	De Ni Po O:2332	{ 1 }	(A46+4)	[665D]	-	-	-	100	5	SoCf	M7 V
2436	Viola	E657225-3	Ga Lo	{ -3 }	(710+4)	[1131]	-	-	-	202	11	NaHu	K4 V
2437	Elena	C410556-B	Ni Co Sa	{ 0 }	(941+1)	[4569]	-	K	-	521	10	NaHu	M9 V M3 V
2534	Downer	C684432-8	Ni Pa Fr	{ -2 }	(A31+0)	[2286]	-	-	-	130	12	NaHu	M7 V K8 V
2537	Ravenna	BA79979-8	Hi In Ho	{ 2 }	(78C-1)	[BB29]	-	M	-	321	12	NaHu	G0 V M2 V
2538	Largess	A986778-7	Ag Ri Tr	{ 2 }	(46C-3)	[7936]	-	-	-	623	11	NaHu	G5 V
2631	Mesa	C720234-8	De He Lo Po Tz	{ -2 }	(610+1)	[4149]	-	-	-	101	11	SoCf	M2 V
2634	Malphas	X310400-7	Ni Tz Fo	{ -3 }	(731+1)	[218B]	-	-	R	100	11	NaHu	M3 V
2635	Cornell	B4A9676-A	Fl Ni	{ 1 }	(756-4)	[978C]	-	-	-	711	13	NaHu	G7 V K0 V
2638	208-238	E410000-0	Ba Tz	{ -3 }	(800-5)	[0000]	-	-	-	032	14	NaXX	M1 V M8 V
2639	Muscida	B00057C-C	As Va Ni Co	{ 1 }	(C42-2)	[264C]	-	K	-	703	14	NaHu	G5 III
2732	CN117	E510000-0	Ba Co Sa	{ -3 }	(600-5)	[0000]	-	-	-	002	7	SoCf	M2 V G9 V M6 V
2734	Fever	D77878B-5	Ag Pi Ho	{ -1 }	(867-1)	[3664]	-	-	-	812	13	NaHu	G4 V K4 V
2735	Kali	X410000-0	Ba Tz Fo	{ -3 }	(500-5)	[0000]	-	-	R	013	16	NaXX	M2 V
2833	295-540	EAB5000-0	Fl Ba Tz	{ -3 }	(600-5)	[0000]	-	-	-	001	12	NaXX	M8 V
2836	Lyov	C532323-6	Lo Po Co Tz	{ -2 }	(920-4)	[4135]	-	K	-	103	6	NaHu	M9 V
2837	Aleutia	B69A854-A	Wa Ph Pi Co	{ 2 }	(C7B+2)	[7A6D]	-	-	-	210	11	NaHu	G0 V
2838	Wieland	C653323-8	Lo Po Fr	{ -1 }	(C20+0)	[4279]	-	KM	-	503	10	NaHu	M2 V
2839	Suandrach	EA66437-3	Ni Pa	{ -3 }	(A32+1)	[6123]	-	-	-	200	12	Mu	G7 V
2931	Arras	E9995A9-5	Ni Ho Lk	{ -3 }	(840+0)	[5216]	-	-	-	531	7	SoCf	F2 V
2932	Acuate	C7C79B8-9	Fl Hi In	{ 2 }	(F89+4)	[5B99]	-	-	-	723	10	SoCf	K2 V
2937	Quagmire	X7A8000-0	Fl Ba Tz Fo	{ -3 }	(800-5)	[0000]	-	-	R	003	14	NaXX	M5 V M0 V
2940	Melinduil	C520412-7	De He Ni Po Tz	{ -2 }	(633-2)	[6227]	-	K	-	103	8	Mu	M5 V
3032	Marrakesh	C100866-9	Va Ph Na Pi Ho Sa O:3229	{ 0 }	(C76-2)	[685A]	-	-	-	402	12	SoCf	K2 II
3039	Lyovren	C200410-7	Va Ni Sa	{ -2 }	(931-3)	[2288]	-	K	-	311	10	Mu	G5 V
3131	Hardwater	C59A354-B	Wa Lo Co	{ 0 }	(C20-3)	[735F]	-	-	-	424	14	SoCf	G9 V
3132	Merula	X400000-0	Va Ba Tz Fo	{ -3 }	(500-5)	[0000]	-	-	R	003	13	SoCf	M3 V
3231	CN423	X520000-0	De He Ba Po Co Tz Fo	{ -3 }	(600-5)	[0000]	-	-	R	002	7	SoCf	M1 V
3236	Maddox	E304138-7	Ic Va Lo Tz	{ -3 }	(400+1)	[6168]	-	-	-	612	12	NaHu	M7 V
3237	Sylvia	X300233-7	Va Lo Fo	{ -3 }	(510+0)	[1162]	-	-	R	603	10	NaHu	G6 V
3240	Silidel	X200000-0	Va Ba Lk Fo	{ -3 }	(700-5)	[0000]	-	-	R	030	12	Mu	G8 V
