Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
2720	Ikeahtoul	C732695-9	Na Ni Po Sa	{ -1 }	(B53+1)	[3537]	-	-	-	602	10	AsVc	G1 V
2815	Yaahailr	C63145A-9	Ni Po Tz	{ -1 }	(932-3)	[1345]	-	-	-	902	9	AsTv	M2 V M7 V BD
2818	O'ilreaho	C779848-9	Ph Pi Co Tz	{ 0 }	(B72-1)	[A875]	-	-	-	104	12	AsTv	M2 V
2820	Alreaa	C434776-9	Sa	{ 0 }	(C68-1)	[6786]	-	-	-	724	16	AsSc	G0 V K8 V
2914	Eikh	C610576-A	Ni Tz	{ 0 }	(941+1)	[958D]	-	-	-	102	9	AsSc	M0 V M5 V
2917	Hkawaiyhiea	X862873-2	Ph Ri Ho Tz Fo	{ -1 }	(477+1)	[4795]	-	-	R	203	12	AsSc	K2 V K2 V
3011	Yel	C8B3476-A	Fl Ni Px	{ 0 }	(D34+3)	[348E]	-	-	-	314	16	AsSc	G1 V G8 V
3012	Khe'	C4366A6-A	Ni	{ 0 }	(853+4)	[263D]	-	T	-	113	12	AsT5	K3 V
3015	Ktuaeir	C410594-A	Ni Sa	{ 0 }	(944-2)	[651B]	-	-	-	104	9	AsVc	M2 V M2 V
3016	Kirao	C677694-7	Ag Ni	{ -1 }	(552-2)	[4582]	-	-	-	103	12	AsTv	G4 V
3113	Khteaewyaheh	C530388-6	De Lo Po	{ -2 }	(B20+1)	[2136]	-	R	-	100	7	AsVc	M0 V
3114	Uakhaiktyusa	C999316-A	Lo Ho Tz	{ 0 }	(820+3)	[3395]	-	-	-	630	9	AsMw	K9 V M2 V
3117	Fyakeuahfas	C300311-B	Lo Va Tz	{ 0 }	(520+1)	[139D]	-	-	-	202	9	AsMw	M0 V
3213	Alusiewyal	CA6958D-A	Ni Pr Da	{ 0 }	(845+3)	[455E]	-	R	A	500	9	AsTv	G6 V G9 V
3215	Aohikheilr	X510101-4	Lo Sa Fo	{ -3 }	(300-2)	[4134]	-	-	R	404	10	AsT9	M2 V
3216	Khow	X569787-3	Ri Fo	{ -1 }	(B67+2)	[7614]	-	-	R	204	9	AsMw	G4 V
0121	Touftaesea	C302394-8	Ic Lo Va Tz	{ -2 }	(920-3)	[5164]	-	R	-	713	9	AsMw	M3 V
0122	Yohouh	C560788-8	De Ri Co	{ 0 }	(A6B+1)	[7725]	-	-	-	303	13	AsTv	K3 V
0125	Stielr	C410879-A	Na Ph Pi	{ 1 }	(379+3)	[994B]	-	-	-	700	7	AsSc	K1 V K5 V
0126	Uakeahasoaea	C564A7A-9	Hi	{ 1 }	(C9D+3)	[9B85]	-	-	-	200	7	AsSc	G2 V K9 V
0127	Tyatlohi'ieh	C552477-7	Ni Po	{ -1 }	(430+1)	[3315]	-	RT	-	214	12	AsSc	G5 V K1 V
0129	Hearir	C300789-A	Na Pi Va Sa	{ 1 }	(G6A-2)	[2838]	-	-	-	732	18	AsMw	K3 V K3 V M6 V
0130	Aoeiwyerl	C556595-7	Ag Ni	{ -1 }	(B45+4)	[7445]	-	-	-	212	11	AsTv	G1 V
0221	Ekhi'	C9B5875-9	Fl Ph	{ 0 }	(C75+1)	[8819]	-	T	-	304	15	AsSc	G8 V M2 V
0223	Eiwei	C100A8B-B	Hi In Na Va Ho	{ 3 }	(89A+5)	[8D4B]	-	-	-	410	11	AsWc	G4 V
0224	Iyerlaes	C851474-9	Ni Po Ho Tz	{ 0 }	(B35-1)	[1495]	-	RT	-	302	6	AsSc	K8 V
0225	Ftuahisiylr	E676366-7	Lo O:0425	{ -3 }	(920+4)	[7217]	-	-	-	820	11	AsSc	K7 V
0228	Arlaurel	C846314-9	Lo	{ -1 }	(C20-1)	[1218]	-	-	-	214	13	AsMw	G0 V
0229	Aiyo	E555161-7	Lo Sa O:0530	{ -3 }	(800+1)	[1124]	-	-	-	204	7	AsMw	F8 V
0230	Uahlae	C847846-8	Pa Ph Pi Ho Tr	{ -1 }	(E7A+5)	[C75D]	-	R	-	123	9	AsVc	F1 V M0 V
0328	Yeyehtiy	E793362-7	Lo O:0425	{ -3 }	(A20-3)	[121A]	-	-	-	214	17	AsSc	F0 V G3 V M0 V
0329	Kiairl	C639588-9	Ni Co Tz	{ -1 }	(A41+3)	[641A]	-	-	-	702	8	AsWc	M2 V
0422	Eakhtuisyo	C758586-9	Ag Ni	{ 0 }	(J42-2)	[2557]	-	T	-	124	15	AsT1	K0 V
0425	Tleari	A66897C-E	Hi Pr Da	{ 3 }	(B88-2)	[7C7B]	-	T	A	111	10	AsSc	G8 V M2 V M8 V
0429	Ualr	C7A4476-8	Fl Ni Px	{ -2 }	(D30-3)	[2283]	-	T	-	523	12	AsSc	G9 V
0430	Kharl	B53268C-9	Na Ni Po Co Da	{ 0 }	(A51-3)	[464B]	-	R	A	204	16	AsMw	K8 V
0521	Khtarlei	D677645-6	Ag Ni	{ -2 }	(252+1)	[A4A3]	-	-	-	504	13	AsT1	F1 V
0524	Eirlao	C532777-9	Na Po	{ 0 }	(C67-2)	[7799]	-	R	-	112	11	AsSc	G4 V
0527	Ftyuhwah	E9D8164-8	Lo Tz O:0425	{ -3 }	(A00+4)	[5177]	-	-	-	104	14	AsSc	M2 V
0530	Ktikhaolol	B646559-C	Ag Ni Fr	{ 2 }	(B46+3)	[1787]	-	-	-	104	15	AsMw	M3 V
0626	Atehei	BA99747-B	Pi	{ 2 }	(A68-3)	[695A]	-	-	-	503	10	AsTv	K3 V
0630	Reoleii	B56657C-9	Ag Ni Pr Da	{ 2 }	(948+1)	[8759]	-	RT	A	110	12	AsSc	K0 V M4 V
0721	Oihiyhfoa	C559645-8	Ni Co Lk Sa	{ -2 }	(A53+1)	[6416]	-	T	-	104	13	AsT1	K2 V
0722	Eilouyeeihah	D775549-7	Ag Ni Ho Tr	{ -2 }	(643+3)	[4344]	-	-	-	702	8	AsTv	G6 V K7 V
0723	Khtei'uuilr	D585358-8	Lo	{ -3 }	(B20+3)	[1125]	-	-	-	114	18	AsMw	F4 V
0725	Esaaus	D52399E-9	Hi In Na Po Fo	{ 1 }	(E85+2)	[6A7B]	-	R	R	113	13	AsTv	F4 V
0727	Eikar	E574316-7	Lo Ho	{ -3 }	(920-2)	[6258]	-	-	-	500	7	AsMw	G6 V
0730	Eos	C100312-C	Lo Va Ho	{ 0 }	(A20-2)	[434F]	-	-	-	502	11	AsMw	A6 V F2 V
0821	Elra	D778A7C-A	Hi In Fo	{ 2 }	(A99-1)	[CC6B]	-	R	R	703	9	AsSc	F2 V
0823	Ooikhyuaru	D87748B-6	Ni Pa	{ -3 }	(B31-1)	[2165]	-	-	-	414	14	AsVc	K3 V
0824	Eaeahtuawaw	X987000-0	Ba Fo	{ -3 }	(500-5)	[0000]	-	-	R	014	15	AsXX	G8 V
0827	Khtyeea	C640578-9	De He Ni Po Ho	{ -1 }	(844-1)	[5458]	-	T	-	203	11	AsSc	G4 V
0829	Htiweah	C300588-7	Ni Va	{ -2 }	(540+4)	[6359]	-	R	-	304	8	AsVc	M1 V M9 V D
1021	Akhtaheaftye	D635657-6	Ni Px Ho	{ -3 }	(650+2)	[5349]	-	-	-	124	19	AsT5	F2 V
1022	Syearl	D794486-7	Ni Pa	{ -3 }	(730+1)	[4148]	-	-	-	712	11	AsT0	G0 V
1024	Ehye	E747497-5	Ni Pa	{ -3 }	(532-1)	[1122]	-	-	-	404	12	AsTv	K5 V M4 V M9 V
1025	Ausaa	E547262-7	Lo Co O:1027	{ -3 }	(810+1)	[111A]	-	-	-	200	10	AsMw	G3 V
1027	Eaahreaehua	B31058C-D	Ni Co Da	{ 1 }	(A43-3)	[467D]	-	-	A	412	10	AsMw	A0 V
1028	Tyoeahtai	C423499-B	Ni Po Px Tz	{ 0 }	(B32+2)	[656E]	-	-	-	103	12	AsTv	M3 V
1029	Tyuyae	B873674-A	Ni Ho Tr	{ 1 }	(757+5)	[575A]	-	R	-	704	12	AsSc	G6 V
1030	Eaoua'	C677586-9	Ag Ni Sa	{ 0 }	(946+3)	[566C]	-	-	-	112	7	AsWc	F8 V F9 V D
1122	Ia'aokhal	E79A583-7	Ni Wa	{ -3 }	(440+2)	[7213]	-	-	-	713	16	AsT7	K7 V
1128	Eieawaao	B646386-B	Lo Co Tu	{ 1 }	(B21+2)	[143B]	-	R	-	520	15	AsVc	K8 V M3 V
1129	Eatra	C537388-A	Lo Tz	{ 0 }	(A20-2)	[147A]	-	-	-	720	7	AsMw	M1 V
1130	Itleioa	C100111-C	Lo Va Sa	{ 0 }	(D00-2)	[313F]	-	-	-	404	13	AsT4	M3 V
1224	Saihuais	D843344-7	Lo Po	{ -3 }	(420-5)	[6116]	-	-	-	412	11	AsMw	G7 V K0 V K3 V
1226	Toawasealaa	E421472-6	He Ni Po Tz	{ -3 }	(630+1)	[1153]	-	-	-	310	9	AsSc	M3 V
1230	Htyas	C778131-9	Lo	{ -1 }	(D00+1)	[124E]	-	R	-	324	14	AsMw	K0 V
1322	Uialreawyura	E5351A5-8	Lo	{ -3 }	(D00-5)	[1166]	-	-	-	123	13	AsT0	K6 V
1327	Uirasaheha	C697344-9	Lo Co Tu	{ -1 }	(A20+1)	[1459]	-	-	-	204	14	AsVc	G0 V G3 V
1421	Khyasi	E978210-7	Lo Sa	{ -3 }	(B10+4)	[6128]	-	-	-	114	11	AsMw	G3 V K6 V
1423	Aoraiyasea	E310383-7	Lo Co Sa	{ -3 }	(720+1)	[4129]	-	-	-	113	12	AsVc	K5 V K6 V D
1424	Hkikhoehya'	D666449-7	Ga Ni Pa Lk Sa	{ -3 }	(633+1)	[6136]	-	-	-	113	8	AsTv	F4 V F8 V
1425	Hrohroiawao	CA8A854-7	Oc Ph Ri	{ 0 }	(579+1)	[5774]	-	-	-	422	13	AsWc	G2 V
1428	Aiyui	B668585-9	Ag Ni Pr Ho Tz	{ 1 }	(C45-2)	[365C]	-	-	-	102	13	AsVc	K4 V M2 V
1429	Ewyuoaro	B610553-C	Ni Tz	{ 1 }	(C44+2)	[862E]	-	-	-	103	14	AsTv	M1 V
1430	Orealyukhea	D556683-6	Ag Ni	{ -2 }	(452+1)	[74A8]	-	-	-	603	12	AsWc	G1 V K1 V
1521	Eiyfti	D693697-6	Ni Co Tu	{ -3 }	(450+2)	[5335]	-	-	-	404	14	AsWc	G8 V
1528	Ftarei	C6723A5-9	He Lo Fr	{ -1 }	(920+4)	[145B]	-	-	-	204	16	AsVc	M2 V
1530	Saeaselr	B100472-A	Ni Va Co Tz	{ 1 }	(532-4)	[153B]	-	R	-	100	8	AsSc	M0 V
1623	Stiryuhehwya	E760698-6	De Ni Ri Ho Tz	{ -2 }	(850+1)	[8461]	-	-	-	101	10	AsMw	K0 V
1624	Ryeohlo	C64097B-8	De He Hi In Po Ho	{ 1 }	(886-3)	[994A]	-	-	-	404	14	AsSc	G9 V
1626	Fawyo	B637572-9	Ni Tz	{ 0 }	(C44+3)	[652A]	-	R	-	211	10	AsSc	M0 V
1627	Ai'iyraw	CA8A183-B	Lo Oc Ho	{ 0 }	(900+2)	[325E]	-	R	-	114	15	AsVc	F5 V G4 V
1628	Ouiaukeawih	B536756-C		{ 2 }	(A6A-5)	[7949]	-	R	-	412	13	AsVc	F7 V F7 V
1629	Eouhraiwaito	C310373-B	Lo Co	{ 0 }	(B20+1)	[3429]	-	R	-	103	13	AsSc	K5 V K6 V
1630	Yuiyhtai'ye'	A984878-A	Pa Ph Ri Co Tu	{ 3 }	(A79+2)	[7B18]	-	R	-	103	11	AsSc	F7 V G0 V
1724	Asuistui	D565272-7	Lo	{ -3 }	(C10+5)	[113A]	-	T	-	110	11	AsSc	G0 V
1726	Uikhyahah	D745440-7	Ni Pa	{ -3 }	(B32+1)	[61A7]	-	-	-	310	8	AsWc	F7 V
1729	Yur	D425652-8	Ni Co	{ -3 }	(351-5)	[7368]	-	-	-	100	8	AsWc	F6 V G1 V M0 V
1730	Hwyetrau	D866283-7	Ga Lo	{ -3 }	(510+1)	[317A]	-	-	-	600	8	AsMw	K5 V M8 V
1822	Khaoh	E66675A-7	Ag Ga Ri	{ 0 }	(769+2)	[8769]	-	-	-	403	8	AsWc	G9 V
1827	Iyiyhta	C557542-9	Ag Ni	{ 0 }	(E46-1)	[8598]	-	-	-	213	13	AsMw	G4 V
1830	Hkeoih	B720772-7	De He Na Pi Po	{ 0 }	(765-1)	[4546]	-	T	-	204	11	AsSc	F4 V
1921	Oareahail	D100683-7	Na Ni Va Ho Lk Sa	{ -3 }	(A51-2)	[5313]	-	-	-	613	10	AsTv	G7 V K7 V
1927	Yukiyfaea	D665483-7	Ga Ni Pa	{ -3 }	(833+1)	[319A]	-	T	-	104	14	AsT5	F4 V M6 V
1928	Ouil	A7C39A5-E	Fl Hi In	{ 4 }	(B89-2)	[BA6A]	-	-	-	122	9	AsT3	K3 V
1930	Eahlasealea	D76A395-9	Lo Wa	{ -2 }	(E20+1)	[514A]	-	R	-	404	15	AsMw	K7 V
2024	Eliyr	D660741-6	De Ri	{ -1 }	(B65+2)	[6674]	-	-	-	314	8	AsMw	F2 V
2026	Haieakhtei	BAA7640-9	Fl Ni	{ 0 }	(D53-4)	[5517]	-	-	-	604	13	AsTv	F8 V
2121	Aihraoee	B655784-6	Ag Ga	{ 1 }	(667-1)	[6685]	-	-	-	314	15	AsT4	F8 V G2 V K1 V
2123	Hrakh	C551215-9	Lo Po	{ -1 }	(B10-1)	[2195]	-	-	-	103	14	AsMw	F8 V G9 V
2125	Ktilaili'	A553978-A	Hi Po	{ 3 }	(98A-1)	[AB2B]	-	T	-	402	9	AsSc	G7 V M3 V
2127	Iiyases	C513284-A	Ic Lo	{ 0 }	(B10-5)	[2266]	-	R	-	904	9	AsWc	A9 V F8 V
2128	Hwei'oiwao	B68598B-A	Ga Hi Pr Co Tu	{ 3 }	(C8A-1)	[6B2A]	-	R	-	104	15	AsWc	G8 V
2221	Ahtoaiaeh	B664553-8	Ag Ni Pr	{ 0 }	(E41-1)	[3348]	-	-	-	124	18	AsWc	K0 V
2226	Iiyia'	C696787-8	Ag Pi Tz	{ 0 }	(A66+2)	[277C]	-	-	-	212	13	AsVc	M3 V
2227	Sasiyhyeta	C526388-A	Lo Tz	{ 0 }	(820-3)	[734B]	-	-	-	523	15	AsVc	M2 V
2229	Kyuhreaouayu	B760776-8	De Ri	{ 2 }	(B6A-1)	[3817]	-	RT	-	113	9	AsSc	G9 V
2230	Khta'eiw	C100675-A	Na Ni Va Lk Sa	{ 0 }	(856-5)	[8658]	-	T	-	604	14	AsSc	G6 V
2323	Atai	C436475-8	Ni Fr Sa	{ -1 }	(A34+2)	[5368]	-	RT	-	204	9	AsSc	M0 V BD
2325	Iuiasis	C73978D-8	Da	{ -1 }	(966+1)	[6668]	-	R	A	203	12	AsVc	G8 V
2326	Yesahirl	B796655-9	Ag Ni Tz	{ 1 }	(B53+1)	[A649]	-	T	-	610	8	AsT1	M2 V M3 V
2328	Khtaeah	C42558B-B	Ni Tz	{ 0 }	(A45+2)	[455B]	-	-	-	104	14	AsTv	M1 V
2330	Etikha'ao	C312549-8	Ic Ni Tz	{ -2 }	(C44+1)	[5389]	-	-	-	213	10	AsTv	M0 V
2422	Htaaoahai	C755394-9	Ga Lo	{ -1 }	(720-4)	[1279]	-	-	-	100	10	AsWc	G0 V K5 V
2424	Hkoaoa'i	C895573-8	Ag Ni	{ -1 }	(844-3)	[6426]	-	-	-	510	7	AsSc	K1 V
2425	Touatlyoaoha	C543551-A	Ni Po Lk Sa	{ 0 }	(844-4)	[755B]	-	-	-	103	10	AsTv	K0 V
2428	Fyol	CAD4489-7	Ni Co	{ -2 }	(634-2)	[62A6]	-	-	-	314	15	AsT2	K0 V
2429	Aisualr	A51069E-D	Na Ni Co Fo	{ 1 }	(855+3)	[844D]	-	-	R	212	14	AsT2	K7 V
2521	Hahaoso	EAD5314-8	Lo Tz	{ -3 }	(920-2)	[716A]	-	-	-	102	11	AsT0	M0 V
2524	Hkearelahkau	E532310-8	Lo Po Tz	{ -3 }	(G20-3)	[1116]	-	-	-	204	11	AsMw	M0 V
2525	Hiwoiki	E410683-8	Na Ni	{ -3 }	(C50+1)	[2344]	-	-	-	514	10	AsTv	M3 V M8 V
2530	Os	C200574-B	Ni Va Co	{ 0 }	(D46+2)	[562C]	-	T	-	404	11	AsSc	F8 V F8 V G8 V
2621	Ekuaoahi	E20058D-9	Ni Va Sa Fo	{ -2 }	(C44+3)	[535B]	-	-	R	102	11	AsVc	M0 V M8 V
2625	Htaue	E86A283-9	Lo Wa Ho	{ -2 }	(810-1)	[215E]	-	-	-	412	13	AsTv	G6 V
2626	Ahtuih	E526583-5	Ni Sa	{ -3 }	(C43-4)	[7263]	-	-	-	813	14	AsT8	M2 V M5 V M6 V
2627	Eahkyalraou	E555261-7	Lo O:2729	{ -3 }	(210-4)	[3156]	-	-	-	513	8	AsSc	G2 V K7 V
2628	Ehehleliys	B950683-A	De Ni Po Ho	{ 1 }	(557+1)	[A74B]	-	T	-	412	9	AsT7	G3 V
2629	Sekhauhasyeh	C655795-8	Ag Ga	{ 0 }	(A6A+3)	[8A3C]	-	-	-	112	12	AsWc	G7 V
2721	Hweaafea	E962549-7	Ni Pr	{ -3 }	(640+2)	[6219]	-	-	-	103	12	AsT4	G9 V
2723	Triyoiwasaw	E585286-4	Lo	{ -3 }	(610-1)	[1153]	-	-	-	400	8	AsWc	F7 V
2726	Aoriyleisa	E759372-6	Lo	{ -3 }	(A20+2)	[7144]	-	-	-	600	10	AsSc	K6 V
2727	Eihfeileeih	E310786-7	Na Pi	{ -2 }	(966-1)	[55A8]	-	-	-	100	4	AsTv	K8 V
2729	Statiy	A720976-D	De He Hi In Na Po	{ 4 }	(A8F-1)	[9D7D]	-	-	-	813	10	AsSc	K0 V
2821	Yetatyah	E10067C-9	Na Ni Va Ho Da	{ -2 }	(852-1)	[6449]	-	-	A	131	16	AsSc	F4 V
2824	Waii	E6A1442-8	Fl He Ni Tz	{ -3 }	(933-5)	[5157]	-	-	-	110	8	AsWc	M2 V M3 V
2825	Oeaweawye	E515756-8	Ic Pi Ho	{ -2 }	(463+3)	[6516]	-	-	-	210	8	AsT9	G2 V K3 V
2826	Aayakhar	E782575-7	Ni Pr Co	{ -3 }	(340-4)	[8214]	-	-	-	220	13	AsSc	G2 V M3 V
2829	Hla'iwas	C414351-A	Ic Lo Fr Lk Sa	{ 0 }	(A20-2)	[1435]	-	-	-	103	16	AsT4	M3 V M8 V
2922	Kehryokhyael	E10065A-7	Na Ni Va	{ -3 }	(650+1)	[2344]	-	-	-	404	9	AsTv	G9 V
2923	Yeteauhkeli	E412485-7	Ic Ni Tz	{ -3 }	(733-4)	[2185]	-	-	-	304	7	AsMw	M2 V
2924	Syoouo	EAA7676-7	Fl Ni Co	{ -3 }	(652-3)	[7317]	-	-	-	403	11	AsSc	G1 V K0 V
2929	Aiheastereih	B632777-A	Na Po Sa	{ 2 }	(C6C-3)	[798C]	-	R	-	104	10	AsSc	G0 V
2930	Eihoeryuloa	BAA3572-C	Fl Ni Co Tz	{ 1 }	(D45+4)	[664H]	-	-	-	504	9	AsSc	M0 V
3022	Uaihoirlyeh	D5A22A5-8	Fl He Lo	{ -3 }	(910+4)	[1189]	-	T	-	602	10	AsT7	F0 V
3026	Foosoiriua	C6886A5-8	Ag Ni Ri	{ 0 }	(856-2)	[894D]	-	T	-	410	10	AsT2	K6 V
3027	Ua	A755986-C	Ga Hi Co Tu	{ 3 }	(589-2)	[9C6A]	-	T	-	510	7	AsTv	F0 V
3028	Khieuiw	B555531-B	Ag Ni	{ 2 }	(843-3)	[376A]	-	R	-	602	11	AsMw	F8 V
3029	Eahteaeeiral	C548472-9	Ni Pa Ho	{ -1 }	(835-3)	[151C]	-	T	-	500	10	AsSc	G8 V
3030	Takh	B9A4653-B	Fl Ni	{ 1 }	(955+2)	[372C]	-	R	-	113	11	AsTv	G9 V K4 V
3121	Eafurlyekeha	D400677-7	Na Ni Va	{ -2 }	(C50-3)	[741B]	-	RT	-	113	13	AsSc	G6 V
3122	Eafeilaie'	D544343-7	Lo Co Sa	{ -3 }	(B20-2)	[6199]	-	T	-	513	10	AsT3	G8 V
3127	Kteatyuhya	B867752-B	Ag Ga Ri	{ 4 }	(D68+1)	[6B6B]	-	T	-	203	10	AsT1	G1 V M4 V
3128	Ahehkiaohaw	C7B0283-8	He Lo Tz	{ -2 }	(510+3)	[1177]	-	R	-	400	5	AsMw	M2 V M7 V
3129	Oukhoawale	B64097C-C	De He Hi In Po Lk Sa Da	{ 4 }	(D8F-5)	[6D59]	-	R	A	113	15	AsSc	G8 V
3222	Eawyuw	D676788-6	Ag Pi	{ -1 }	(866-2)	[8655]	-	-	-	714	15	AsMw	K4 V
3223	Owekhei	D303283-7	Ic Lo Va Lk Sa	{ -3 }	(810+2)	[3168]	-	-	-	204	15	AsMw	K4 V
3227	Alousosyu	B310742-A	Na Pi Co Tz	{ 2 }	(D64-2)	[B989]	-	T	-	214	14	AsT8	M2 V M2 V
3230	Ealrawerarl	B584588-B	Ag Ni Pr	{ 2 }	(C45-4)	[577E]	-	R	-	214	17	AsTv	G6 V
0131	Ekhieaahi	AA6A7AA-C	Oc Ri Tz Da	{ 3 }	(768+1)	[6A3B]	-	-	A	100	5	AsT1	M1 V M2 V
0136	Steikh	A648973-E	Hi In	{ 4 }	(68E-2)	[AD1C]	-	R	-	403	13	AsSc	F7 V
0137	Teaihua	E520346-5	De He Lo Po Tz	{ -3 }	(620+2)	[6164]	-	-	-	113	9	AsTv	M1 V
0140	Khaakheal	EA89161-8	Lo O:0136	{ -3 }	(C00-1)	[4135]	-	-	-	122	14	AsSc	G5 V
0231	Khtea	A9B7211-C	Fl Lo	{ 1 }	(C11+1)	[133A]	-	-	-	203	14	AsMw	K7 V
0232	Iuakyae	C564672-8	Ag Ni Ri Lk Sa	{ 0 }	(A55-2)	[397C]	-	R	-	303	10	AsSc	G3 V
0236	Asealrela'	E310477-7	Ni Tz	{ -3 }	(C31+1)	[4164]	-	-	-	414	11	AsSc	M1 V M2 V M5 V M8 V
0237	Khtir	E9E7848-7	Ph Co	{ -2 }	(A73+1)	[7613]	-	-	-	414	13	AsTv	F2 V F4 V
0238	Kteilraoeaar	E427383-6	Lo Tz	{ -3 }	(720+3)	[5187]	-	-	-	110	5	AsVc	M2 V
0239	Kouarearleh	E59678B-6	Ag Pi Co	{ -1 }	(A6B+1)	[3628]	-	-	-	400	4	AsVc	G8 V M4 V
0333	Ouh	A567784-C	Ag Ri	{ 4 }	(B6B-1)	[AB4B]	-	T	-	914	14	AsT4	K3 V
0335	Ioakhuikha	C787574-9	Ag Ga Ni Pr Co	{ 1 }	(E46+4)	[581B]	-	RT	-	104	11	AsSc	K4 V
0339	Iruawoisoil	E566315-7	Lo	{ -3 }	(620-2)	[6124]	-	-	-	504	15	AsMw	K1 V K5 V M0 V
0532	Huateeh	B9B4364-C	Fl Lo Tz O:0333	{ 1 }	(C21-2)	[345D]	-	-	-	104	16	AsT4	M1 V D
0534	Iyheah	B3004A5-A	Ni Va Co Sa	{ 1 }	(B32-1)	[251B]	-	R	-	523	13	AsVc	M0 V
0537	Aleeara	E782557-5	Ni Pr	{ -3 }	(541+4)	[9244]	-	-	-	103	15	AsT2	G3 V
0538	Faiyeiliye	E525577-6	Ni Px	{ -3 }	(540+1)	[3248]	-	-	-	801	11	AsSc	K6 V M4 V
0631	Hosiysilua	B200583-A	Ni Va Tz	{ 1 }	(D47+1)	[467A]	-	-	-	210	7	AsWc	M3 V BD
0632	Eroa	B657A7C-D	Ga Hi Da	{ 4 }	(998-2)	[CE5B]	-	RT	A	120	11	AsSc	F2 V G4 V
0633	Eakoriyea	B100697-D	Na Ni Va	{ 1 }	(A55-2)	[278C]	-	T	-	112	11	AsT2	G4 V K1 V
0634	Hlyurehokh	C650686-8	De Ni Po Ho	{ -2 }	(A53+3)	[2758]	-	R	-	523	9	AsWc	G3 V K8 V M6 V
0732	Suaao	C676683-8	Ag Ni Ho Tr	{ -1 }	(A55+3)	[784A]	-	R	-	304	8	AsVc	F4 V K6 V
0733	Hrelr	BA6A87C-B	Oc Ph Ri Co Tz Da	{ 4 }	(879+5)	[BC6B]	-	RT	A	900	12	AsSc	M2 V
0734	Ftikhiyhoul	C598585-9	Ag Ni	{ 0 }	(A46-2)	[9768]	-	-	-	702	10	AsMw	K2 V
0833	Elaftew	B562794-A	Ri Co	{ 3 }	(F6C+3)	[AA9F]	-	-	-	503	11	AsWc	G3 V
0932	Aihuarouea	A767978-9	Ga Hi Pr	{ 2 }	(A8B-1)	[8B4C]	-	R	-	634	15	AsSc	F0 V
1035	Haiftakh	C433497-A	Ni Po Px Fr Lk Sa	{ 0 }	(836+1)	[64A8]	-	-	-	402	7	AsWc	M2 V M3 V
1131	Ewew	E555576-5	Ag Ni	{ -2 }	(B41+5)	[3372]	-	-	-	524	13	AsWc	K3 V K9 V
1133	Ra'akhtaisaaoeah	A52788C-B	Ph Pi Ho	{ 2 }	(B7C+2)	[AA2D]	-	-	-	223	13	AsMw	G9 V
1232	Suisahruitalal	C5866DF-6	Ag Ni Ri	{ 0 }	(652+1)	[1652]	-	-	-	903	8	AsWc	F9 V
1336	Eauahkusoilr	A5878CC-A	Pa Ph Ri Co	{ 3 }	(H79+2)	[BC47]	-	-	-	534	15	AsMw	K4 V
1433	Hlaiheih	B564778-7	Ag Ri	{ 2 }	(A6A+1)	[6977]	-	-	-	734	16	AsSc	G1 V
1531	Eaausaarai	E765166-7	Ga Lo O:1133	{ -3 }	(900+1)	[1133]	-	-	-	604	11	AsMw	K2 V
1734	Sooa	D679584-8	Ni	{ -3 }	(B43-1)	[428B]	-	-	-	122	13	AsMw	G0 V G3 V
1737	Iyhlastekhea	C410994-B	Hi In Na Ho	{ 3 }	(688+2)	[9C8F]	-	-	-	100	12	AsWc	G0 V K5 V
1739	Ehahawyahlei	C200476-A	Ni Va Tz	{ 0 }	(C34+3)	[1458]	-	-	-	104	8	AsSc	M0 V
1740	Awaol	C665310-9	Ga Lo	{ -1 }	(C20-1)	[526B]	-	-	-	302	14	AsMw	G7 V K2 V
1838	Eiseaou	CAC9211-B	Fl Lo	{ 0 }	(C10+1)	[2287]	-	-	-	620	12	AsSc	F5 IV
1931	Ileiwaw	D775487-7	Ni Pa	{ -3 }	(730-1)	[1177]	-	-	-	800	12	AsVc	K5 V M6 V
1934	Hfatroiw	C670361-9	De He Lo Co O:2133	{ -1 }	(720+5)	[2268]	-	-	-	504	12	AsT6	F4 V F5 V
2035	Haoeleaakhte	C57789A-8	Pa Ph Pi Fr	{ -1 }	(F76+2)	[8744]	-	-	-	333	12	AsWc	M1 V
2038	Htea	A410162-D	Lo Tz O:2137	{ 1 }	(401+1)	[122G]	-	T	-	102	9	AsT5	M3 V
2132	Eleal	C5152A5-8	Ic Lo Co	{ -2 }	(A10+1)	[1158]	-	-	-	102	12	AsT0	G8 V
2133	Iaikhe	A720697-D	De He Na Ni Po	{ 1 }	(C57-1)	[975C]	-	T	-	104	12	AsT6	G1 V G6 V
2134	Yekheih	C675172-9	Lo	{ -1 }	(E00+3)	[123B]	-	T	-	804	11	AsT7	G9 V
2135	Aseh	A424559-D	Ni Px Sa	{ 1 }	(G42+1)	[566D]	-	-	-	804	9	AsT4	K8 V
2136	Eahlu	B200265-D	Lo Va Lk Sa O:2135	{ 1 }	(911-2)	[536F]	-	-	-	203	6	AsT4	M3 V
2137	Hfaow	C100383-C	Lo Va Co Tz	{ 0 }	(620+3)	[34AC]	-	T	-	101	8	AsT5	M3 V
2140	Eawotel	A86185A-D	Ph Ri	{ 3 }	(879-4)	[6B1C]	-	R	-	204	11	AsWc	F3 V
