Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
1437	Dlo'planshvrl	C494516-7		Ni Ag		804	ZhJp	F8 V	{ -1 }	(A44+3)	[8446]		14
1501	Nabrchtiz	B23267C-A	KM	Ni Na Po		103	ZhJp	M7 V	{ 2 }	(754-2)	[384F]		8
1502	Dra'e	D342000-0		He Ba Po		000	ZhJp	M8 V	{ -3 }	(B00-3)	[0000]		5
1506	Kiaavr	A568749-B	KM	Ag Ri Droy2		805	ZhJp	F3 V	{ 5 }	(D6F+3)	[8C8A]		14
1507	Chiash	C251000-0		Ba Po		011	ZhJp	M3 V	{ -2 }	(700+1)	[0000]		10
1508	Brenzhstel	B4138B7-C	KM	Ic Ph Na Pi		403	ZhJp	F9 V	{ 3 }	(776-2)	[8B5D]		13
1509	Ziprdanzh	A949475-D		Ni		320	ZhJp	M2 V M7 V	{ 1 }	(837-1)	[551F]		15
1510	Echiepench	B987655-B		Ni Ag Ri		300	ZhJp	F4 V M1 V	{ 3 }	(755-2)	[895B]		11
1512	Vemietl	A686000-0		Ga Ba		024	ZhJp	M9 V	{ -1 }	(800-1)	[0000]		16
1514	Chtaoz	E221522-8		Ni Po		122	ZhJp	M9 IV M3 V	{ -3 }	(B43-5)	[7213]		8
1517	Ine'tedl	E875778-6		Ag Pi		740	ZhJp	M7 IV	{ -1 }	(964-3)	[5619]		16
1519	Blotl	A766448-D	KM	Ga Ni Pa		602	ZhJp	K3 V K4 V	{ 2 }	(434+4)	[6649]		11
1523	Staantoch	A677554-C		Ni Ag		703	ZhJp	F7 V	{ 2 }	(C43-4)	[776B]		15
1525	Jiazshiepr	C446989-B		Hi In		702	ZhJp	F6 V	{ 3 }	(989+1)	[DC2A]		12
1526	Chtiadrshienz	B566654-A		Ni Ag Ri		602	ZhJp	F4 V	{ 3 }	(856-2)	[498A]		8
1528	Fialkatsevr	B445518-A		Ni Ag		820	ZhJp	F9 V	{ 2 }	(C45+4)	[8779]		9
1529	Qloiz	A877784-B		Ag Pi		903	ZhJp	F7 V M8 V M7 V	{ 3 }	(A6F+5)	[8A5A]		11
1531	Prie	B2339A6-C		Hi Na Po		604	ZhJp	G7 V	{ 3 }	(E8A+1)	[ECAA]		17
1534	Tiezhblibl	A9A6000-0		Fl Ba		014	ZhJp	F7 V	{ -1 }	(700+1)	[0000]		8
1535	Pledrzdiem	C556589-8		Ni Ag		801	ZhJp	M1 V M2 V	{ -1 }	(740+3)	[5465]		7
1538	Qentsvri	B84A9BA-C	KM	Wa Hi In		623	ZhJp	F1 V	{ 5 }	(98F-2)	[BE6E]		15
1539	Zdavlvlal	E564767-1		Ag Ri O:1540		410	ZhJp	G6 V M0 V	{ 0 }	(A66+1)	[9771]		11
1540	Iecht'vrnts	A4379AB-E		Hi		912	ZhJp	G9 V M7 V	{ 3 }	(688+1)	[7C4B]		7
1602	Te Zhdok	B424553-B	KM	Ni		915	ZhJp	M0 II	{ 2 }	(F47+2)	[9737]		12
1604	Tiaklienzi	A48666A-D		Ni Ag Ri Mr		123	ZhJp	A7 V F0 V M2 V	{ 3 }	(G57+5)	[795D]		9
1607	Nevl	A446779-D		Ag Pi		524	ZhJp	K4 V	{ 3 }	(E6B+1)	[8A39]		14
1613	Tliaqbravets	A88878A-A		Ag Ri Droy1		700	ZhJp	G9 III F9 IV	{ 4 }	(26B+1)	[9B8F]		12
1617	Dlivkebla	A545689-B	KM	Ni Ag		222	ZhJp	K9 V M3 V	{ 3 }	(D59+2)	[597D]		11
1618	Chiech	B55769C-6		Ni Ag		612	ZhJp	K2 V M6 V	{ 0 }	(653-1)	[4636]		10
1620	Tlevlblaziakr	A466A98-E	KM	Hi		924	ZhJp	M7 V	{ 4 }	(99D+1)	[AE7J]		16
1624	Lelhtontsa	B8999BF-C	KM	Hi In (minor)		802	ZhJp	F1 V M2 V	{ 5 }	(88D+1)	[6E5B]		12
1625	Iashfliezh	E574449-6		Ni Pa		514	ZhJp	G8 V M1 V	{ -3 }	(930+3)	[4118]		13
1626	Shtodli	D481000-0		Ba		000	ZhJp	G9 V	{ -3 }	(800-1)	[0000]		8
1627	Edri	E471000-0		He Ba		053	ZhJp	F0 V	{ -3 }	(700+4)	[0000]		12
1628	Tsadlzhdanch	A6A5500-E		Fl Ni		704	ZhJp	K7 II	{ 1 }	(E46+1)	[561A]		10
1631	Prelzdial	B346643-7		Ni Ag		301	ZhJp	K6 V	{ 0 }	(854-3)	[5669]		7
1632	Achablshtel	A000ACC-E	KM	As Va Hi Na In		301	ZhJp	M3 V M8 V	{ 5 }	(69D+1)	[9F5G]		7
1635	Betsapr	C211945-A		Ic Hi Na In		910	ZhJp	F7 V	{ 3 }	(986-4)	[DC46]		11
1636	Eke	B658755-B		Ag Chir2		303	ZhJp	F9 V	{ 3 }	(968+1)	[7A8A]		12
1701	Zdiebe	C433000-0		Ba Po		003	ZhJp	G8 III	{ -2 }	(200-3)	[0000]		12
1702	Lienche	B0008AC-D		As Va Ph Na Pi		525	ZhJp	M0 V M3 V	{ 2 }	(D78+4)	[7AAB]		15
1708	Viatla	D335778-7				120	ZhJp	F0 V	{ -2 }	(567+1)	[6526]		11
1713	Prosial	B56567A-A	KM	Ni Ag Ri		324	ZhJp	F3 V M1 V	{ 4 }	(C59+2)	[6A8A]		16
1715	Aplavriadl	C373000-0		Ba		005	ZhJp	M3 V M7 V	{ -2 }	(700-1)	[0000]		13
1718	Ta Niabr	D97A688-7		Wa Ni		423	ZhJp	F0 V	{ -3 }	(A52-3)	[8343]		10
1719	Enzjdivr	C7C599C-B	KM	Fl Hi In		902	ZhJp	M9 V	{ 4 }	(486-1)	[8D4A]		14
1720	Apre	C330000-0		De Ba Po		004	ZhJp	F8 V M8 V	{ -2 }	(700+4)	[0000]		12
1721	Afliavl	B300447-C		Va Ni		624	ZhJp	F5 V	{ 1 }	(F37+3)	[4579]		9
1722	Dri Ats	C145745-8		Ag Pi		402	ZhJp	M0 V M2 V	{ 0 }	(966+1)	[8778]		12
1725	Vravchadl	D845579-7		Ni Ag		102	ZhJp	F2 V M7 V	{ -2 }	(B43-3)	[2314]		9
1726	Eplzhdepl	A435987-E	KM	Hi (minor)		312	ZhJp	M0 V M9 V	{ 4 }	(78D-1)	[BD6F]		10
1727	Vriarzdanz	B344769-B		Ag Pi O:1727		404	ZhJp	F7 V	{ 3 }	(C6B+1)	[5A7F]		16
1730	Oprinzh	C55878A-7	KM	Ag		902	ZhJp	G4 V M7 V	{ 1 }	(666-1)	[7887]		8
1732	Dimkiv	A627446-E		Ni		823	ZhJp	F3 V M1 V	{ 1 }	(C36+4)	[258C]		16
1735	A'ats	C450000-0	KM	De Ba Po		001	ZhJp	F0 V	{ -1 }	(A00+5)	[0000]		10
1736	Idlianj	E7A6000-0		Fl Ba O:1835		011	ZhJp	F3 V	{ -3 }	(500-4)	[0000]		9
1739	Iedrif	E447000-0		Ba Di(minor)	U	005	ZhJp	F4 V	{ -3 }	(C00-5)	[0000]		13
1740	Sele	A535547-D	KM	Ni		804	ZhJp	A3 II	{ 2 }	(748+3)	[374D]		14
1801	Gentsvri	CA89612-9		Ni Ri		411	ZhJp	K5 V	{ 0 }	(856-4)	[366C]		7
1807	Fliaqrjdiafl	C36677B-8		Ag Ri Di(minor)		615	ZhJp	F7 V G7 V	{ 1 }	(F67+4)	[785A]		14
1809	Yurm	A364665-D	KM	Ni Ag Ri Mr		423	Cw	B4 Ia	{ 4 }	(C55-2)	[1A4C]		13
1813	Vabrafl	B513000-0		Ic Ba		010	ZhJp	A6 IV F6 V M3 V	{ -1 }	(800+3)	[0000]		6
1817	Ieridr	B42145A-D		He Ni Po		304	ZhJp	G3 IV	{ 1 }	(B32-1)	[655D]		15
1820	Ienen	C484510-8		Ni Ag Pr		923	ZhJp	F9 V M7 V	{ -1 }	(A41-1)	[74A9]		13
1824	Jdanzri	B263412-B		Ni		510	ZhJp	F1 V	{ 1 }	(A36+2)	[253A]		7
1827	Nalkentsbr	D787544-6		Ga Ni Ag Pr		221	ZhJp	F0 V	{ -2 }	(740-4)	[7339]		10
1829	Dlanzhtsianzh	CA7A757-A		Oc Pi		301	ZhJp	F2 V	{ 1 }	(56A+1)	[7897]		6
1830	Shaaika	B744959-D		Hi In		711	ZhJp	F7 V M4 V	{ 4 }	(886+1)	[7D5B]		9
1832	Siair	B274000-0		Ba		003	ZhJp	K0 V	{ -1 }	(500+1)	[0000]		9
1835	E'eqlid	E998787-5		Ag Pi		514	ZhJp	F0 V	{ -1 }	(666+4)	[2612]		16
1837	Praflazh	A547786-B	KM	Ag Pi		305	ZhJp	G6 V	{ 4 }	(D68+1)	[8B3A]		13
1839	Val	C320000-0		De He Ba Po		004	ZhJp	M6 V	{ -2 }	(700-1)	[0000]		11
1902	Fanchebl	C564526-9	KM	Ni Ag Pr		804	ZhJp	M2 V M4 V	{ 1 }	(642+2)	[264B]		14
1906	Ta Oshak	C544000-0		Ba		002	ZhJp	K2 V M6 V	{ -2 }	(700-2)	[0000]		9
1907	Dlelozh	E667532-6		Ga Ni Ag Pr Chir1		401	ZhJp	G8 V M6 V	{ -2 }	(742+1)	[6318]		14
1912	Piafleprianz	E213796-7		Ic Na Pi		724	ZhJp	F2 V	{ -2 }	(862+1)	[3548]		11
1915	Satjiel	A78A656-E	KM	Wa Ni Ri Chir1		113	ZhJp	F6 V M4 V	{ 3 }	(B55+4)	[395E]		8
1916	Anzdla	C300000-0		Va Ba		021	ZhJp	M6 V	{ -2 }	(200+2)	[0000]		10
1918	Chivrea	A210975-E	KM	Hi Na In		704	ZhJp	M2 V	{ 5 }	(88D+2)	[BE2H]		8
1921	Tletdovr Zedr	C556AAD-C	KM	Hi		724	ZhJp	G3 V	{ 3 }	(A9B+3)	[ED3G]		14
1923	Briefr	E749479-5		Ni		103	ZhJp	G7 V	{ -3 }	(330-2)	[6178]		11
1924	Zhdityia	A592000-0		He Ba		021	ZhJp	F9 V	{ -1 }	(500+1)	[0000]		6
1927	Klinzha	B733586-A		Ni Po		610	ZhJp	F9 II	{ 1 }	(645-3)	[164C]		11
1928	Tlat	C788579-9		Ni Ag Pr		204	ZhJp	F1 V	{ 0 }	(B43+3)	[4589]		12
1929	Sansniaapr	B435535-B		Ni		913	ZhJp	A8 III	{ 1 }	(B47+1)	[4687]		11
1931	Iabrbents	B676975-C	KM	Hi In (minor)		910	ZhJp	K1 V	{ 5 }	(A8A-1)	[AE69]		7
1936	Keshjia	X200000-0		Va Ba	F	014	ZhJp	M6 V	{ -3 }	(600+1)	[0000]		11
2002	Ja' Datl	A233788-E		Na Po		801	ZhJp	K1 III	{ 2 }	(669+1)	[799G]		10
2004	Perie	BA6A747-A	KM	Oc Ri		600	ZhJp	M6 V	{ 4 }	(66E-1)	[5B8A]		8
2005	Zhdendeel	C35378C-6		Po		205	ZhJp	M3 V	{ -1 }	(467+4)	[7653]		14
2006	E'madliadr	B336572-C		Ni		412	ZhJp	A3 V	{ 1 }	(B44+1)	[766E]		8
2008	Pinchar	C332504-C		Ni Po		111	ZhJp	F1 V	{ 0 }	(945+1)	[657D]		12
2013	Tlenshial	A10058A-E		Va Ni		904	ZhJp	K3 III M8 V	{ 1 }	(943+5)	[766E]		9
2014	Jiavraql	C150000-0		De Ba Po O:1915		021	ZhJp	K9 V	{ -2 }	(A00+1)	[0000]		11
2016	Pradlredrva'	B577798-8		Ag Pi Chir1		902	ZhJp	F8 V	{ 1 }	(B6B-2)	[6878]		8
2017	Flonzebrienzh	A344996-E	KM	Hi In		204	ZhJp	M0 V M4 V	{ 5 }	(98D+2)	[9E8F]		10
2019	Ple'na	A684511-A	KM	Ni Ag Pr		200	ZhJp	F5 V M1 V	{ 3 }	(548-2)	[784F]		5
2023	Zhde'iekdlats	A767753-C	KM	Ga Ag Ri		102	ZhJp	F8 V	{ 5 }	(A6A+5)	[BCAB]		10
2025	Zdefrients	A77A999-E	D	Wa Hi In		303	ZhJp	F1 V	{ 5 }	(788-3)	[BE6B]		10
2026	Albetl	C445503-A		Ni Ag		804	ZhJp	F8 V M8 V	{ 1 }	(846+4)	[268A]		11
2028	Piezshtopr	C988000-0		Ba		001	ZhJp	F9 V M7 V	{ -2 }	(B00+1)	[0000]		9
2029	Qiash	C884753-8		Ag Ri		604	ZhJp	G9 V	{ 1 }	(969+1)	[2867]		13
2031	Chtrnsdlad	C76A662-9		Wa Ni Ri O:2132		700	ZhJp	F3 V	{ 0 }	(952-1)	[6698]		9
2032	Dievronez	B677000-0		Ba O:2132 Di(minor)		005	ZhJp	G3 V M8 V M2 V	{ -1 }	(800-1)	[0000]		13
2034	Oythepru	A66586B-C	M	Ga Ph Pa Ri Mr		324	Dr	F3 V M4 V M9 V	{ 3 }	(G76+5)	[6B2G]		15
2037	Niaqonsr	A7A4555-D	D	Fl Ni		402	ZhJp	K7 V M4 V	{ 2 }	(D47+1)	[67AB]		10
2038	Iezranspa	A346A75-E	KM	Hi In		514	ZhJp	F0 V	{ 5 }	(E9A-1)	[AF4B]		14
2040	Ve'tlievro	B644420-9		Ni Pa		401	ZhJp	F1 V	{ 0 }	(931+1)	[849A]		10
2102	Erimonsh	C351687-8		Ni Po		612	ZhJp	F8 V M4 V M8 V	{ -2 }	(E51+1)	[6417]		8
2104	Diant	C484664-9		Ni Ag Ri O:2203		704	ZhJp	F2 V	{ 1 }	(954+2)	[3728]		14
2106	Zdiemsi	B414000-0		Ic Ba		022	ZhJp	M9 V	{ -1 }	(700+3)	[0000]		10
2107	Ofchtiaqr	A311526-E	D	Ic Ni		301	ZhJp	M1 V M2 V	{ 2 }	(A44+4)	[175G]		10
2108	Frad	C6857C7-7		Ga Ag Ri		612	ZhJp	F7 V	{ 1 }	(76B-1)	[9879]		8
2109	Ietsianjjal	A484658-D		Ni Ag Ri		913	ZhJp	A9 V	{ 3 }	(D54+4)	[895G]		13
2110	Zdal	E667999-7		Ga Hi Pr Di(minor)		801	ZhJp	F2 V	{ -1 }	(884-4)	[B818]		14
2112	Ichientsi	C220000-0		De Ba Po		024	ZhJp	F0 II	{ -2 }	(700-1)	[0000]		12
2117	Chakrrzh	CAA4000-0		Fl Ba		024	ZhJp	M1 V M1 V	{ -2 }	(300-3)	[0000]		15
2122	Zdiaeva	C441000-0		He Ba Po		002	ZhJp	M6 V	{ -2 }	(600+2)	[0000]		9
2123	Vriatlieiesho	B423646-B		Ni Na Po		912	ZhJp	K4 V M7 V	{ 1 }	(E52-3)	[573C]		16
2127	Prantravli	E322584-8		He Ni Po		403	ZhJp	G3 V	{ -3 }	(541+2)	[225A]		11
2132	Chtadro	A96AABE-E		Wa Hi		123	ZhJp	G0 V	{ 3 }	(E9B+2)	[ED6F]		18
2137	Ianchdotliadl	A415000-0		Ic Ba		003	ZhJp	M3 V	{ -1 }	(400+1)	[0000]		9
2138	Kliedi	B200000-0		Va Ba		012	ZhJp	M6 V	{ -1 }	(600-4)	[0000]		8
2140	Yenz	E4146A5-7		Ic Ni		400	ZhJp	M2 V M4 V	{ -3 }	(750+4)	[A359]		11
2201	Bretvela	E88A416-8		Wa Ni		602	ZhJp	F3 V	{ -3 }	(C30-1)	[6159]		8
2203	Ienjefroda	A225988-E		Hi In		921	ZhJp	F3 V M9 V	{ 4 }	(B8F-1)	[CD6F]		8
2207	Jiebrdliesh	E558678-4		Ni Ag		422	ZhJp	F1 V M2 V	{ -2 }	(A51-5)	[6455]		12
2208	Rintazha	E565623-2		Ni Ag Ri		402	ZhJp	F2 V	{ -1 }	(852-5)	[7552]		8
2210	Fladensh	A76767A-C		Ga Ni Ag Ri		622	ZhJp	K3 V	{ 3 }	(658+1)	[593D]		10
2213	Zhdapatl	E210543-8		Ni		223	ZhJp	K7 V	{ -3 }	(D40-2)	[4225]		13
2216	Evvlieanj	C487551-9	KM	Ni Ag Pr		401	ZhJp	F4 V	{ 1 }	(842+2)	[4639]		12
2219	Beshenj Frazht	A5049A7-E	KM	Ic Va Hi In		104	ZhJp	F9 V	{ 5 }	(78G-3)	[7E4C]		14
2220	Idlol	E360657-5		De Ni Ri		703	ZhJp	G8 V	{ -2 }	(852+1)	[8485]		12
2221	Leqro'prinsta	B460784-A		De Ri		302	ZhJp	M0 V M7 V	{ 3 }	(96E+1)	[7A5B]		9
2222	Plonzhremo	B526ABB-E		Hi In		904	ZhJp	F3 V	{ 4 }	(C9F-3)	[8E7B]		11
2224	Riatsjansh	E643000-0		Ba Po Di(minor)	U	002	ZhJp	K5 V M8 V	{ -3 }	(600+1)	[0000]		10
2228	Qrentsabr	C350726-7	KM	De Po		514	ZhJp	F2 V	{ 0 }	(568-1)	[8748]		13
2230	Aklie	CAA5000-0		Fl Ba		004	ZhJp	F7 V	{ -2 }	(800+3)	[0000]		15
2240	Sti'chtiaze	A227555-D	KM	Ni		810	ZhJp	B3 III	{ 2 }	(644+2)	[471F]		11
2302	Pranvriav	C595543-5	KM	Ni Ag		710	ZhJp	F0 V	{ 0 }	(441+1)	[7576]		11
2305	Jitlesh	C343445-9		Ni Po		104	ZhJp	F7 V M7 V	{ -1 }	(G33+1)	[831A]		14
2310	Anchief	C4249CF-C		Hi In		401	ZhJp	G0 V	{ 3 }	(88B-3)	[AC2E]		9
2311	Zdiafplat	A46978B-D	D	Ri		103	ZhJp	G4 V	{ 4 }	(96C+1)	[6B8G]		11
2315	Kriaz	C200578-9		Va Ni		802	ZhJp	M4 V M9 V	{ -1 }	(B43+4)	[346A]		11
2316	Bliadrats	A000400-E		As Va Ni		734	ZhJp	G4 V M5 V	{ 1 }	(E34-4)	[555E]		11
2321	Denzia	A769432-E	KM	Ni		923	ZhJp	F3 V M0 V	{ 2 }	(C38-3)	[267E]		15
2327	Piensinzh	C54278B-7	KM	He Pi Po (minor)		212	ZhJp	F4 V	{ 0 }	(969-2)	[4735]		13
2328	Artsi'chto	D788798-5		Ag Ri (minor)	U	802	ZhJp	M8 V M9 V	{ 0 }	(964+4)	[4749]		12
2331	Dlafchans	C423552-B		Ni Po		601	ZhJp	M4 V M9 V	{ 0 }	(742+3)	[656C]		10
2333	Iaroofl	B311430-C	KM	Ic Ni		312	ZhJp	K7 V	{ 2 }	(B35-1)	[665E]		11
2334	Niyakl	D554523-5		Ni Ag		702	ZhJp	F9 V M2 V	{ -2 }	(742-3)	[3355]		15
2402	Ianttlaiam	A767662-B		Ga Ni Ag Ri O:2403		904	ZhJp	K0 II	{ 3 }	(655+1)	[9979]		10
2403	Proplvabriench	A685756-C	KM	Ga Ag Ri Di(minor)		915	ZhJp	K7 V	{ 5 }	(E6C+4)	[8C3C]		15
2405	Vinzzdefviakl	D975655-7		Ni Ag		302	ZhJp	F7 V M4 V	{ -2 }	(B52+2)	[34A8]		9
2406	Itedrshatl	B33489A-C		Ph		404	ZhJp	F3 V	{ 2 }	(E79+1)	[5A89]		11
2407	Petsyabr	E755000-0		Ga Ba		002	ZhJp	F0 V	{ -3 }	(500-3)	[0000]		7
2408	Nebltafenzh	B582458-B	KM	Ni		403	ZhJp	F9 V M0 V	{ 2 }	(733+4)	[2618]		10
2409	Zhdelstatl	E74677A-6		Ag Pi Di(minor)		903	ZhJp	F3 V	{ -1 }	(861+3)	[5621]		16
2410	Chiezshe	B569000-0		Ba		002	ZhJp	F4 V	{ -1 }	(500-1)	[0000]		7
2413	Diaia	X8C0000-0		He Ba	F	023	ZhJp	K0 IV	{ -3 }	(700+3)	[0000]		10
2414	Iablazient	B9968CE-A	KM	Ph Pa Pi		501	ZhJp	F7 V M6 V	{ 3 }	(87A+2)	[6B8B]		9
2416	Veprkesh	B669503-B		Ni Pr		603	ZhJp	F1 V	{ 1 }	(C44+1)	[769A]		7
2420	Zryenz	C746879-7		Ph Pa Pi (minor)	U	504	ZhJp	F0 V	{ -1 }	(873+1)	[9732]		10
2422	Priaklpa	E8866BA-4		Ga Ni Ag Ri		405	ZhJp	F8 V	{ -1 }	(450-2)	[9556]		13
2424	Inshyedr	B464842-A	KM	Ph Pa Ri		500	ZhJp	F8 V	{ 4 }	(47C+3)	[AC85]		6
2429	Vliashoz	D468655-7		Ni Ag Ri		800	ZhJp	K4 V M1 V	{ -1 }	(654-3)	[A546]		7
2430	Azzhefrstav	A00087B-D	KM	As Va Ph Na Pi		120	ZhJp	K2 V M0 V	{ 3 }	(C7A-2)	[BB8D]		8
2432	Enchbiash	C237426-A		Ni		404	ZhJp	G9 V M3 V	{ 0 }	(833-4)	[4479]		12
2434	Iikdla'	A786677-B		Ga Ni Ag Ri Droy2		600	ZhJp	K3 V	{ 3 }	(B54-1)	[498A]		8
2435	Qrianchor	A679985-E	KM	Hi In		734	ZhJp	F5 V	{ 5 }	(F8F-1)	[EE2K]		17
2438	Ebrrnch	A360686-C	KM	De Ni Ri		824	ZhJp	F9 V	{ 3 }	(D59+1)	[791B]		17
2501	Javrebr	A52379C-D	KM	Na Pi Po		103	ZhJp	G7 V M1 V	{ 3 }	(76B+4)	[2AAC]		11
2502	Vrali	C310667-7		Ni Na O:2501		102	ZhJp	K7 V	{ -2 }	(A51-4)	[5415]		8
2506	Eyevr	C130434-C		De Ni Po		303	ZhJp	F6 V	{ 0 }	(534-3)	[245F]		8
2507	Iaflodiafl	A420000-0		De He Ba Po		022	ZhJp	K8 V M8 V	{ -1 }	(B00+3)	[0000]		11
2509	Dlefltiant	C000555-B		As Va Ni		623	ZhJp	K9 V	{ 0 }	(B43+1)	[859G]		15
2510	Pansi	X975000-0		Ba Di(minor)	F	000	ZhJp	F2 V M7 V	{ -3 }	(700+2)	[0000]		11
2512	Rieflyensh	B9B4441-C		Fl Ni		333	ZhJp	M7 V	{ 1 }	(D37+1)	[158G]		15
2514	Ambrefl	A9D1631-C	KM	Ni		814	ZhJp	F9 V	{ 2 }	(954+2)	[389F]		12
2515	Chta'ia	C594766-8		Ag Pi O:2615		213	ZhJp	F4 V M1 V	{ 0 }	(B67+2)	[576D]		13
2517	Jdans	A888797-B		Ag Ri		111	ZhJp	F8 V	{ 4 }	(96B+2)	[7B2C]		5
2520	Dlieoviabr	CACA657-C		Fl Ni		800	ZhJp	K6 V M6 V	{ 0 }	(A55-1)	[868A]		9
2522	Afaents	C240786-8		De Pi Po		900	ZhJp	F7 V	{ -1 }	(B64+1)	[A657]		10
2523	Vrie'stiach	C666000-0		Ga Ba Di(minor)	U	004	ZhJp	F8 V	{ -2 }	(700-2)	[0000]		9
2526	Nianshia	B584000-0		Ba		000	ZhJp	F9 V	{ -1 }	(800+1)	[0000]		6
2528	Ofbieb	B348547-C	KM	Ni Ag		123	ZhJp	F0 V	{ 3 }	(G44+5)	[883C]		14
2529	Manzh	C465731-6		Ag Ri		504	ZhJp	F5 V M9 V	{ 1 }	(465-1)	[4822]		12
2530	Jdizal	C251000-0		Ba Po Di(minor)		003	ZhJp	F3 V M2 V	{ -2 }	(800+1)	[0000]		15
2536	Daod	C546000-0		Ba		014	ZhJp	F3 V M9 V	{ -2 }	(A00+2)	[0000]		14
2538	Fiestiash	A5546A8-A		Ni Ag		110	ZhJp	K5 V	{ 2 }	(B58-1)	[9848]		9
2540	Vredriazh	C462614-7	KM	Ni Ri Chir1		603	ZhJp	F7 V M0 V	{ 0 }	(854+1)	[6647]		14
2601	Tsiav	C210447-B		Ni		110	ZhJp	G3 V M3 V	{ 0 }	(632+5)	[949C]		10
2602	Zhdievr	D75A533-9		Wa Ni		701	ZhJp	F8 V M0 V	{ -2 }	(742-2)	[6344]		11
2610	Azhiebr	C433000-0		Ba Po		002	ZhJp	G2 V	{ -2 }	(800-3)	[0000]		10
2611	Tlolble	A7A4000-0		Fl Ba		022	ZhJp	K8 V	{ -1 }	(900-3)	[0000]		15
2612	Jol Diadl	C150000-0		De Ba Po		024	ZhJp	M0 V	{ -2 }	(800+4)	[0000]		16
2613	Iepkrachtiabra	C5598CE-8		Ph		801	ZhJp	F1 V M0 V	{ -1 }	(47A+1)	[4738]		5
2614	Dizdir	E570778-5		De He Pi		711	ZhJp	F4 V	{ -2 }	(561+3)	[6585]		11
2615	Zilil	A5688CC-B	KM	Ph Pa Ri		104	ZhJp	K0 V	{ 4 }	(A7E+1)	[7C6B]		9
2619	Batlia	B140553-D		De Ni Po		603	ZhJp	F4 V M1 V	{ 1 }	(C47-2)	[665C]		8
2625	Zhdedanjie	C336699-A		Ni		604	ZhJp	M2 V M4 V	{ 0 }	(E54+1)	[4679]		14
2628	Atlantsia	A577AAA-E		Hi In		724	ZhJp	K8 V M7 V	{ 4 }	(B9B-4)	[6E1H]		13
2632	Tlavldri	A578595-B		Ni Ag		414	ZhJp	F0 V	{ 2 }	(C43-2)	[2736]		14
2636	Stieniazhir	A444A50-E	KM	Hi In		304	ZhJp	G0 V M3 V M4 V	{ 5 }	(F9E+1)	[EF4B]		11
2637	Anshfrea	C77A49C-A		Wa Ni		203	ZhJp	F7 V	{ 0 }	(A36+4)	[3469]		11
2701	Briz	A685797-B		Ga Ag Ri Droy3		704	ZhJp	F8 V M1 V	{ 4 }	(B6B-1)	[9B1B]		8
2702	Arichbrr	A67A7AA-C		Wa Pi		933	ZhJp	K7 V	{ 2 }	(B65+1)	[5968]		14
2703	Nial	D461647-5		Ni Ri		834	ZhJp	F9 V M0 V	{ -2 }	(750+2)	[2418]		13
2706	Chtopl	C6647BB-7	KM	Ag Ri Chir1		120	ZhJp	G6 V M7 V	{ 2 }	(765+1)	[3947]		6
2708	Avrtlavlom	C74A88B-A		Wa Ph Pi		524	ZhJp	F5 V M5 V	{ 1 }	(978+2)	[4967]		14
2709	Dlon	E573553-6		Ni		504	ZhJp	F8 V	{ -3 }	(A42+1)	[2255]		10
2710	Jesezyien	B7748BF-A		Ph Pa Pi		613	ZhJp	F9 V	{ 2 }	(C78-2)	[5A3C]		9
2711	Viakl	D799536-7		Ni		505	ZhJp	M5 V M9 V	{ -3 }	(840-3)	[7236]		11
2712	Insia	C98A7B9-A		Wa Ri		400	ZhJp	G3 V	{ 2 }	(569+5)	[592A]		6
2714	Qlachtefl	E7B359B-8		Fl Ni		710	ZhJp	F9 V	{ -3 }	(C41+2)	[5216]		8
2716	Ochiaza	B851611-A		Ni Po		214	ZhJp	F8 V M3 V	{ 1 }	(F56+1)	[977B]		13
2717	Jdikliev	B330000-0		De Ba Po		002	ZhJp	F7 IV	{ -1 }	(900+5)	[0000]		11
2718	Etlifevro	A777A75-E	KM	Hi In		202	ZhJp	G2 V	{ 5 }	(A9G-1)	[8FAG]		11
2719	Zhdant	A6547C8-C	KM	Ag		811	ZhJp	K0 V	{ 4 }	(C6C-2)	[9B99]		9
2720	Vlazzhden	C210000-0		Ba		003	ZhJp	G1 IV	{ -2 }	(500+3)	[0000]		14
2721	Brevral	E542755-7		He Pi Po		110	ZhJp	G3 V	{ -2 }	(764-1)	[B574]		7
2722	Shtiazqliad	C7B5888-9		Fl Ph		404	ZhJp	F4 V M7 V	{ 0 }	(973-5)	[6857]		13
2725	Zdenche	A538972-D	KM	Hi		303	ZhJp	F7 V M0 V	{ 4 }	(B8A-1)	[6D5A]		8
2726	Vefdel	D7336A5-6		Ni Na Po		900	ZhJp	A3 V K9 V	{ -3 }	(A50+4)	[6355]		7
2727	Plel	A99A798-E		Wa Pi		402	ZhJp	F6 V	{ 2 }	(C6E-1)	[693F]		9
2728	Stiantliepl	E9A4000-0		Fl Ba		004	ZhJp	K2 V	{ -3 }	(A00+1)	[0000]		9
2729	Kilsi	CA67653-6		Ni Ag Ri		701	ZhJp	F8 V	{ 0 }	(C55-3)	[5659]		8
2730	Plelinchier	B5859BD-B	KM	Hi Pr Droy0		925	ZhJp	G1 V M0 V M5 V	{ 4 }	(B8D-1)	[AD3F]		20
