Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
1628	Iaflfriaienje	D526985-7		Hi In		704	ZhMe	M2 V BD BD M9 VI	{ 0 }	(58B-2)	[7958]		15
1629	Qrepr-43	X6B4000-0		Fl Ba	F	010	ZhMe	M6 III BD	{ -3 }	(900-4)	[0000]		8
1630	Dlonchplieq	A68A9AB-E	KM	Wa Hi Pr		711	ZhMe	M8 III BD	{ 4 }	(78E-5)	[8D3E]		11
1725	Ezhania	B858661-8	KM	Ni Ag		920	ZhMe	G6 V	{ 1 }	(B53+3)	[3764]		9
1730	U'zdiap	A9A7574-C	KM	Fl Ni		102	ZhMe	G4 V	{ 2 }	(B44+1)	[673E]		5
1825	Kiltlianz	C6969DH-7		Hi In	U	614	ZhMe	G6 V	{ 1 }	(585+0)	[7A88]		10
1827	Ebrchtikazia	A685864-A	KM	Ga Ph Pa Ri		212	ZhMe	M1 V M1 VI M7 VI D	{ 4 }	(97D-2)	[7C59]		11
2025	Blrbfiench	B642765-A	KM	He Pi Po		223	ZhMe	G6 V	{ 3 }	(96F-1)	[AA48]		11
2026	Krokfechsaql	B9D5461-A		Ni		115	ZhMe	G1 V K8 VI M4 VI G1 VI K0 VI	{ 1 }	(D32+1)	[753E]		19
2030	Blazezchtr'	C5768AA-8		Ph Pa Pi		622	ZhMe	G5 V	{ -1 }	(A77+3)	[B719]		17
2123	Ejienzh	A200644-B		Va Ni Na		400	ZhMe	G5 IV	{ 1 }	(555+0)	[87A9]		11
2125	Eezdrm	A42698B-E	KM	Hi In Cp		403	ZhMe	A3 IV	{ 5 }	(789+4)	[AE1J]		6
2126	Brria	A7A4445-D		Fl Ni		223	ZhMe	G0 II	{ 1 }	(G37+1)	[952B]		10
2221	Enshchtiadrd	X526000-0		Ba	F	003	ZhMe	G4 V	{ -3 }	(A00+1)	[0000]		11
2223	Vleshiezhden	A8D6866-C	KM	Ph		112	ZhMe	K8 V M1 VI	{ 3 }	(979+1)	[7B5D]		13
2224	Ezhsha	B55978A-B	KM			712	ZhMe	M6 VI M3 VI BD	{ 3 }	(868+0)	[6A6E]		16
2226	Zdiantseienzh	B100999-F	KM	Va Hi Na In		102	ZhMe	M3 V M6 VI	{ 5 }	(68A-4)	[BE2J]		11
2229	Dle'il	B44278C-A		He Pi Po		323	ZhMe	G8 V D	{ 2 }	(965+0)	[599C]		13
2327	Rezhja'	B6A2768-A	KM	Fl He		200	ZhMe	F7 V	{ 3 }	(86B-1)	[6A59]		12
2329	Enchniaz	E89A742-5		Wa Pi		115	ZhMe	K6 V	{ -2 }	(460-3)	[9557]		11
2330	Ekrki	B539665-A	KM	Ni		521	ZhMe	K3 V BD K3 VI	{ 2 }	(C58-1)	[8858]		12
2421	Iei	B556541-8	KM	Ni Ag		523	ZhMe	G4 III	{ 1 }	(G42+0)	[565B]		14
2425	Fieshench	B8966BB-A		Ni Ag		124	ZhMe	G4 V	{ 2 }	(C54-2)	[A81C]		16
2426	Vledlqliap	A687866-8	KM	Ga Ph Pa Ri		400	ZhMe	A1 II D	{ 2 }	(A76-2)	[6A96]		10
2427	Dieiash	E43357C-8		Ni Po		722	ZhMe	M7 V D BD	{ -3 }	(842+2)	[623B]		13
2521	Eenzhial	B451697-7		Ni Po		134	ZhMe	K7 V K5 VI	{ -1 }	(451+2)	[A577]		16
2522	Plinshpej	A526943-C	KM	Hi In		223	ZhMe	K5 V	{ 5 }	(G8C-1)	[AE7E]		13
2524	Riadiedr	B538777-A				310	ZhMe	G4 IV G6 V M3 VI	{ 2 }	(86C-4)	[492E]		9
2525	Denzi	BAA8675-8	KM	Fl Ni		112	ZhMe	K9 V BD	{ 0 }	(A52-1)	[764A]		12
2526	Izadria	A431A94-D	KM	Hi Na Po		724	ZhMe	A9 IV	{ 4 }	(B9A+1)	[6E68]		12
2527	Lobliabr	B512551-8	KM	Ic Ni		323	ZhMe	M7 V BD BD	{ 0 }	(944+0)	[7575]		12
2529	Ibrosa	A242779-C	D	Pi Po		404	ZhMe	G3 V	{ 3 }	(B66-2)	[4A3A]		13
2626	Stablanj	A583745-B		Ri		133	ZhMe	K0 IV	{ 3 }	(C69+1)	[4A19]		19
2721	Tlelniabr	E000569-9		As Va Ni		104	ZhMe	A7 V A6 V K6 VI	{ -2 }	(B40-2)	[7327]		9
2722	Iebr	A52499C-F	KM	Hi In		113	ZhMe	M3 II	{ 5 }	(989+0)	[9E6F]		14
2724	Zdika	A67579B-C		Ag Pi		103	ZhMe	G1 II K9 V	{ 3 }	(869+2)	[6AAA]		11
2726	Chrshedr	A8338CA-A	KM	Ph Na Po		424	ZhMe	F1 V G7 VI	{ 3 }	(A7E+4)	[9B4B]		18
2727	Tlaseq	C55879D-5	KM	Ag		412	ZhMe	G4 V K2 VI	{ 1 }	(B66-1)	[4883]		13
2728	Chtentchtiebl	A97A7AB-B	D	Wa Pi		724	ZhMe	F5 V	{ 3 }	(C6B-4)	[8A6B]		18
2821	Vroldletvied	B6958DB-8		Ph Pa Pi		704	ZhMe	F1 V D F4 V D	{ 0 }	(F77-1)	[7839]		13
2822	Zenzhiensh	C0008A8-7		As Va Ph Na Pi	U	220	ZhMe	K9 V	{ -1 }	(277+4)	[876C]		11
2826	Enzhensfrant	C11069A-8		Ni Na		422	ZhMe	M1 II	{ -2 }	(E50-1)	[1466]		15
2829	Qlrdremod	D5569C7-8		Hi		724	ZhMe	K1 IV K1 V	{ -1 }	(A89-1)	[8845]		14
2927	Prinjkliansh	E65A988-9		Wa Hi		234	ZhMe	F9 IV G2 V	{ 0 }	(G86+0)	[9939]		16
2929	Blalvle	A642998-B	KM	He Hi In Po Cp		203	ZhMe	A5 II G5 VI	{ 5 }	(A88-1)	[AE79]		13
2930	Ieidljan	B79A8AF-9		Wa Ph Pi		805	ZhMe	M6 II M1 VI M1 V	{ 1 }	(G79+2)	[B92A]		18
3023	Shiljdetlsedl	B7589BB-9	KM	Hi		113	ZhMe	M5 V	{ 3 }	(A8A-1)	[AC35]		8
3024	Zhaplchtaq	A56599B-D	KM	Hi Pr		203	ZhMe	K9 III BD BD	{ 4 }	(68A-5)	[DD4F]		11
3028	Stiansefriash	B675773-9	KM	Ag Pi		323	ZhMe	K9 V	{ 3 }	(A6A-1)	[7A5D]		12
3029	Zhdens-90	X797000-0		Ba	F	024	ZhMe	G6 V K4 VI	{ -3 }	(900+1)	[0000]		11
3030	Tsabrodl	B400625-C	KM	Va Ni Na		902	ZhMe	F9 V	{ 2 }	(B57+0)	[7828]		6
3121	Itltrvl	C659579-6	KM	Ni		411	ZhMe	G7 IV	{ -1 }	(845+1)	[2463]		13
3122	Efeq	B536789-9				823	ZhMe	G9 V	{ 1 }	(A6B-5)	[583B]		17
3125	Tliplal	B579783-9	KM	Pi		200	ZhMe	F9 V K2 VI	{ 2 }	(369-4)	[695C]		9
3126	Sedle	A7A0756-C	KM	He		310	ZhMe	G1 V	{ 3 }	(768+1)	[8A27]		13
3224	Srptier	C693798-6		Pi		103	ZhMe	A5 V G2 VI	{ -1 }	(565+2)	[9667]		14
3228	Minzhblinzh	B6B3545-A	KM	Fl Ni		500	ZhMe	F8 V G7 VI	{ 2 }	(947+5)	[178D]		6
3229	Fleqlqlashch	B662488-B	KM	Ni		114	ZhMe	G9 V M5 VI M8 VI M6 VI K8 VI	{ 2 }	(A35-3)	[466C]		13
0133	Qlavrr-28	X683000-0		Ba		000	NaXX	G7 V D G0 V	{ -3 }	(A00-3)	[0000]		4
0136	Zdiaztl-73	X7B7000-0		Fl Ba		014	NaXX	G4 V M9 VI	{ -3 }	(600+2)	[0000]		15
0231	Iplpaf	X766000-0		Ga Ba		024	NaXX	G3 V	{ -3 }	(300+0)	[0000]		14
0332	Breentebr-1	X586000-0		Ba		033	NaXX	F9 IV G9 V	{ -3 }	(600+2)	[0000]		16
0337	Stijets	X544000-0		Ba		023	NaXX	A6 IV	{ -3 }	(800+0)	[0000]		14
0340	Zdeltli-22	X8D4000-0		Ba		005	NaXX	G1 V	{ -3 }	(200+2)	[0000]		14
0434	Zhdafrlobr	X564000-0		Ba		021	NaXX	F1 V F2 V	{ -3 }	(500+1)	[0000]		9
0435	Feqrjrnshenib	X69A000-0		Wa Ba		000	NaXX	G7 V	{ -3 }	(800+4)	[0000]		8
0532	Jachnapl	XAC4000-0		Fl Ba		013	NaXX	G5 III M4 VI	{ -3 }	(600+1)	[0000]		11
0539	Tlialiaipr	X537000-0		Ba		024	NaXX	K0 V K4 VI BD M6 VI	{ -3 }	(800-1)	[0000]		18
0633	Niapls-63	X427000-0		Ba		024	NaXX	F2 V G5 VI	{ -3 }	(600+1)	[0000]		14
0635	Kritsshaiev	X565755-1		Ag Ri	R	312	NaHu	M1 V	{ 0 }	(664-1)	[47A1]		10
0637	Ostents-51	X100000-0		Va Ba		013	NaXX	A5 III	{ -3 }	(600-4)	[0000]		16
0736	Vlibtliansht	C64399A-8		Hi In Po		403	NaHu	G0 IV K8 V D	{ 1 }	(A89+2)	[9A4A]		6
0832	Ekpadlma	X531000-0		Ba Po		035	NaXX	K2 V M3 VI	{ -3 }	(700+3)	[0000]		16
0835	Qianzh-73	X648000-0		Ba		002	NaXX	M9 V	{ -3 }	(700-3)	[0000]		8
0840	Elpredr	X664000-0		Ba		000	NaXX	G7 V	{ -3 }	(800-1)	[0000]		8
0933	Shrtltsinz	A8C6676-B	KM	Fl Ni		400	ZhMe	G3 III G7 VI	{ 2 }	(553-3)	[684A]		8
1031	Trlianta'	E68759C-2		Ga Ni Ag Pr	F	113	ZhMe	F7 VI	{ -2 }	(740+3)	[8346]		13
1033	Zdaqdesh	A30067A-E	KM	Va Ni Na		624	ZhMe	G1 VI M5 VI	{ 2 }	(E53+4)	[686J]		15
1034	Dretllrnt	B664A83-B		Hi		200	ZhMe	M1 V M7 VI	{ 3 }	(898-2)	[9D97]		7
1131	Setjonsshal	C7949B8-7	KM	Hi In		123	ZhMe	F7 V G1 VI	{ 2 }	(986+1)	[DB16]		9
1137	Jinsshinze	X642000-0		He Ba Po		024	NaXX	K4 V K9 V	{ -3 }	(900+2)	[0000]		10
1231	Tsiedlpriesr	C754668-3	KM	Ni Ag		123	ZhMe	M6 III	{ 0 }	(852+1)	[7642]		14
1239	Renchchtiefe	C645868-5		Ph Pa Pi	U	223	Ed	F5 VI	{ -1 }	(A74+1)	[5764]		15
1240	Anchim	X668000-0		Ba	R	003	Ed	F4 V	{ -3 }	(600+1)	[0000]		9
1339	Jenzdieq	X676000-0		Ba	R	015	Ed	G8 VI K2 VI	{ -3 }	(200+3)	[0000]		18
1433	Pleqbifiepr	X100000-0		Va Ba	F	022	ZhMe	M4 II	{ -3 }	(600-3)	[0000]		13
1434	Qreshdop	X000000-0		As Va Ba	F	004	ZhMe	G3 V M7 VI	{ -3 }	(600+2)	[0000]		13
1437	Shteblqians	EAD745A-6		Ni		103	Ed	M3 V	{ -3 }	(A32+1)	[6171]		13
1440	Alplapl	C534723-8	KM		U	103	Ed	G5 IV	{ 0 }	(767+4)	[8737]		16
1533	Ensents	B5A57A7-9	KM	Fl		420	ZhMe	G9 V	{ 2 }	(66D-1)	[2956]		7
1539	Atltovvlrtl	C443523-5		Ni Po		112	Ed	G7 V	{ -2 }	(340-2)	[3396]		9
1540	Rdretsbri	C866522-5	KM	Ga Ni Ag Pr		310	Ed	G4 IV	{ 0 }	(744+0)	[1574]		4
1634	Qepazh	C667532-4		Ga Ni Ag Pr		110	ZhMe	A6 Ib A3 V F4 V	{ -1 }	(445-2)	[4458]		11
1635	Adstrch	X671000-0		He Ba	F	000	ZhMe	G9 V	{ -3 }	(A00-1)	[0000]		8
1640	Sechraf	C667521-4		Ga Ni Ag Pr		404	Ed	M2 V BD	{ -1 }	(743+2)	[3425]		12
1733	Zhdielifench	C595554-7		Ni Ag		534	ZhMe	A8 Ib F9 V G8 V	{ -1 }	(444-1)	[3457]		14
1734	Injpedlchieb	D000544-8		As Va Ni		100	ZhMe	K0 V BD	{ -3 }	(A43+4)	[424D]		8
1736	Ifra	A554510-C	KM	Ni Ag		134	ZhMe	M3 V	{ 3 }	(949-2)	[882H]		15
1740	Kletsienjmo	B62A578-E		Ni	A	803	Ed	M9 II	{ 1 }	(A46+1)	[566F]		9
1834	Ezh Idlchteq	B641AAD-A	KM	He Hi In Po		212	ZhMe	K9 V	{ 5 }	(D9B-3)	[CF5C]		11
1840	Dielie-60	X500000-0		Va Ba	R	012	Ed	F6 V D M7 VI	{ -3 }	(400-2)	[0000]		13
1931	Fietssedl	AAF7568-B		Ni		822	ZhMe	A1 III	{ 1 }	(A45+0)	[465B]		12
1934	Zdiabstibrkl	E655778-1		Ga Ag		232	ZhMe	G8 V K9 VI K7 VI	{ -1 }	(A68+4)	[8674]		16
2032	Stiblzdabl	C543553-6	KM	Ni Po		824	ZhMe	K3 V	{ -1 }	(441+0)	[3454]		14
2133	Etlshev	B999743-A		Pi		414	ZhMe	K4 V	{ 2 }	(B6D-2)	[691A]		12
2135	Ezh Dlafrshi	A545A94-B	KM	Hi In Cp		120	ZhMe	M2 V BD M8 VI BD	{ 5 }	(B97-2)	[AF9B]		13
2136	Iantszeiansh	A331664-B		Ni Na Po		101	ZhMe	A0 V	{ 1 }	(753+1)	[A777]		11
2138	Tlrnchzhden-2	X694000-0		Ba	F	022	ZhMe	M5 V	{ -3 }	(400+2)	[0000]		10
2139	Atshtrbtlie	A101532-D	KM	Ic Va Ni		704	ZhMe	G3 V G1 VI	{ 2 }	(B47-3)	[7789]		9
2233	Eqroniench	E7658BC-2		Ga Ph Pa Ri		224	ZhMe	K7 V	{ -1 }	(878-1)	[C761]		13
2237	Ivrvle	B642579-B	KM	He Ni Po	U	724	ZhMe	G2 IV	{ 2 }	(C48-1)	[4786]		13
2240	Jienkipl	B210658-C		Ni Na		302	ZhMe	K5 V	{ 1 }	(D56+1)	[275C]		10
2331	Iarnch	B6569BE-C		Ga Hi		202	ZhMe	M3 V BD	{ 3 }	(687+2)	[8C18]		7
2335	Stiedfleprpl	E858545-3		Ni Ag		222	ZhMe	G7 V M0 V	{ -2 }	(A41+5)	[6316]		11
2337	Dredliapr	C525442-8		Ni		302	ZhMe	K4 V	{ -2 }	(933+0)	[4215]		7
2435	Itsa	A50259B-D		Ic Va Ni		323	ZhMe	A1 V G0 VI	{ 1 }	(B43+1)	[464B]		13
2531	Ieshflazzhdi	C450875-9	KM	De Ph Po		323	ZhMe	G7 V	{ 1 }	(F7A-4)	[9959]		9
2536	Anzhfeensh	D644437-7		Ni Pa		101	ZhMe	G9 V	{ -3 }	(530+0)	[615A]		5
2537	Emzheshstajaf	C636676-9		Ni		123	ZhMe	A9 V F5 VI	{ -1 }	(G51+4)	[654B]		8
2538	Ie'tlaq	B678540-8		Ni Ag		300	ZhMe	M2 V BD	{ 0 }	(844+1)	[2536]		10
2633	Frezhadr	X100000-0		Va Ba	F	024	ZhMe	G3 IV K2 V K4 V D D	{ -3 }	(700-2)	[0000]		16
2635	Jiech-71	X440000-0		De He Ba Po	F	024	ZhMe	K4 V	{ -3 }	(900+1)	[0000]		13
2637	Yiblstachtie	A577A77-B	KM	Hi In	U	301	ZhMe	A1 IV	{ 5 }	(49C+0)	[AF9C]		8
2638	Efiesteql	C668656-8		Ni Ag Ri		711	ZhMe	M3 II M1 V M2 V	{ 0 }	(C55+1)	[4636]		12
2639	Idlrvlrnj	CA8A565-9		Oc Ni Pr	U	824	ZhMe	G4 V	{ -1 }	(E40+1)	[3446]		12
2640	Drrvltlopl	C672723-5		He Pi		524	ZhMe	K6 V K3 VI K2 VI	{ -1 }	(967+0)	[C685]		14
2738	Krifrke-61	X745000-0		Ba	F	024	ZhMe	G5 VI G9 VI	{ -3 }	(300-1)	[0000]		14
2739	Ifljiatlja	E46A896-6		Wa Ph Ri		511	ZhMe	F7 V K6 V	{ -1 }	(779+1)	[875A]		10
2740	Qlitdliekla	A661699-7	KM	Ni Ri		113	ZhMe	G2 V G9 V D	{ 1 }	(853-5)	[5756]		7
2832	Chebyij	A000A9C-G	D	As Va Hi Na In Cp		514	ZhMe	K2 VI M9 VI	{ 6 }	(798-1)	[DG1H]		14
2834	Edlensh	BAD749B-9		Ni		123	ZhMe	G7 VI	{ 0 }	(D36-4)	[446D]		13
2837	Dliatstsafrq	X614000-0		Ic Ba	F	024	ZhMe	K9 V	{ -3 }	(800+1)	[0000]		10
2840	Riaiezdle	C200468-9		Va Ni		134	ZhMe	M7 V	{ -1 }	(H33+0)	[138C]		14
2934	Qeans	A8A0410-D	KM	He Ni		405	ZhMe	F2 V K0 VI	{ 2 }	(935-3)	[468G]		14
2939	Tieflfeqok	C753575-7		Ni Po		122	ZhMe	A4 IV	{ -2 }	(741+2)	[4355]		11
3032	Netlo	B684863-8	KM	Ph Pa Ri		113	ZhMe	G9 V M9 VI M9 VI	{ 2 }	(979-1)	[7A89]		13
3036	Niarafbranjt	B300446-9		Va Ni		323	ZhMe	G1 V K9 VI	{ 0 }	(B35+0)	[148A]		12
3039	Eflieflno	DAF4614-6		Ni		610	ZhMe	K5 V M9 VI BD	{ -3 }	(B51-2)	[9356]		12
3138	Iapedliadl	B543636-A	KM	Ni Po		702	ZhMe	K2 V K4 VI	{ 2 }	(C56+2)	[684C]		9
3140	Istapr	C438784-9	KM			823	ZhMe	M5 V BD BD	{ 1 }	(B67+1)	[3834]		16
3231	Plakzhdapl	B443410-A	KM	Ni Po	U	110	ZhMe	G0 V	{ 2 }	(A36+0)	[2669]		7
3232	Satlolpiakli	AA9A9AB-F		Oc Hi In		124	ZhMe	F5 V	{ 4 }	(98B-1)	[9D2F]		13
3237	Miezhchtiebl	B529554-E		Ni		723	ZhMe	K7 V	{ 1 }	(A44+2)	[565E]		12
3239	Dleqjonch	A756777-B		Ga Ag	U	213	ZhMe	F8 V M0 VI	{ 3 }	(D6C+3)	[5A4E]		14
