Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
1238	Radn'akr	B6447RK-F	O	Ag Pi		234	Kk	M1 V	{ 3 }	(E6D-1)	[AA9J]		18
1307	A'xterr	B8868RK-D		Ga Ph Pa Ri		301	Kk	G4 V M3 V	{ 3 }	(87D+1)	[7B3G]		9
1309	Engnuula	C98A5QK-C	O	Wa Ni Pr		400	Kk	K8 V	{ 0 }	(A45-2)	[856D]		10
1312	Karrakan	D2122PK-8	O	Ic Lo		310	Kk	G0 V M3 V	{ -3 }	(910+2)	[3159]		9
1315	Giiroorpil	B8947RK-E	K	Ag Pi		125	Kk	M2 V M2 V	{ 3 }	(E6A-3)	[3A5G]		11
1318	Hkugnai	C99A3QK-B	K	Wa Lo		513	Kk	M1 V	{ 0 }	(C20+1)	[539C]		13
1320	Buktuak	A686ARK-F	K	Ga Hi		302	Kk	G0 V	{ 3 }	(997+1)	[BD8D]		6
1322	Kaurir Nu	C7569RK-E	K	Ga Hi		100	Kk	F6 V	{ 2 }	(786-4)	[5B6G]		9
1324	Eegl'rad	C5617RK-D	O	Ri		114	Kk	G4 V	{ 2 }	(96B+4)	[691G]		11
1327	Uukkik'	B86A5QK-D	K	Wa Ni Pr		203	Kk	G3 V	{ 1 }	(A47+1)	[669E]		9
1328	Naaurrlook	C5A13QK-B		Fl He Lo		502	Kk	G8 V D	{ 0 }	(820+1)	[636A]		9
1329	Kitriuut	C5774QK-A	K	Ni Pa		900	Kk	M4 V	{ 0 }	(836-1)	[54AA]		11
1330	Iighaaga	C5538RK-C	O	Ph Po		704	Kk	G9 V K8 V	{ 1 }	(875-1)	[791B]		17
1331	Nalatm!	A9696RK-F	K	Ni Ri		104	Kk	K9 V	{ 2 }	(757-4)	[684F]		11
1338	Krib'e	D6549RK-C	K	Hi		324	Kk	M5 V	{ 1 }	(J87+1)	[BA39]		14
1340	Arulna Kuo'	D85A5QK-9		Wa Ni		400	Kk	K2 V	{ -2 }	(744+2)	[6358]		5
1401	Kiapxtor	C98A4QK-A	K	Wa Ni		610	Kk	M6 V	{ 0 }	(834+1)	[4439]		7
1405	Gameeta	B8587RK-E	O	Ag		324	Kk	M7 V	{ 3 }	(B6C+1)	[5A7C]		16
1408	K'rrakee	D0002PK-A	K	As Va Lo		323	Kk	F6 V	{ -1 }	(F10+4)	[112C]		11
1409	Xunraa	C5494QK-A	K	Ni		924	Kk	K0 V	{ 0 }	(F33+1)	[447B]		15
1411	Oitkte	B6786RK-E	K	Ni Ag		124	Kk	G2 V	{ 2 }	(B57+3)	[385G]		12
1425	Apeeghi	E8D45QK-B	K	Ni		722	Kk	K7 V	{ -1 }	(940+1)	[943D]		9
1426	Eetralakr	C672456-B	O	He Ni Giru6 Hagh4		224	Kk	M1 V	{ 0 }	(935-2)	[649D]		14
1428	K'kkeeaar	D6506RK-A	K	De Ni Po		213	Kk	K6 V	{ -1 }	(B54+2)	[4548]		10
1429	Eetegni	C6858RK-E	K	Ga Ph Pa Ri		334	Kk	G4 V	{ 2 }	(E75-1)	[6A5G]		15
1432	Rappita	B8877RK-F	O	Ga Ag Ri		923	Kk	K3 V	{ 4 }	(C6C-3)	[8B6E]		10
1436	T'rakri	C560757-C	K	De Ri Giru3 Tilp4 Hagh3		400	Kk	M7 V	{ 2 }	(668-2)	[B96C]		7
1437	Aakk'ta	E5514QK-9	K	Ni Po		502	Kk	K1 V M8 V	{ -2 }	(433-4)	[1237]		10
1439	Gziitookra	D5354QK-9	O	Ni		211	Kk	K7 V	{ -2 }	(833+3)	[424B]		14
1440	Kradghelar	D4355QK-B	K	Ni		701	Kk	M7 V	{ -1 }	(642-2)	[344F]		9
1501	Tu!rir	E5443QK-8		Lo		123	Kk	K6 V	{ -3 }	(A20-1)	[2156]		11
1504	Kulegnookr	E6714QK-9	K	He Ni		600	Kk	M1 V	{ -2 }	(433+4)	[2239]		7
1505	Aaoxir	A855ARK-F	K	Ga Hi		602	Kk	G6 V	{ 3 }	(A9B+2)	[DD3D]		11
1506	Kunagnal	C8675QK-D	K	Ga Ni Ag Pr		703	Kk	K9 V M3 V	{ 1 }	(946+1)	[961H]		9
1507	Tarnane	C5465QK-C	K	Ni Ag		300	Kk	K8 V	{ 1 }	(942-1)	[566C]		13
1510	Aguugn'	B0003QK-E	O	As Va Lo		414	Kk	G2 V	{ 1 }	(821-3)	[341B]		16
1515	Krokokuur	D6877RK-B	K	Ga Ag Ri		205	Kk	M6 V	{ 2 }	(86B-2)	[594C]		12
1516	Tarak!k	A765ARK-F	K	Ga Hi		603	Kk	G2 V	{ 3 }	(69A-1)	[6D8C]		14
1520	Kaelkagh	B5405QK-C	O	De He Ni Po		422	Kk	M5 V	{ 1 }	(B45-3)	[463C]		12
1521	Rraookka	B6A24QK-D	K	Fl He Ni		700	Kk	G0 V	{ 1 }	(535+2)	[1549]		11
1524	Katuroor	B5403QK-E	K	De He Lo Po		525	Kk	G8 V	{ 1 }	(F21+2)	[545H]		11
1528	Meekukteen	E6144QK-9		Ic Ni		823	Kk	M7 V BD	{ -2 }	(F32+5)	[124B]		9
1529	Keer'nghu	B5356RK-E	K	Ni		114	Kk	K0 V	{ 1 }	(B56+3)	[278D]		14
1537	X'rkaii	A000557-C	O	As Va Ni HaghW		724	Kk	M8 V	{ 1 }	(B46+2)	[266G]		17
1605	Ungrarkra	B000556-C	K	As Va Ni Giru4 Tilp6		813	Kk	K9 V	{ 1 }	(C46-2)	[664C]		14
1618	Aght'rkra	C5447RK-B	O	Ag Pi		311	Kk	G1 V	{ 2 }	(566-1)	[896A]		6
1619	Karkaraa	C75A5QK-B	O	Wa Ni		714	Kk	M5 V	{ 0 }	(D45-1)	[656C]		14
1621	Rur'ki	D5549RK-C		Hi		933	Kk	M9 III M7 V	{ 1 }	(E88+1)	[DA1A]		12
1622	Kragh'righ	C5516RK-B	K	Ni Po		734	Kk	M8 V M4 V	{ 0 }	(G55+1)	[865E]		15
1624	Lakruurrgna	E6647RK-A		Ag Ri		520	Kk	G2 V M8 V	{ 2 }	(869+1)	[794A]		10
1625	Krunak'	C5345QK-B	O	Ni		103	Kk	M8 V M1 V M3 V	{ 0 }	(842+1)	[154C]		12
1629	Xeetag'	A5447RK-E	K	Ag Pi		503	Kk	M7 V	{ 3 }	(C6B-2)	[9A6J]		7
1630	Karamii	E53A000-0	K	Wa Ba		024	Kk	M8 V BD	{ -3 }	(200+1)	[0000]		15
1632	Koorrreeki	D5436RK-B	K	Ni Po		502	Kk	K5 V	{ -1 }	(754-2)	[5588]		7
1633	Gaxaka	E311000-0	K	Ic Ba		024	Kk	M8 V	{ -3 }	(A00-2)	[0000]		10
1636	Eelakee	A7958RK-F		Ph Pa Pi		323	Kk	A2 V	{ 2 }	(B79-4)	[9A7H]		11
1703	Aebnup	E301000-0	K	Ic Va Ba		023	Kk	G0 V M7 V	{ -3 }	(500+4)	[0000]		13
1704	Kaorghab	D5547RK-D	O	Ag		500	Kk	G4 V D	{ 1 }	(764+1)	[387C]		11
1706	Merkaeer	E5346RK-A		Ni		123	Kk	K6 V M6 V M5 V	{ -1 }	(F52+5)	[4536]		15
1707	Ghakeeoor	C8549RK-F	O	Hi		123	Kk	G7 V	{ 2 }	(E89+1)	[8B4F]		12
1708	Ktul Noxat	C6628RK-D	O	Ph Ri		825	Kk	K3 V	{ 2 }	(E78+1)	[6A2D]		14
1712	Xeagra	E421000-0	K	He Ba Po		034	Kk	M2 V	{ -3 }	(900+3)	[0000]		13
1722	K'kaagr	C7764QK-C	O	Ni Pa		112	Kk	K1 V	{ 0 }	(936+1)	[543D]		8
1723	Kuru!'	C86A5QK-A	K	Wa Ni Pr		204	Kk	K8 V M1 V	{ 0 }	(C45-1)	[257D]		8
1726	Ghaoo'k	E200000-0	K	Va Ba		025	Kk	M9 V	{ -3 }	(700-1)	[0000]		13
1727	Niillaaa	C6334QK-C	K	Ni Po		834	Kk	M6 V	{ 0 }	(935+5)	[345G]		12
1731	Ktankriikraak	C5455QK-B	O	Ni Ag		425	Kk	G0 V	{ 1 }	(F45+1)	[4617]		13
1732	Giiaax	D84A000-0	K	Wa Ba		034	Kk	K6 V	{ -3 }	(700+1)	[0000]		16
1733	Mbar Rurrla	E5314QK-A	K	Ni Po		222	Kk	K9 V M7 V	{ -1 }	(B33-3)	[4339]		7
1734	Anurrax	E5364QK-9	K	Ni		514	Kk	M4 V	{ -2 }	(E30-2)	[124A]		12
1802	Xrikiia	B5578RK-F	K	Ph Pa		323	Kk	M4 III M1 V	{ 2 }	(D75-1)	[5A7C]		12
1803	Emghuxka	B5596RK-E		Ni		422	Kk	K0 V	{ 1 }	(E55+1)	[376J]		12
1806	Ikraku	E410000-0	K	Ba		021	Kk	K5 V	{ -3 }	(700+2)	[0000]		9
1807	Gharaa Ab	B0003QK-E	K	As Va Lo		324	Kk	G4 V K3 V	{ 1 }	(B21+2)	[447E]		13
1808	'Reap	D99A1PK-9	O	Wa Lo		624	Kk	G4 V D M4 V	{ -2 }	(G00+1)	[3159]		18
1817	'Utko	E100000-0	K	Va Ba		013	Kk	G6 V	{ -3 }	(700+1)	[0000]		11
1825	Xkeek'ruk	C6547RK-D	O	Ag		311	Kk	A4 V K3 V	{ 2 }	(A6C+4)	[397J]		15
1827	Geemakka	C97A3QK-B	O	Wa Lo		413	Kk	M9 V	{ 0 }	(C20-4)	[239A]		11
1828	Turaoorr	C8848RK-E		Ph Pa Ri		223	Kk	K5 V	{ 2 }	(H7A+4)	[8AAC]		18
1835	Remrraghnook	E7A11PK-8		Fl He Lo		324	Kk	G6 IV M4 V M3 V	{ -3 }	(B00-2)	[1118]		13
1838	Kanaakrr'	CAE36RK-D	O	Ni		523	Kk	K3 V	{ 0 }	(951+1)	[565H]		12
1901	Abukal	A684ARK-F	K	Hi		604	Kk	G8 V	{ 3 }	(B9C+1)	[6D4F]		16
1903	Koo'man	E540000-0		De He Ba Po		023	Kk	M5 V M9 V	{ -3 }	(600+2)	[0000]		17
1906	Ghieta	C5895QK-C		Ni Pr		114	Kk	M1 V M0 V BD	{ 0 }	(B42-4)	[855D]		11
1909	'Krlagu	A5427RK-F		He Pi Po		714	Kk	K2 V	{ 2 }	(B66+2)	[399L]		14
1919	Oonggzudku	X431000-0	K	Ba Po	R	003	Kk	K9 V	{ -3 }	(A00+1)	[0000]		9
1922	Xag'u	X300000-0		Va Ba	R	023	Kk	A1 V	{ -3 }	(800+1)	[0000]		15
1923	Orooek	X795000-0	K	Ba	R	010	Kk	G8 V	{ -3 }	(A00-2)	[0000]		7
1928	Upgnaar'k	D6715QK-A	K	He Ni		423	Kk	M9 V	{ -1 }	(841-1)	[3479]		10
1932	Reed!!mak	C4236RK-D		Ni Na Po		200	Kk	M8 V	{ 0 }	(856+3)	[469E]		8
1934	Ikrkou	B5457RK-E	K	Ag Pi		900	Kk	M3 V M6 V	{ 3 }	(769+2)	[9A3D]		5
1937	Rukukrn'	B7485QK-D		Ni Ag		613	Kk	K6 V M5 V	{ 2 }	(B46-2)	[772B]		15
2001	Rutraa Nu	C88A5QK-A	K	Wa Ni Pr		722	Kk	K9 V	{ 0 }	(843+1)	[357A]		13
2006	'Rtaargna	B729556-9	K	Ni Giru4 Tilp6		110	Kk	K1 V K8 V K5 V M8 V	{ 0 }	(842+3)	[352B]		11
2008	Me'kaxta	DAA885A-V	K	Fl Ph (Me’kax)		723	Kk	K2 V	{ 1 }	(A7A-3)	[394V]		11
2011	Taklaru	B5304QK-D	K	De Ni Po		813	Kk	M9 V	{ 1 }	(B37-5)	[153B]		12
2012	Iriix	C9A64QK-B		Fl Ni		324	Kk	M4 V M1 V	{ 0 }	(D34+1)	[344B]		16
2018	Auugnu	X76A000-0	K	Wa Ba	R	003	Kk	G3 V	{ -3 }	(800+1)	[0000]		13
2019	Eerrkragha	X562000-0	K	Ba	R	025	Kk	G1 III	{ -3 }	(400+1)	[0000]		14
2021	Gnixkakroo	X687000-0		Ga Ba	R	024	Kk	M0 V	{ -3 }	(200-3)	[0000]		11
2022	Parralxtax	X311000-0	K	Ic Ba	R	015	Kk	M7 V	{ -3 }	(900+1)	[0000]		11
2025	Axtaagnii	B000656-C	K	As Va Ni Na Giru5 Tilp5		623	Kk	M6 V	{ 1 }	(C55+1)	[276E]		13
2026	Taraoo	C6628RK-C	K	Ph Ri		611	Kk	F2 III K8 V F5 V	{ 2 }	(979+1)	[7A3H]		12
2028	Ghaghao	C5414QK-A	K	He Ni Po		624	Kk	K7 V	{ 0 }	(H31+1)	[1479]		13
2035	Kakraae	B77A4QK-C		Wa Ni		224	Kk	F9 V G8 V K7 V	{ 1 }	(E34+1)	[456G]		15
2036	Ekakkee Nu	D87A2PK-A	K	Wa Lo		504	Kk	M3 V	{ -1 }	(F10+3)	[114A]		11
2039	Adraii	A8888RK-F		Ph Pa Ri		413	Kk	K0 V K6 V K6 V	{ 3 }	(87D-1)	[ABAJ]		16
2102	'Runka Nu	B97A4QK-D	K	Wa Ni		812	Kk	F6 V G0 V	{ 1 }	(935+1)	[853D]		14
2103	K'tamux	C6313QK-A	K	Lo Po		425	Kk	M0 V M6 V	{ 0 }	(C20-2)	[733A]		17
2106	Akkrorra	A584ARK-F	K	Hi		120	Kk	M2 V M6 V	{ 3 }	(99F+1)	[6D4B]		9
2108	K'uughi	C6595QK-B	K	Ni		202	Kk	G1 V	{ 0 }	(443+2)	[257B]		9
2112	Emkeelad	B9887RK-E		Ag Ri		705	Kk	G4 III	{ 4 }	(C67+1)	[8B4B]		12
2113	Kagneeuur	C89A556-A	K	Wa Ni Giru8 Tilp2		504	Kk	K9 V M0 V	{ 0 }	(945+1)	[159C]		12
2120	Oo'ngak	X676000-0	K	Ba	R	034	Kk	M2 V	{ -3 }	(500+1)	[0000]		17
2121	Akrt'ghtra	X88A000-0		Wa Ba	R	033	Kk	M4 V	{ -3 }	(300+1)	[0000]		14
2122	Ook'oo	X797000-0		Ba	R	022	Kk	G1 V	{ -3 }	(800-1)	[0000]		14
2126	Tirraar	B8896RK-D	K	Ni Ri		403	Kk	K4 V M5 V	{ 2 }	(756+2)	[485E]		15
2128	Graaor'r	B6679RK-F	K	Ga Hi Pr		304	Kk	M4 V	{ 3 }	(B8C+4)	[9C3G]		8
2130	Akaa N'kraoo	B4326RK-E		Ni Na Po		200	Kk	K5 V M6 V	{ 1 }	(355-3)	[772C]		7
2133	Reeruuek	C3424QK-A	K	He Ni Po		512	Kk	K1 V M3 V	{ 0 }	(732-1)	[846C]		14
2135	Rartugrkuung	D7766RK-C	K	Ni Ag		722	Kk	K2 V	{ 0 }	(652+1)	[A63C]		12
2136	Rra'maarr	C7B24QK-B	K	Fl He Ni		722	Kk	K5 V M2 V	{ 0 }	(833-4)	[44AA]		10
2137	K!gzuuegh Nu	C77A2PK-9	O	Wa Lo		302	Kk	M9 V	{ -1 }	(D10-3)	[1154]		11
2202	Ktukiak	E4314QK-9	K	Ni Po		525	Kk	G3 V G3 V	{ -2 }	(G31-2)	[121B]		18
2205	Ookkiarr	C8549RK-D	K	Hi		800	Kk	M5 V	{ 2 }	(98D+1)	[AB6C]		6
2208	K'laxkit	C7527RK-B	K	Po		604	Kk	M0 V	{ 1 }	(867+1)	[883A]		9
2209	Ukuura	C8878RK-D		Ga Ph Pa Ri		910	Kk	M6 V M9 V	{ 2 }	(979-2)	[9A7E]		8
2210	Tukkalla	E420000-0	K	De He Ba Po		014	Kk	M6 V	{ -3 }	(500+4)	[0000]		14
2213	Kiighat!	C5402PK-8		De He Lo Po		411	Kk	K3 V	{ -2 }	(A10+2)	[2186]		9
2214	Muakra Uul	D7756RK-A	O	Ni Ag		603	Kk	M5 V	{ 0 }	(955+2)	[9657]		8
2218	K'unakr	A583ARK-F	K	Hi		313	Kk	G8 V M7 V	{ 3 }	(C99+1)	[AD3F]		13
2222	Gnoteuur	X656000-0	K	Ga Ba	R	022	Kk	G0 V	{ -3 }	(700-2)	[0000]		12
2225	Kagaama Tuak	C9965QK-B	K	Ni Ag		813	Kk	G5 V D	{ 1 }	(C46+1)	[162B]		10
2226	Atr'hka	C5537RK-C		Po		311	Kk	M3 V M1 V	{ 1 }	(768+2)	[786C]		10
2227	Hkaaluum	B7775QK-C	K	Ni Ag		714	Kk	G8 V	{ 2 }	(C45+5)	[2719]		15
2228	Rukaniim	B6668RK-F	K	Ga Ph Pa Ri		500	Kk	M3 V M1 V	{ 3 }	(877+3)	[BB1D]		5
2229	Nuuuugnoor	C75A4QK-A	K	Wa Ni		814	Kk	M1 V M7 V	{ 0 }	(C32-3)	[741B]		12
2232	Ikrgari	D897556-A	K	Ni Ag Giru7 Tilp3		420	Kk	M6 V	{ 0 }	(842+1)	[6585]		9
2237	Teeiang	C4243QK-A	O	Lo		311	Kk	M1 V	{ 0 }	(720-2)	[433C]		5
2238	Eelkrooin	C5455QK-C	K	Ni Ag		711	Kk	G9 V K7 V	{ 1 }	(A45+1)	[46AC]		13
2302	Teeaxaax	D3246RK-A	K	Ni		211	Kk	M3 V	{ -1 }	(953-1)	[7579]		12
2303	R'tungan	B6464QK-C	K	Ni Pa		913	Kk	M6 V	{ 1 }	(B34-1)	[255B]		11
2306	Uuaankra	C5828RK-C	O	Ph Ri		412	Kk	G1 V	{ 2 }	(D79+3)	[BA5E]		15
2308	Kuga Kiiaar	C5559RK-E	K	Hi		604	Kk	K5 V	{ 2 }	(789+1)	[AB9E]		14
2309	Gar!rtu	C5637RK-C	O	Ri		400	Kk	M5 V	{ 2 }	(56B-5)	[99AH]		10
2311	Kiapt'	C5606RK-C	K	De Ni Ri		223	Kk	K4 V M7 V	{ 1 }	(G53-2)	[375C]		17
2313	Aghoorkiiru	C6558RK-E	O	Ga Ph Pa		600	Kk	G9 V G3 V	{ 1 }	(478+1)	[898G]		8
2314	Rrunaatan	E302000-0	K	Ic Va Ba		013	Kk	K1 V	{ -3 }	(600-3)	[0000]		16
2320	Utanga Kaba	B6887RK-E	O	Ag Ri		112	Kk	M7 V M5 V	{ 4 }	(B6G+1)	[6B7D]		12
2324	Gnukau	A664ARK-F	K	Hi		303	Kk	A1 V G5 IV	{ 3 }	(C9D+1)	[CD6F]		13
2328	Kutruulmba	D8492PK-8	O	Lo		221	Kk	F2 V D	{ -3 }	(A10-2)	[1158]		14
2333	Ungakkuu	E8B43QK-9		Fl Lo		723	Kk	K5 V M2 V	{ -2 }	(920+1)	[318C]		14
2336	Arrtrerriix	X5A3000-0		Fl Ba	R	022	Kk	M1 V M5 V	{ -3 }	(800+1)	[0000]		16
2340	Ghoogrraa	C3263QK-B	K	Lo		810	Kk	G7 V	{ 0 }	(420+1)	[137B]		6
2405	Gzak'gne	E200000-0		Va Ba		024	Kk	K8 V M0 V	{ -3 }	(500-3)	[0000]		14
2406	Akiikraa	C6617RK-D	K	Ri		300	Kk	M6 V	{ 2 }	(86B+1)	[894C]		9
2410	'Nkiioo	C5724QK-B	K	He Ni		503	Kk	M8 V M2 V BD	{ 0 }	(A31+1)	[545C]		8
2414	Rreegh!'kroo	E400000-0		Va Ba		011	Kk	K7 V	{ -3 }	(600-4)	[0000]		8
2416	Neergak'	D8A35QK-A	K	Fl Ni		723	Kk	G9 V G2 V K4 V	{ -1 }	(C42+2)	[6449]		16
2419	Ta'la	A684ARK-F	K	Hi		504	Kk	M4 V M7 V	{ 3 }	(99C-1)	[8D6L]		17
2420	Aghkrarlur	E210000-0		Ba		023	Kk	G1 V	{ -3 }	(500-3)	[0000]		12
2421	Iuka A'ta	B8986RK-D	K	Ni Ag		502	Kk	F6 V	{ 2 }	(854+4)	[4869]		10
2422	Rugimma	C4235QK-B	O	Ni Po		311	Kk	G9 V	{ 0 }	(B42+1)	[458A]		12
2423	Trighagiikr	E6B0000-0	K	He Ba		024	Kk	K6 V M0 V	{ -3 }	(800+1)	[0000]		13
2424	Uaax	B6465QK-C	O	Ni Ag		134	Kk	G5 V	{ 2 }	(C44+3)	[874C]		19
2426	A'lkar	E5546RK-B		Ni Ag		120	Kk	K3 V	{ 0 }	(E52+3)	[665A]		10
2427	Ikaga	A654ARK-F	K	Hi		202	Kk	F1 V	{ 3 }	(99B+2)	[CD3D]		7
2429	Gzanaoorr	A8689RK-F	K	Hi Pr		602	Kk	F6 V G3 V M6 V F1 V	{ 3 }	(48B-3)	[BC6D]		12
2433	Traleerrba	B7678RK-E	O	Ga Ph Pa Ri		222	Kk	G1 V M2 V	{ 3 }	(B77+1)	[7B4H]		12
2439	Aakkug Zoong	E420000-0	K	De He Ba Po		035	Kk	M0 V	{ -3 }	(300+4)	[0000]		16
2501	Kaabighir	C6538RK-C	O	Ph Po		320	Kk	G7 V G7 V	{ 1 }	(776-1)	[D97B]		10
2504	Ruteemga	C6956RK-B	K	Ni Ag		500	Kk	M0 V	{ 1 }	(756-3)	[5769]		9
2506	Tr'ukr'	D4145QK-A	O	Ic Ni		525	Kk	M3 V	{ -1 }	(E42+2)	[7479]		16
2509	Aratna	D5437RK-C	O	Pi Po		603	Kk	G4 V	{ 0 }	(C66+2)	[478F]		6
2510	Rikrkurre	A5569RK-E	K	Hi		204	Kk	M0 V M5 V	{ 3 }	(989+1)	[CC3G]		9
2514	!Ranla	A7878RK-F	K	Ga Ph Pa Ri		234	Kk	K1 V M3 V K3 V	{ 3 }	(H7A+2)	[AB7G]		16
2515	Kr!rnooa	E5A0000-0		He Ba		014	Kk	M5 V	{ -3 }	(700+3)	[0000]		10
2516	Arruloorr	A5395QK-B	K	Ni		114	Kk	M8 V BD M9 V	{ 1 }	(B42+2)	[861F]		14
2517	Iingtrarrma	E8A82PK-9		Fl Lo		423	Kk	F4 V G2 V	{ -2 }	(D10-3)	[517A]		8
2521	R!!uulgan	C4114QK-C		Ic Ni		904	Kk	M4 V BD	{ 0 }	(D35+2)	[247B]		11
2525	Eroe	DAE5976-8		Hi (Hicroa)	A	525	KC	K1 V M0 V D	{ -1 }	(D87+1)	[48A8]		14
2527	'Umkre	B84A4QK-C	K	Wa Ni		423	Kk	K6 V M5 V M0 V	{ 1 }	(D33-4)	[45AH]		13
2529	Mbea!r	C5896RK-B		Ni Ri		214	Kk	M5 V M0 V	{ 1 }	(D57-4)	[975A]		12
2530	Nakria Aa	C79A3QK-B	K	Wa Lo		510	Kk	K5 V	{ 0 }	(820+1)	[733F]		8
2532	Rookekrax	A9897RK-F	K	Ri		503	Kk	A7 V K4 V	{ 3 }	(A69+3)	[BA5F]		10
2535	Aaktukr	B7486RK-E		Ni Ag		313	Kk	M2 V	{ 2 }	(858-2)	[684E]		13
2538	Laarkrau	D75A5QK-A		Wa Ni		523	Kk	G0 V	{ -1 }	(B43-1)	[7448]		13
2602	Gikagar	A5589RK-E	K	Hi		823	Kk	M5 V BD	{ 3 }	(D8B+2)	[CC4G]		18
2603	Kaarru	X9B6000-0		Fl Ba	R	013	Kk	G0 V	{ -3 }	(300-1)	[0000]		12
2604	Raghaka	C6263QK-A	O	Lo		324	Kk	G9 V	{ 0 }	(B20+1)	[135B]		13
2605	Kihkooxtoo	C6336RK-D	K	Ni Na Po		613	Kk	G4 V G3 V K3 V	{ 0 }	(B54+1)	[5619]		9
2606	A!gha	C7A5557-A		Fl Ni Giru6 Klah4		413	Kk	K3 V M1 V	{ 0 }	(D45+1)	[857A]		16
2610	Kiagnoo	E220000-0	K	De Ba Po		021	Kk	M3 V BD	{ -3 }	(A00-3)	[0000]		15
2611	Tiigtau	C9475QK-A	K	Ni Ag		322	Kk	G6 V M5 V G1 V	{ 1 }	(B47-5)	[665A]		14
2614	Nux!ghee	C7456RK-C		Ni Ag		323	Kk	K0 V	{ 1 }	(955-3)	[479A]		11
2615	Ookurgna	A657ARK-F		Ga Hi		724	Kk	K8 V	{ 3 }	(E9D+4)	[BD5G]		17
2619	Grairi	D75A6RK-B	K	Wa Ni		500	Kk	M0 V BD M7 V	{ -1 }	(B53+4)	[753E]		11
2621	Iixnahku	C5528RK-C	K	Ph Po		403	Kk	G9 V K8 V	{ 1 }	(77C+1)	[694B]		10
2622	Ruakbu	CA894QK-A	K	Ni		900	Kk	M2 V M5 V	{ 0 }	(333+1)	[646B]		9
2623	Traotoo	C5549RK-E	K	Hi		202	Kk	M1 V	{ 2 }	(A88-3)	[8B3G]		8
2625	Ra Aghari	E200000-0		Va Ba		024	Kk	M3 V	{ -3 }	(500+1)	[0000]		11
2630	Xataa	B5517RK-D	K	Po		310	Kk	G8 V	{ 2 }	(868-1)	[893C]		8
2633	Buali Kiirkuu	B4948RK-F		Ph Pa Pi		124	Kk	K7 V	{ 2 }	(975+4)	[BA8G]		13
2707	Kulagni Ka	A684ARK-F		Hi		800	Kk	K2 IV	{ 3 }	(59C-1)	[BD5L]		4
2709	Tag'Kraan	B7887RK-F	K	Ag Ri		211	Kk	A2 V	{ 4 }	(769-3)	[9B5L]		10
2710	Adteekkre	B4465QK-D	K	Ni Ag		202	Kk	G8 V	{ 2 }	(747-3)	[177D]		12
2711	Rikraiim	E420000-0		De He Ba Po		024	Kk	M2 V	{ -3 }	(800+2)	[0000]		14
2713	Akt'tkra	B687ARK-F		Ga Hi		735	Kk	K3 V M6 V	{ 3 }	(J98+1)	[AD4D]		17
2716	Regnomo	C200557-A	O	Va Ni Giru5 Tilp5		402	Kk	K8 V	{ 0 }	(C41+1)	[2559]		8
2717	Tapxtale	D5704QK-A	K	De He Ni		300	Kk	G8 V	{ -1 }	(835+1)	[5399]		7
2718	Gh!rual	C6A14QK-B	K	Fl He Ni		714	Kk	M2 V M2 V	{ 0 }	(D32+1)	[349B]		14
2719	Utarrn'	B555ARK-F	K	Hi		210	Kk	K2 V	{ 3 }	(89C+3)	[BD9A]		9
2720	Kaekrtee	C6493QK-B	K	Lo		510	Kk	K5 V	{ 0 }	(820-1)	[438C]		7
2722	Kr'teeee	E5212PK-8		He Lo Po		224	Kk	M6 V	{ -3 }	(F10-3)	[2128]		16
2724	Aghakung	C65A6RK-C	K	Wa Ni		634	Kk	K6 V	{ 0 }	(D53-2)	[465E]		17
2725	Ratutaax	C5335QK-A		Ni Po		513	Kk	M1 V	{ 0 }	(742+2)	[453C]		11
2726	Nu Xeeruu	B76A5QK-D		Wa Ni Pr		914	Kk	G5 V K1 V K6 V	{ 1 }	(D43-2)	[361F]		9
2733	Krek'raa Tuo	D7A64QK-9	K	Fl Ni		323	Kk	K6 V M4 V	{ -2 }	(D30+1)	[627D]		15
2740	Rakun'n	CA8A5QK-C	K	Oc Ni Pr		124	Kk	G7 V	{ 0 }	(A46+2)	[355C]		11
2801	Krikn'ee	E210000-0		Ba		003	Kk	G9 V	{ -3 }	(700-3)	[0000]		10
2805	Akimkaa	B7926RK-F		He Ni		123	Kk	G6 V M6 V D	{ 1 }	(A56+4)	[874G]		11
2814	Kakghatoo	B6984QK-E	K	Ni Pa		614	Kk	G7 V G5 V	{ 1 }	(B37+3)	[554E]		9
2815	Rugr'rrra	BAD66RK-F		Ni		420	Kk	M5 V M2 V	{ 1 }	(A57+2)	[774H]		12
2816	N'lgagex	E5465QK-9	K	Ni Ag		313	Kk	A9 V	{ -1 }	(941-1)	[541B]		13
2820	Kaagnalka	E100000-0		Va Ba		000	Kk	K5 V	{ -3 }	(700+1)	[0000]		13
2822	Morgua	A5519RK-F	K	Hi Po		924	Kk	M8 V BD	{ 3 }	(C8A+1)	[EC4B]		14
2824	Nu Arrg'u	C7766RK-B	K	Ni Ag		723	Kk	M7 V	{ 1 }	(A54+1)	[378B]		13
2827	Neeoul	C5373QK-B	K	Lo		105	Kk	M5 V M6 V	{ 0 }	(C20-1)	[235G]		17
2828	Keeirrgi	C5425QK-A	K	He Ni Po		304	Kk	K5 V	{ 0 }	(945-3)	[1559]		14
