Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
Stor	H	2520	Ospar	C774531-7		Ag Ho Ni Tr 		722	NaHu	K5 V BD 	{ -1 }	(440-2)	[A15B]		10
Stor	H	2618	Eeling	D775136-5		Co Lo Lt Tu 		804	NaHu	K8 V 	{ -3 }	(900+4)	[1183]		12
Stor	H	2619	Aestera	A8A2362-C	KMV	Fl He Ho Ht Lo O:1518		823	Ou	B7 V D BD A2 V M2 V 	{ 2 }	(B22+5)	[416B]		12
Stor	H	2711	Ingen Lun	C201488-B		Fr Ic Ni Sa Va 		624	NaHu	K1 V M3 V M6 V 	{ 0 }	(831+1)	[815A]		14
Stor	H	2712	Lemoant	E99527A-9		Ho Lo Tr 		512	NaHu	K5 V K5 V 	{ -2 }	(E10-1)	[718A]		11
Stor	H	2717	Fergil	D576200-8	C	Lo 		604	NaHu	K4 V 	{ -3 }	(G10+1)	[7147]		14
Stor	H	2813	Lannenaskan	CA79500-9		Ho Ni Zaru7 		922	NaHu	K1 V K1 V D 	{ -1 }	(E41-1)	[8169]		8
Stor	H	2814	A8A-619	XA9A000-0		Ba Bo Oc 		000	NaXX	G5 V G5 V K5 V K7 V 	{ -3 }	(200-5)	[0000]		7
Stor	H	2818	Bollman's Moon	D211200-A	C	Co Ic Lo Sa 		402	NaHu	M1 V 	{ -1 }	(810+2)	[21AF]		8
Stor	H	2918	Vance	CA76855-5		Co Lt Pa Ph Pi 		623	NaHu	G7 V K8 V 	{ -1 }	(B74+2)	[5277]		9
Stor	H	2919	5A7-687	X5A7000-0		Ba Fl Fr 		000	NaXX	M7 V M7 V 	{ -3 }	(200-5)	[0000]		5
Stor	H	3012	Everclear	C87A656-9		Co Ni Tz Wa 		702	NaHu	K4 V M8 V 	{ -1 }	(E54+2)	[9167]		12
Stor	H	3112	Aspire	D799443-5		Lt Ni 		131	NaHu	G0 V 	{ -3 }	(731+5)	[7168]		11
Stor	H	3114	7A2-129	E7A2000-0		Ba Fl Fr He 		010	NaXX	K0 V 	{ -3 }	(200-5)	[0000]		5
Stor	H	3118	542-907	X542000-0		Ba Fr He Po Tz 		004	NaXX	M3 V 	{ -3 }	(200-5)	[0000]		8
Stor	H	3119	510-504	X510000-0		Ba Fr 		020	NaXX	M1 VI 	{ -3 }	(200-5)	[0000]		6
Stor	H	3211	610-264	X610000-0		Ba Fr 		002	NaXX	M7 V D 	{ -3 }	(200-5)	[0000]		6
Stor	H	3214	Masson	A000785-C	KM	As Co Ht Na Pi Va 		610	NaHu	K0 V D 	{ 3 }	(86A+1)	[752E]		8
Stor	H	3217	Sherin	B896666-8	M	Ag Ho Ni Tr Tz O:3214		502	NaHu	M2 V 	{ 0 }	(952+1)	[1188]		13
Stor	H	3219	Remquis	C6486BA-8		Ag Ni 		104	NaHu	K7 V 	{ -1 }	(654-1)	[A134]		14
Stor	I	0121	Sturen	B410494-B		Bo Ni Sa 		513	NaHu	F2 V D BD 	{ 1 }	(937-3)	[513B]		9
Stor	I	0123	Sparkle	E5A2274-A		Fl He Lo Sa 		404	NaHu	G0 V G0 V K2 V 	{ -1 }	(A10+1)	[717D]		12
Stor	I	0124	Horizon	CBDA77A-A		Oc Pz Zaru3 	A	322	NaHu	K1 V M5 V 	{ 1 }	(G68+1)	[7339]		9
Stor	I	0129	Pelage	B997887-A	M	Co Pa Ph Pi Tu 		400	NaHu	K6 V 	{ 2 }	(C79+1)	[8548]		9
Stor	I	0130	7B5-808	X7B5000-0		Ba Bo Fl 		004	NaXX	G8 V 	{ -3 }	(200-5)	[0000]		7
Stor	I	0221	Glint	A542737-B	M	Bo He Pi Po Tz 		724	NaHu	K9 V 	{ 2 }	(C68-2)	[442B]		11
Stor	I	0223	Astoria	C789621-9		Co Ni Ri Tz 		921	NaHu	M1 V 	{ 0 }	(C56+5)	[6117]		11
Stor	I	0224	Nancy	D966220-7		Co Lo Tu Tz 		700	NaHu	M0 V 	{ -3 }	(A10+5)	[3159]		3
Stor	I	0229	Dalmatt	X9A7878-3		Co Fl Fo Lt Ph (Mulok) 	R	104	NaXX	M3 V 	{ -2 }	(C75+2)	[8197]		12
Stor	I	0230	Heathern Belt	C000621-C		As Co Ht Na Ni Va 		323	NaHu	K3 V M1 V K9 V M5 V 	{ 0 }	(H54+4)	[B14D]		10
Stor	I	0321	Caspar	C6A2235-A		Bo Fl He Lo 		501	NaHu	F9 V 	{ 0 }	(910-5)	[417B]		7
Stor	I	0322	Tarangil	BBA4787-9	KM	Bo Fl 		503	NaHu	K8 V 	{ 2 }	(F69+1)	[B454]		9
Stor	I	0323	Pinnacle	BAD8685-A	M	Co Da Ni 	A	803	NaHu	K7 V M4 V 	{ 1 }	(B57-2)	[6229]		13
Stor	I	0324	Wyvelli	D98A340-6		Co Lo Wa 		901	NaHu	M1 V 	{ -3 }	(720+5)	[218A]		5
Stor	I	0325	575-659	X575000-0		Ba Co 		032	NaXX	K1 V K1 V 	{ -3 }	(200-5)	[0000]		13
Stor	I	0326	Waverly	C577654-6		Ag Ni 		824	NaHu	G7 V 	{ -1 }	(655+3)	[A14B]		15
Stor	I	0328	644-542	E644000-0		Ba Tz 		004	NaXX	M5 V 	{ -3 }	(200-5)	[0000]		9
Stor	I	0423	Kaesan	A6A1775-C	KM	Fl He Ht 		424	NaHu	G7 V K0 V 	{ 3 }	(C6B+1)	[B52B]		11
Stor	I	0426	Ymni	CFB9A9D-A	M	Co Fl Hi In Pz Tz (Yand) 	A	102	NaXX	M7 V 	{ 3 }	(A9B-1)	[5859]		10
Stor	I	0428	Lorrin	B699794-A	K	Co Pi 		103	NaHu	M2 V 	{ 2 }	(A68+1)	[744E]		13
Stor	I	0430	Inkil	B8AA488-9	M	Fl Fr Ni 		801	NaHu	K3 V 	{ 0 }	(331+2)	[3167]		6
Stor	I	0524	Darria	C233444-B		Co Ni Po Tz 		601	NaHu	M2 V M4 V 	{ 0 }	(334+5)	[5149]		4
Stor	I	0527	Menri	A643883-B	K	Cx Ho Ph Pi Po Tr Tz 		504	Mr	M8 V 	{ 2 }	(778+2)	[A549]		14
Stor	I	0528	Angbar	B401668-A	M	Co Ic Na Ni Sa Va O:0527		103	Mr	G5 V G5 V 	{ 1 }	(756-1)	[4269]		10
Stor	I	0529	Leaithan	C100343-B		Fr Lo Sa Va 		313	NaHu	M6 V M6 V 	{ 0 }	(620+5)	[717C]		10
Stor	I	0530	Barantine	EAE7000-0		Ba Co 		002	NaXX	M0 V 	{ -3 }	(200-5)	[0000]		14
Stor	I	0621	Grafaren Belt	D000233-B		As Fr Lo Va 		502	NaHu	F9 V BD 	{ -1 }	(810+5)	[217A]		13
Stor	I	0622	6A8-408	X6A8000-0		Ba Co Fl 		003	NaXX	F8 V F8 V 	{ -3 }	(200-5)	[0000]		11
Stor	I	0623	Herendon	B696597-7		Ag Co Ni Tu 		522	NaHu	G2 V K5 V 	{ 0 }	(245-5)	[5147]		15
Stor	I	0627	Exeakel	D576222-7		Co Lo Tz 		823	NaHu	M0 V 	{ -3 }	(510+5)	[116A]		14
Stor	I	0628	Sunrise	E8A2000-0		Ba Fl He Ho 		021	NaXX	G6 V 	{ -3 }	(200-5)	[0000]		10
Stor	I	0629	Sistern	D897237-5		Lo Lt 		820	NaHu	G7 V K3 V 	{ -3 }	(810+2)	[1186]		11
Stor	I	0630	Elenoor	D000357-C	C	As Fr Ht Lo Va 		303	NaHu	B2 IV 	{ -1 }	(F20+5)	[115C]		11
Stor	I	0724	Stringent	BB98453-9		Ni Pa Zaru2 		703	NaHu	G3 V G5 V K9 V 	{ 0 }	(B31+3)	[116D]		9
Stor	I	0726	Nersis	BA7956A-A	KM	Ni Tz O:0527		922	Mr	K3 V M0 V 	{ 2 }	(F46-1)	[128B]		10
Stor	I	0727	Farrenluna	B30149A-B	M	Fr Ic Ni Sa Va 		702	NaHu	M7 V M7 V 	{ 1 }	(434-2)	[219E]		13
Stor	I	0729	Fierymount	C976687-7		Ag Co Ni Tu 		504	NaHu	M2 V 	{ -1 }	(750+2)	[7155]		9
Stor	I	0730	Riankin	C200559-B		Fr Ni Sa Va 		433	NaHu	G3 V K7 V 	{ 0 }	(845+5)	[4178]		12
Stor	I	0829	Gasparus	B000124-A		As Fr Lo Va 		810	NaHu	M0 V 	{ 1 }	(D01+5)	[217B]		7
Stor	J	0921	7A7-411	X7A7000-0		Ba Fl Ho 		004	NaXX	G1 V G2 V G2 V K5 V 	{ -3 }	(200-5)	[0000]		9
Stor	J	0923	425-561	X425000-0		Ba Ho 		010	NaXX	F8 V F8 V G7 V K1 V 	{ -3 }	(200-5)	[0000]		8
Stor	J	0927	Refern	E698400-8		Da Ho Ni Pa Tz 	A	810	NaHu	M1 V 	{ -3 }	(630+1)	[4168]		7
Stor	J	0928	5A9-123	X5A9000-0		Ba Fl Fr 		003	NaXX	K2 V M2 V 	{ -3 }	(200-5)	[0000]		10
Stor	J	1021	Stensilwa	E7AA112-A		Fl Lo Tz 		212	NaHu	M2 V 	{ -1 }	(E00+2)	[6177]		12
Stor	J	1022	Nautilus	CA99756-6		Co Pi Tz 		904	NaHu	M5 V 	{ -1 }	(B66+2)	[4137]		9
Stor	J	1025	677-390	X677000-0		Ba Ho Tr Tz 		010	NaXX	M0 V 	{ -3 }	(200-5)	[0000]		9
Stor	J	1029	673-397	X673000-0		Ba Co Tu 		004	NaXX	G7 V K7 V M9 V K0 V 	{ -3 }	(200-5)	[0000]		8
Stor	J	1030	237-816	X237000-0		Ba Ho 		004	NaXX	K3 V M4 V 	{ -3 }	(200-5)	[0000]		10
Stor	J	1121	Harmon	B667547-9		Ag Co Da Ga Ni Pr Tu 	A	220	NaHu	M1 V M8 V 	{ 1 }	(844-1)	[A169]		10
Stor	J	1123	Opal	B332499-9	M	Da Ho Ni Po Tz 	A	803	NaHu	M5 V M5 V 	{ 0 }	(A32-1)	[6127]		7
Stor	J	1127	Arranas	EA99550-6		Da Ni Zaru4 	A	420	NaHu	M0 V 	{ -3 }	(741+4)	[7149]		8
Stor	J	1128	Port Rikard	C5A2300-A	M	Fl Fr He Lo Sa 		323	NaHu	G4 V G6 V 	{ 0 }	(720-2)	[616A]		16
Stor	J	1221	Hehrdahl	B251467-C	KM	Da Ho Ht Ni Po O:1018	A	302	NaHu	K7 V 	{ 2 }	(538+5)	[416A]		9
Stor	J	1222	Serneo	CA65100-8		Co Lo Tz 		113	NaHu	M5 V 	{ -2 }	(E00+1)	[6179]		13
Stor	J	1224	Argano	BAD646B-B	K	Da Ni Tz Zaru1 O:1423	A	130	Me	M3 V M7 V 	{ 1 }	(F33+1)	[1158]		10
Stor	J	1227	Ikna	C410550-B		Da Fr Ni Sa 	A	102	NaHu	M2 V 	{ 0 }	(441+1)	[6169]		7
Stor	J	1228	9A6-455	X9A6000-0		Ba Co Fl 		004	NaXX	K0 V 	{ -3 }	(200-5)	[0000]		10
Stor	J	1321	Yisttans	B997979-9		Hi In Tz Zaru1 		324	NaHu	K9 V 	{ 3 }	(F8D-1)	[E74B]		12
Stor	J	1330	Memorem	C754788-3		Ag Lt 		924	NaHu	G3 V 	{ 0 }	(264+1)	[9246]		11
Stor	J	1421	Sarka Alpha	B21136B-B	K	Da Fr Ic Lo Sa O:1423	A	534	Me	M5 V D 	{ 1 }	(921+1)	[1166]		14
Stor	J	1422	Derrenar Gamma	C20036B-B	M	Da Fr Lo Sa Va O:1423	A	104	Me	G5 V K0 V K9 V 	{ 0 }	(720+2)	[1169]		13
Stor	J	1423	Malzaena	A8879BD-B	KM	Cx Ga Hi Ho Pr Pz Tr Zaru2 	A	100	Me	G7 V 	{ 4 }	(78A-5)	[C82B]		5
Stor	J	1426	Laremoor	B898554-7		Ag Ni 		714	NaHu	K0 V M2 V 	{ 0 }	(944+3)	[8115]		16
Stor	J	1430	A96-127	XA96000-0		Ba Bo Tz 		004	NaXX	K5 V 	{ -3 }	(200-5)	[0000]		9
Stor	J	1522	Furrenor Beta	C10036B-B	M	Da Fr Lo Sa Va O:1423	A	204	Me	K9 V 	{ 0 }	(620+1)	[616B]		10
Stor	J	1523	Iaxian	D972756-7		Fr He Pi 		903	NaHu	K6 V D 	{ -2 }	(A6A+4)	[6169]		9
Stor	J	1524	Donar Delta	A5A3753-A	M	Bo Fl Sa 		103	NaHu	F9 V G3 V G2 V G9 V 	{ 2 }	(966+1)	[A467]		12
Stor	J	1525	Estans	B00056A-A	KM	As Da Ho Ni Va O:1423	A	310	Me	M2 V M2 V 	{ 2 }	(947-1)	[223E]		9
Stor	J	1527	Almara	CA9A113-B	V	Ho Lo Oc Tz 		431	NaHu	K9 V M6 V M4 V 	{ 0 }	(B00+5)	[6146]		9
Stor	J	1530	578-420	X578000-0		Ba Co 		001	NaXX	K7 V K7 V M2 V 	{ -3 }	(200-5)	[0000]		6
Stor	J	1624	622-631	E622000-0		Ba Fr He Po Tz 		004	NaXX	M2 V M6 V 	{ -3 }	(200-5)	[0000]		10
Stor	J	1626	Heryenar	EA77322-3		Co Lo Lt 		303	NaHu	M2 V M2 V 	{ -3 }	(B20-2)	[7166]		7
Stor	J	1627	5A4-982	E5A4000-0		Ba Fl Fr 		012	NaXX	K9 V M0 V 	{ -3 }	(200-5)	[0000]		8
Stor	K	1725	845-312	X845000-0		Ba Bo Tz 		002	NaXX	K9 V 	{ -3 }	(200-5)	[0000]		7
Stor	K	1726	595-862	E595000-0		Ba Fr Tz 		013	NaXX	M3 V 	{ -3 }	(200-5)	[0000]		11
Stor	K	1727	100-500	E100000-0		Ba Fr Va 		021	NaXX	F4 V G9 V 	{ -3 }	(200-5)	[0000]		11
Stor	K	1730	Laurentine	C479733-7		Ho Pi Tz 		820	NaHu	G4 VI 	{ -1 }	(466+1)	[5128]		7
Stor	K	1821	Sandish Alpha	C200268-C	V	Fr Ht Lo Sa Va O:1518		721	Ou	G5 V 	{ 0 }	(510-5)	[615C]		9
Stor	K	1822	Varanoor	A627331-A		Co Lo 		803	NaHu	M2 V 	{ 1 }	(C21+3)	[611B]		12
Stor	K	1827	551-458	X551000-0		Ba Ho Po 		003	NaXX	K1 IV M6 V BD G6 V K4 V BD 	{ -3 }	(200-5)	[0000]		9
Stor	K	1830	Tarrin Epsilon	E652400-5	C	Lt Ni Po Sa 		225	NaHu	K5 V 	{ -3 }	(C32+1)	[416A]		13
Stor	K	1921	Guanrennen	CC98300-A		Lo Tz Zaru6 		203	NaHu	M1 V 	{ 0 }	(E20+1)	[315E]		8
Stor	K	1922	Srual	XA65656-0		Ag Bo Fo Lt Ni Ri (Baju) 	R	702	NaXX	K8 V M3 V 	{ -1 }	(753+1)	[6185]		9
Stor	K	1924	Bospar Gamma	E100425-B		Co Ni Sa Va 		901	NaHu	A7 V 	{ -1 }	(334+2)	[218F]		4
Stor	K	1927	551-525	E551000-0		Ba Co Po Tz 		001	NaXX	M2 V 	{ -3 }	(200-5)	[0000]		5
Stor	K	1928	Ixil	CA67300-8		Lo Tz 		120	NaHu	K9 V K9 V 	{ -2 }	(E20+5)	[7157]		13
Stor	K	1929	523-444	X523000-0		Ba Co Po 		021	NaXX	M5 V M9 V 	{ -3 }	(200-5)	[0000]		10
Stor	K	1930	Shimealia	D768579-4		Ag Lt Ni Pr 		710	NaHu	K4 V 	{ -2 }	(842-2)	[A147]		5
Stor	K	2021	Boriael	C666558-A	M	Ag Co Ga Ni Pr Tu 		921	NaHu	K3 V M3 V 	{ 1 }	(A47+5)	[6149]		11
Stor	K	2121	544-109	X544000-0		Ba 		003	NaXX	G7 V 	{ -3 }	(200-5)	[0000]		7
Stor	K	2124	Gliterring	B98A59C-A	M	Co Da Ni Pr Tz Wa 	A	934	NaHu	K7 V D 	{ 1 }	(J47+3)	[2167]		15
Stor	K	2127	979-602	E979000-0		Ba Bo 		003	NaXX	G7 V K6 V 	{ -3 }	(200-5)	[0000]		8
Stor	K	2322	Saanauk	E755544-4		Ag Co Ga Lt Ni Tu 		203	NaHu	M6 V 	{ -2 }	(840+4)	[9154]		8
Stor	K	2323	AB7-537	EAB7000-0		Ba Fl 		001	NaXX	G2 V M6 V BD 	{ -3 }	(200-5)	[0000]		7
Stor	K	2324	Noorian Alpha	C4206AA-8		Da De He Ho Na Ni Po Sa 	A	602	NaHu	G9 V 	{ -2 }	(450+1)	[4147]		9
Stor	K	2326	620-710	X620000-0		Ba De He Po Tz 		003	NaXX	K7 V 	{ -3 }	(200-5)	[0000]		8
Stor	K	2327	Shahmander	C000476-B		As Ho Ni Va 		514	NaHu	K6 V D 	{ 0 }	(H31-1)	[516C]		11
Stor	K	2328	Nessian	D778535-4		Ag Co Lt Ni 		124	NaHu	K5 V 	{ -2 }	(240+3)	[3189]		12
Stor	K	2427	Rauspan	C67A440-9		Ni Wa 		600	NaHu	G8 V 	{ -1 }	(A31+1)	[615E]		5
Stor	K	2430	447-576	X447000-0		Ba Fr Tz 		033	NaXX	K6 V M1 V BD 	{ -3 }	(200-5)	[0000]		10
Stor	L	2530	Bannarish	C000427-B		As Ho Ni Va 		610	NaHu	M7 V 	{ 0 }	(D35-3)	[412A]		7
Stor	L	2623	Ikardrell	D000400-C		As Co Ht Ni Va 		712	NaHu	G8 V 	{ -1 }	(B35+3)	[416C]		9
Stor	L	2625	Irkash	D440444-A		De He Ho Ni Po 		800	NaHu	G1 V D D K3 V 	{ -1 }	(330-3)	[7159]		4
Stor	L	2626	Labota	C9A8545-9		Fl Fr Ni 		900	NaHu	K9 V 	{ -1 }	(745+3)	[115D]		5
Stor	L	2630	Bekker	A9A5346-B		Fl Fr Lo 		703	NaHu	M5 V 	{ 1 }	(B21+2)	[314C]		10
Stor	L	2721	Balial	B5A75A6-9	K	Fl Fr Ni 		903	NaHu	K6 V M1 V 	{ 0 }	(543+2)	[312C]		7
Stor	L	2722	Hurgo	D997367-6		Co Da Lo Px Tu O:2721	A	103	NaHu	K1 V D 	{ -3 }	(C20+3)	[417B]		8
Stor	L	2723	8B6-408	X8B6000-0		Ba Co Fl 		022	NaXX	M0 V 	{ -3 }	(200-5)	[0000]		13
Stor	L	2724	Usheshenmar	B844638-7		Ag Co Ni Tu Tz 		602	NaHu	M7 V 	{ 0 }	(554-2)	[8176]		10
Stor	L	2730	Rannekan	D989320-7	C	Lo 		503	NaHu	G1 V K9 V G8 V 	{ -3 }	(A20+5)	[8178]		13
Stor	L	2822	AA8-702	EAA8000-0		Ba Co Fl Tz 		013	NaXX	M8 V 	{ -3 }	(200-5)	[0000]		11
Stor	L	2826	Iras	B0006AD-C	KM	As Bo Da Ht Na Ni Va 	A	912	NaHu	K9 III 	{ 2 }	(F56-2)	[4369]		13
Stor	L	2921	Fernig	B000452-D	M	As Bo Ht Ni Va 		714	NaHu	F3 V 	{ 1 }	(H37+2)	[613F]		10
Stor	L	2923	5A8-807	E5A8000-0		Ba Co Fl 		020	NaXX	A6 V F3 V K7 V F7 V 	{ -3 }	(200-5)	[0000]		8
Stor	L	2926	6A6-369	E6A6000-0		Ba Bo Fl Tz 		021	NaXX	K9 V 	{ -3 }	(200-5)	[0000]		12
Stor	L	3022	422-434	X422000-0		Ba He Ho Po 		022	NaXX	K1 V 	{ -3 }	(200-5)	[0000]		9
Stor	L	3023	Duringdan	D756422-5		Ga Ho Lt Ni Pa Tr 		200	NaHu	F9 V G5 V G3 V 	{ -3 }	(831+5)	[914A]		10
Stor	L	3122	Yarwan	B654257-A		Co Lo Tu Tz 		221	NaHu	M7 V 	{ 1 }	(B11+5)	[113C]		9
Stor	L	3128	Yugsorg	A6A5662-C	K	Co Fl Ht Ni O:3225		920	NaHu	K2 V K5 V 	{ 1 }	(B55+1)	[926D]		5
Stor	L	3129	Cyclops	D663320-7		Lo Tz 		303	NaHu	K4 V 	{ -3 }	(920+3)	[817A]		11
Stor	L	3222	Jenkl	D4457A7-4	V	Ag Ho Lt Pi (Hyracoth) 		925	NaXX	K1 V K7 V 	{ -1 }	(265-1)	[8189]		16
Stor	L	3225	Spartig	A578722-C	KM	Ag Co Ht Pi 		902	NaHu	G4 V K3 V K3 V 	{ 4 }	(56A+3)	[C647]		9
Stor	M	0131	577-481	X577000-0		Ba Co 		001	NaXX	M2 V 	{ -3 }	(200-5)	[0000]		5
Stor	M	0134	Arleon	A56669A-B	K	Ag Ni Ri 		404	NaHu	G8 V 	{ 3 }	(757-3)	[744D]		13
Stor	M	0135	Tinto	C748313-8		Co Lo 		502	NaHu	G9 V 	{ -2 }	(B20+5)	[7157]		6
Stor	M	0232	Hexaluna	CA55699-6		Ag Ho Ni Zaru1 		600	NaHu	K7 V M0 V 	{ -1 }	(C53-1)	[A147]		6
Stor	M	0233	Serenson	D000674-A		As Bo Na Ni Va 		512	NaHu	G5 V 	{ -1 }	(750-1)	[B16C]		8
Stor	M	0234	Chyran	C740334-B	M	De He Ho Lo Po 		514	NaHu	K9 V 	{ 0 }	(920+4)	[416C]		13
Stor	M	0236	786-818	X786000-0		Ba Bo Ga 		020	NaXX	K5 V 	{ -3 }	(200-5)	[0000]		10
Stor	M	0239	Kindri	C699554-8	M	Da Ni 	A	402	NaHu	F8 V 	{ -2 }	(440+1)	[614B]		6
Stor	M	0335	Yennan	C6A489B-9		Fl Fr Ph Pz 	A	902	NaHu	K6 V M8 V 	{ 0 }	(678-2)	[3348]		7
Stor	M	0338	Ghidfall	X9AA631-5		Fl Fo Fr Lt Ni (Ghidfalli) 	R	322	NaXX	M2 V M2 V 	{ -3 }	(550+1)	[6167]		9
Stor	M	0339	569-452	X569000-0		Ba Co 		005	NaXX	K4 V M0 V M0 V M9 V 	{ -3 }	(200-5)	[0000]		8
Stor	M	0433	7A6-836	X7A6000-0		Ba Fl Fr 		001	NaXX	K5 V K5 V 	{ -3 }	(200-5)	[0000]		8
Stor	M	0534	Yarre	E565200-6		Lo 		124	NaHu	G6 V 	{ -3 }	(610+1)	[416B]		14
Stor	M	0539	Ringis	BAA8400-A	M	Fl Fr Ni 		724	NaHu	K7 V K7 V 	{ 1 }	(G36-1)	[7147]		13
Stor	M	0631	Quarnia	A676763-B	M	Ag Pi O:0527		200	Mr	G9 V K6 V 	{ 3 }	(76D+1)	[8559]		10
Stor	M	0633	Sarrentine	C9A4311-A	M	Bo Da Fl Lo 	A	601	NaHu	K9 V 	{ 0 }	(B20+1)	[7178]		4
Stor	M	0638	5A6-126	E5A6000-0		Ba Fl Fr 		024	NaXX	K5 V M7 V D 	{ -3 }	(200-5)	[0000]		9
Stor	M	0639	Yassi Lun	E576100-5	C	Co Da Lo Lt Sa 	A	302	NaHu	K7 V 	{ -3 }	(700+1)	[1188]		5
Stor	M	0731	445-419	X445000-0		Ba Ho 		024	NaXX	K0 V D M6 V 	{ -3 }	(200-5)	[0000]		12
Stor	M	0735	Seali	D000356-C		As Co Ht Lo Va 		822	NaHu	F5 V F5 V K7 V 	{ -1 }	(F20+5)	[116E]		9
Stor	M	0737	Wrakel	D400377-9		Lo Va 		200	NaHu	G7 V 	{ -2 }	(220-2)	[8169]		6
Stor	M	0738	Elausi	E544110-8		Co Lo Tz 		800	NaHu	M2 V 	{ -3 }	(300+4)	[6188]		9
Stor	M	0739	622-103	E622000-0		Ba Co He Po Tz 		004	NaXX	K8 V K8 V 	{ -3 }	(200-5)	[0000]		10
Stor	M	0740	697-127	X697000-0	V	Ba Co Tu Tz 		003	NaXX	M3 V 	{ -3 }	(200-5)	[0000]		8
Stor	M	0831	Ashmoon	B693311-B		Co Lo Sa Tu 		522	NaHu	M4 V M5 V 	{ 1 }	(921+1)	[814A]		13
Stor	M	0832	411-224	X411000-0		Ba Fr Ic 		020	NaXX	A6 V 	{ -3 }	(200-5)	[0000]		7
Stor	M	0833	Koridon	D853957-9		Co Hi Po Tu Tz MR		234	NaHu	K9 V D M5 V 	{ 0 }	(J84+2)	[8489]		11
Stor	M	0834	64A-170	E64A000-0		Ba Co Tz Wa 		010	NaXX	M4 V 	{ -3 }	(200-5)	[0000]		4
Stor	M	0835	Naren	C642420-9		He Ni Po 		524	NaHu	K0 V 	{ -1 }	(831+2)	[518D]		15
Stor	M	0840	Giddon	E000433-A		As Ni Va 		510	NaHu	G4 V 	{ -1 }	(B31+3)	[318B]		6
Stor	N	0931	Larien	D685530-3		Ag Ga Lt Ni Pr 		701	NaHu	G4 V 	{ -2 }	(B44+2)	[8138]		6
Stor	N	0932	599-581	X599000-0		Ba Co 		013	NaXX	K8 V 	{ -3 }	(200-5)	[0000]		11
Stor	N	0933	7B9-195	X7B9000-0		Ba Bo Fl Sa 		000	NaXX	M0 V 	{ -3 }	(200-5)	[0000]		3
Stor	N	0935	Barrondon	C868410-5	V	Co Lt Ni Pa Tz 		632	NaHu	M4 V D 	{ -2 }	(730+2)	[5165]		12
Stor	N	0936	8A5-658	X8A5000-0		Ba Co Fl 		004	NaXX	G8 V 	{ -3 }	(200-5)	[0000]		9
Stor	N	0938	Famar	B000422-A		As Ni Va 		713	NaHu	F4 V F9 V 	{ 1 }	(G36+3)	[6136]		13
Stor	N	0940	5A1-690	E5A1000-0		Ba Bo Fl He 		023	NaXX	G6 V 	{ -3 }	(200-5)	[0000]		8
Stor	N	1034	Beknarn	C761311-9		Co Lo 		203	NaHu	G4 V 	{ -1 }	(D20-1)	[5169]		11
Stor	N	1036	Coral	C996222-4		Co Lo Lt Tu 		403	NaHu	G3 V 	{ -2 }	(C10+2)	[7146]		9
Stor	N	1037	Winter	B765431-A	M	Ga Ho Ni Pa Tr 		921	NaHu	K7 V 	{ 1 }	(E32+1)	[718E]		12
Stor	N	1133	Wells	B8AA68B-C		Fl Ht Ni 		803	NaHu	K0 V 	{ 1 }	(E56+1)	[A227]		9
Stor	N	1136	Yahfar	CA79411-9		Ni Tz 		702	NaHu	M5 V 	{ -1 }	(A33+5)	[914A]		9
Stor	N	1139	Orantic Epsilon	C200256-C		Fr Ht Lo Sa Va 		704	NaHu	K6 V 	{ 0 }	(610-1)	[115E]		8
Stor	N	1140	5AA-171	X5AA000-0		Ba Fl Fr 		000	NaXX	F8 V 	{ -3 }	(200-5)	[0000]		7
Stor	N	1232	Wassen	C66A250-8		Lo Wa 		721	NaHu	G5 V G7 V 	{ -2 }	(E10+5)	[7138]		7
Stor	N	1234	Karmenen	C641476-8		He Ho Ni Po 		803	NaHu	K7 V 	{ -2 }	(F32-1)	[9155]		10
Stor	N	1236	5A6-606	E5A6000-0		Ba Fl Fr 		001	NaXX	A5 V K8 V 	{ -3 }	(200-5)	[0000]		6
Stor	N	1238	Yargus	C784322-8	M	Ho Lo Tr 		620	NaHu	G3 V G7 V 	{ -2 }	(720+5)	[2189]		9
Stor	N	1239	Bashir	E968555-7		Ag Ho Ni Pr 		904	NaHu	K7 V 	{ -2 }	(643+1)	[518A]		9
Stor	N	1240	Willmian	CB7A678-8		Ni Oc 		213	NaHu	K0 V 	{ -2 }	(G50+1)	[7144]		14
Stor	N	1333	9A6-590	X9A6000-0		Ba Fl Ho 		003	NaXX	M0 V 	{ -3 }	(200-5)	[0000]		12
Stor	N	1335	Karlehaug	X987300-3		Fo Ho Lo Lt Tr 	R	402	NaHu	M3 V 	{ -3 }	(B20-4)	[81A8]		9
Stor	N	1336	AA2-473	XAA2000-0		Ba Fl Fr He 		002	NaXX	G8 V K4 V K5 V K8 V 	{ -3 }	(200-5)	[0000]		5
Stor	N	1340	Baralan	B564320-B		Co Lo 		723	NaHu	K6 V BD 	{ 1 }	(921+2)	[712C]		10
Stor	N	1433	5AA-174	X5AA000-0		Ba Co Fl 		004	NaHu	A8 V 	{ -3 }	(200-5)	[0000]		10
Stor	N	1435	Karik Beta	E310342-A		Fr Lo Sa 		600	NaHu	A4 V G5 V 	{ -1 }	(720+4)	[21AB]		9
