Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
2627	Enshzabrinch	E655521-2		Ga Ni Ag		212	ZhMe	M4 II D M0 VI	{ -2 }	(642+0)	[4371]		10
2727	Iefzda	A564AAB-D	KM	Hi		302	ZhMe	G6 V	{ 4 }	(696+4)	[FE8D]		10
2728	Amtse	A141632-E		Ni Po		103	ZhMe	G1 V K5 VI	{ 1 }	(B56-1)	[574B]		11
2824	Netlrenjkiefr	B100897-D		Va Ph Na Pi		423	ZhMe	K9 V M0 VI BD D	{ 2 }	(E78-3)	[CA8E]		18
2825	Shtaplqriaki	A300A73-D	KM	Va Hi Na In		110	ZhMe	M1 V	{ 5 }	(B97+0)	[8F9F]		7
2828	Zhepr-32	X673000-0		Ba	F	023	ZhMe	F4 V F9 VI	{ -3 }	(A00-1)	[0000]		8
2829	Nodlfabl	B4347BD-7				133	ZhMe	K3 IV K4 V BD	{ 0 }	(868-1)	[6776]		15
2924	Zhorblients	B8AA778-B		Fl		224	ZhMe	G3 VI	{ 2 }	(J6A+3)	[8988]		11
2928	Shiaiezh	B9BA743-9	KM	Fl		302	ZhMe	A0 V	{ 2 }	(66D+1)	[3924]		8
2930	Meqo	X310000-0		Ba	F	022	ZhMe	G0 V	{ -3 }	(900-2)	[0000]		13
3021	Idlvrier	C545561-7		Ni Ag		913	ZhMe	G2 V M3 VI K8 V	{ -1 }	(740-1)	[7477]		12
3022	Iashtliq	X439000-0		Ba	F	024	ZhMe	F9 V G1 VI M0 VI	{ -3 }	(800-5)	[0000]		14
3025	Stiaqreprzdi	B687865-8	KM	Ga Ph Pa Ri		224	ZhMe	K9 V K1 VI	{ 2 }	(E7E-2)	[6A77]		13
3026	Tlechatlchtrn	B420510-9		De He Ni Po		102	ZhMe	F2 V M4 VI	{ 0 }	(743-3)	[855B]		11
3121	Fliaqriensh	A794953-E	KM	Hi In Cp		201	ZhMe	G0 V D	{ 5 }	(38E+2)	[AE6D]		11
3122	Tsonsshtiel	B75657A-B		Ga Ni Ag		212	ZhMe	F4 IV G0 VI	{ 2 }	(745+0)	[974B]		15
3126	Jiachdrk	A335786-C				900	ZhMe	A5 IV	{ 2 }	(46A-3)	[B92C]		10
3129	Zdejchtiav	E677641-6		Ni Ag		100	ZhMe	G0 V	{ -2 }	(A50-1)	[6416]		12
3222	Oprladrzhie	B641655-8	KM	He Ni Po		320	ZhMe	G5 V	{ 0 }	(856+2)	[B619]		12
3228	Drdriablblie	X687000-0		Ga Ba	F	023	ZhMe	K3 II M9 III	{ -3 }	(A00-1)	[0000]		13
0131	Ianzajde	X500000-0		Va Ba		024	NaXX	F2 V K8 VI	{ -3 }	(600+1)	[0000]		18
0133	Ozsteiel	A6687AB-A	KM	Ag Ri		223	CsZh	M0 II	{ 5 }	(D6E+0)	[3C2B]		10
0134	Ansdialchte	C788534-4		Ni Ag Pr		810	NaHu	G5 V	{ -1 }	(945+0)	[6484]		5
0135	Chti-34	X66A000-0		Wa Ba		003	NaXX	G5 V K5 VI	{ -3 }	(700-1)	[0000]		7
0138	Plech-45	X574000-0		Ba		024	NaXX	M1 V D BD BD	{ -3 }	(800-3)	[0000]		16
0140	Yedlzhr-51	X7C0000-0		He Ba		034	NaXX	G4 V	{ -3 }	(900-3)	[0000]		10
0231	Flrltsia	X590000-0		De He Ba		000	NaXX	K6 V M4 VI	{ -3 }	(B00+4)	[0000]		12
0235	Zhdiaqadr	D565654-3		Ni Ag Ri		224	NaHu	F9 V K8 VI	{ -1 }	(755+0)	[9566]		12
0236	Tliedriej	C503467-9		Ic Va Ni		200	CsZh	G7 V D G1 VI	{ -1 }	(831-1)	[1374]		5
0238	Dia'kez	X597000-0		Ba		023	NaXX	G4 IV M3 V	{ -3 }	(700-3)	[0000]		13
0239	Tsizhzhio	X787000-0		Ga Ba		001	NaXX	G3 V M8 V	{ -3 }	(700-1)	[0000]		7
0332	Friaqletl	X697000-0		Ba		023	NaXX	G7 V	{ -3 }	(600-3)	[0000]		15
0339	Anchadlbi	X686000-0		Ga Ba		023	NaXX	G4 V D G0 VI	{ -3 }	(700+1)	[0000]		14
0340	Liejablplonj	X523000-0		Ba Po		023	NaXX	G4 III K3 V	{ -3 }	(B00-3)	[0000]		10
0432	Nee	X772000-0		He Ba		013	NaXX	K7 V	{ -3 }	(600-1)	[0000]		10
0433	Qrielqrepzetl	X792000-0		He Ba		023	NaXX	F3 V G6 VI D D F6 VI	{ -3 }	(700-3)	[0000]		18
0435	Qrafr-62	X62A000-0		Ba		014	NaXX	M9 V BD BD	{ -3 }	(500+1)	[0000]		14
0436	E'dlia	C655520-5		Ga Ni Ag		103	CsZh	K9 V M2 VI	{ -1 }	(642-4)	[A456]		11
0439	Ianche-12	X200000-0		Va Ba		010	NaXX	A4 III F8 VI K6 V G7 V	{ -3 }	(700-1)	[0000]		11
0531	Baiek	E692451-8		He Ni		423	NaHu	G8 V K4 VI G7 VI M5 V	{ -3 }	(833+3)	[4126]		16
0532	Zhda'fradrch	X9A2000-0		Fl He Ba		024	NaXX	K8 V	{ -3 }	(600+0)	[0000]		11
0534	Mekizda-31	X455000-0		Ba		000	NaXX	F8 V M4 VI G3 VI K3 VI	{ -3 }	(500+1)	[0000]		10
0639	Iatlzdevl	C644586-7	KM	Ni Ag		522	CsZh	M9 V D	{ 0 }	(646-2)	[3548]		12
0640	Zhdiejaprenj	A42357A-E		Ni Po		322	CsZh	K0 V M8 VI	{ 1 }	(E42-1)	[564F]		11
0735	Ieeqlr-13	X613000-0		Ic Ba		010	NaXX	G2 VI	{ -3 }	(900+3)	[0000]		8
0738	Vlaed-72	X544000-0		Ba		012	NaXX	M1 V BD	{ -3 }	(600+3)	[0000]		12
0739	Etsivle	C678786-7		Ag Pi		223	CsZh	G6 V M8 VI G7 VI	{ 0 }	(966-1)	[5759]		13
0740	Zhedrshidltsa	E678453-5		Ni Pa		110	NaHu	G5 V K0 V	{ -3 }	(831+1)	[3123]		11
0937	Yiblchtianzh	X656000-0		Ga Ba		004	NaXX	K5 III	{ -3 }	(B00-2)	[0000]		17
1031	Qlan-76	X200000-0		Va Ba		025	NaXX	F7 V	{ -3 }	(B00+2)	[0000]		16
1134	Pliedre'i'	B515400-8		Ic Ni		803	CsZh	K4 IV	{ -1 }	(730+1)	[234A]		14
1135	Shtevrivri	E86A546-8		Wa Ni Pr		110	CsZh	G6 V	{ -3 }	(640+0)	[A226]		10
1139	Eflrchpla	E562559-8		Ni Pr		124	ZhMe	F0 IV F8 V	{ -3 }	(D43+3)	[322D]		12
1140	Niadrzhr	X63A000-0		Wa Ba	F	023	ZhMe	G2 V D K9 V K2 VI	{ -3 }	(600-2)	[0000]		15
1234	Vrebredl	X695000-0		Ba		004	NaXX	M4 III M0 V	{ -3 }	(700-3)	[0000]		11
1235	Biievabl	X674000-0		Ba		002	NaXX	M9 III BD BD BD	{ -3 }	(700+1)	[0000]		9
1238	Davam	A57669A-C	KM	Ni Ag		223	ZhMe	A4 V	{ 3 }	(A57-1)	[694D]		17
1333	Achdliez	C745646-5		Ni Ag		134	ZhMe	F7 II K0 V	{ -1 }	(A53-2)	[5574]		20
1339	Fratla	CADA525-9		Ni		124	ZhMe	K1 IV	{ -1 }	(C44+4)	[6419]		12
1340	Srzholi	A559866-9	KM	Ph		524	ZhMe	G9 III G7 V	{ 2 }	(F77+0)	[4A59]		15
1434	Stot-69	X683000-0		Ba	F	004	ZhMe	M3 V	{ -3 }	(700+0)	[0000]		9
1437	Patl-96	X642000-0		He Ba Po	F	003	ZhMe	G4 V K6 V	{ -3 }	(600-1)	[0000]		12
1438	Vevzeench	C673999-5		Hi In		224	ZhMe	A1 V A5 V A7 V D	{ 1 }	(889+2)	[DA38]		12
1440	Iajiq	A574631-8	KM	Ni Ag		124	ZhMe	M3 III M3 V BD D	{ 1 }	(H55-4)	[6727]		15
1631	Ienshieblo	A541446-D	KM	He Ni Po		520	ZhMe	A9 Ia	{ 2 }	(B35+1)	[365D]		8
1635	Tlebtsatlzhrd	A6A86AA-9	KM	Fl Ni		211	ZhMe	K3 V	{ 1 }	(954+2)	[A726]		9
1636	Inchozhe	C536555-6	KM	Ni	U	924	ZhMe	K3 IV D	{ -1 }	(A42+3)	[8474]		15
1639	Zhdiaprdliebr	E582767-5		Ri		810	ZhMe	M1 II BD BD	{ -1 }	(A6A-1)	[3618]		9
1640	Ier	C5459EF-7		Hi In	U	724	ZhMe	K7 V	{ 1 }	(788-4)	[6A34]		15
1731	Srbllash	C423444-7	KM	Ni Po		124	ZhMe	G1 V K8 VI K6 VI	{ -1 }	(334+0)	[4355]		15
1736	Shiazi	A520445-E	KM	De He Ni Po		503	ZhMe	M1 II	{ 2 }	(938+2)	[163K]		9
1737	Dijiekr	A100656-F	KM	Va Ni Na		400	ZhMe	G1 V	{ 2 }	(A56-1)	[385F]		5
1832	Dianzhdo	A552447-D	KM	Ni Po		614	ZhMe	K2 V	{ 2 }	(D34-1)	[365H]		14
1833	Shtrvrpiadrc	C5459DA-6		Hi In		314	ZhMe	K9 V K5 V	{ 1 }	(48B+1)	[BA44]		9
1834	Jonjqie	A444685-B		Ni Ag		422	ZhMe	G8 V	{ 2 }	(E53+0)	[685A]		14
1835	Zhiache'	C594459-6		Ni Pa		823	ZhMe	K0 V	{ -2 }	(830-2)	[6297]		15
1837	Chtieie	C636A75-8		Hi		324	ZhMe	F0 III	{ 0 }	(997-2)	[7A16]		15
1839	Ievl	A9D3967-B	KM	Hi		124	ZhMe	F4 II F3 V	{ 4 }	(98C-4)	[9D7B]		13
1933	Eblflazsti	E66A554-5		Wa Ni Pr	U	103	ZhMe	K1 V BD	{ -3 }	(941+3)	[2275]		10
1934	Fotlrbl	A400861-C	D	Va Ph Na Pi		924	ZhMe	G4 V K4 VI	{ 3 }	(E7C-2)	[BB5B]		11
1935	Efstechchtaz	D547557-5		Ni Ag		724	ZhMe	F5 V M5 VI	{ -2 }	(243-5)	[8347]		18
1936	Ezh Tliedlzh	B7A79AF-C	KM	Fl Hi In Cp		123	ZhMe	K8 V	{ 5 }	(C8F+2)	[9E4B]		14
1938	Zdodlia	B782545-B		Ni Pr		723	ZhMe	G7 IV M8 VI K1 V	{ 1 }	(F45-1)	[8689]		12
2038	Pliantsdlinzh	C525667-9	KM	Ni		203	ZhMe	K5 V BD	{ 0 }	(654+2)	[4657]		13
2140	Ianshdlep	A210545-F		Ni		112	ZhMe	F1 V	{ 1 }	(942-4)	[867C]		14
2234	Sieprrprie	A5108CF-8	KM	Ph Na Pi		403	ZhMe	G2 V	{ 1 }	(57D-3)	[8928]		10
2237	Chtibrins	X9B5000-0		Fl Ba	F	013	ZhMe	F6 V G3 VI	{ -3 }	(600-2)	[0000]		12
2240	Rlon	B442532-C	KM	He Ni Po		835	ZhMe	K1 III	{ 2 }	(G45+2)	[679F]		12
2331	Piebrqresh	B673776-8	KM	Pi		121	ZhMe	F3 V	{ 1 }	(666+4)	[786A]		9
2335	Blenshtlieb	A657440-D	KM	Ga Ni Pa		914	ZhMe	K7 V M7 VI	{ 2 }	(F34-2)	[269F]		14
2336	Die'i	D465564-6		Ni Ag Pr		204	ZhMe	G3 V G4 VI	{ -2 }	(742+3)	[2383]		17
2340	Fanplenz	C565554-7	KM	Ni Ag Pr		322	ZhMe	F4 V F4 V	{ 0 }	(545-5)	[3586]		14
2431	Efrjrkiezh	B678579-9	KM	Ni Ag		223	ZhMe	K1 IV BD M7 V	{ 2 }	(B44+2)	[8769]		12
2434	Ofniedr	A7C0975-D	KM	He Hi In		102	ZhMe	K4 IV	{ 5 }	(D8A+2)	[9E6E]		12
2436	Lievlie'	AAEA876-C	KM	Ph		300	ZhMe	F2 V	{ 3 }	(67B+0)	[8B8A]		5
2439	Rplchtaepl	A2017BC-E	KM	Ic Va Na Pi		824	ZhMe	G2 III	{ 3 }	(F6A+0)	[AA9K]		11
2534	Ianzhiv	A678ACC-B	D	Hi In Cp		624	ZhMe	G1 V	{ 5 }	(H9E-1)	[6F38]		11
2540	Blidlvletschi	C888953-9	KM	Hi Pr		104	ZhMe	F2 V	{ 2 }	(889+2)	[4B3E]		11
2634	Tlanjonch	C541657-6		He Ni Po		203	ZhMe	G7 V M9 VI M7 VI	{ -2 }	(850+3)	[7435]		9
2635	Kibranjqre	B000778-9		As Va Na Pi		202	ZhMe	G1 V M7 VI	{ 1 }	(46C-3)	[886D]		13
2636	Iebrshotl-4	X7A6000-0		Fl Ba	F	003	ZhMe	F4 V D	{ -3 }	(900-4)	[0000]		11
2733	Vaklr	E543831-6		Ph Pi Po		223	ZhMe	K4 V	{ -2 }	(573+5)	[661A]		10
2735	Chadrejobl	X423000-0		Ba Po	F	002	ZhMe	M3 III D M6 VI	{ -3 }	(800-3)	[0000]		13
2739	Zhens-10	X773000-0		Ba	F	024	ZhMe	M7 III BD BD BD M4 V	{ -3 }	(A00+3)	[0000]		15
2832	Ieprstizh	B767577-9	KM	Ga Ni Ag Pr		513	ZhMe	G2 V	{ 2 }	(C44-1)	[572D]		12
2833	Pledrazhez	A477442-E		Ni Pa		502	ZhMe	G7 V K4 VI	{ 1 }	(D36-2)	[758H]		14
2932	Adie	B6568AC-7		Ga Ph Pa		610	ZhMe	F9 V D	{ 0 }	(875+0)	[9864]		9
2935	Aplle	B9B48AB-A		Fl Ph		621	ZhMe	G7 V	{ 2 }	(A7A+3)	[8A85]		16
3031	Shtrianchtli	E100746-7		Va Na Pi		105	ZhMe	F8 V	{ -2 }	(865+3)	[7565]		13
3034	Jiebliaz	A7C3958-E		Fl Hi In		325	ZhMe	M3 V BD	{ 4 }	(E8C-2)	[6D5A]		13
3133	Onshmats	B542420-A	KM	He Ni Po		923	ZhMe	G4 V K9 VI	{ 2 }	(D33-3)	[366B]		11
3134	Tsajdokr	D100968-B		Va Hi Na In		114	ZhMe	M5 V BD	{ 2 }	(C87+2)	[AB3C]		16
3135	Ebladrplia	B9E9430-C	KM	Ni		510	ZhMe	G9 II	{ 2 }	(437+0)	[463D]		10
3232	Ilzensdlr	C427A77-D		Hi In		205	ZhMe	A5 V A9 V	{ 3 }	(996+0)	[7D3D]		11
